,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.37,0.73,0.44,0.85,0.66,0.36,0.42,0.26,0.39,0.33,0.26
TEMP_0,0.58,0.17,0.53,0.2,0.25,0.7,0.27,0.19,0.27,0.26,0.17
PRES_0,0.44,0.6,0.43,1.65,0.68,0.4,0.45,0.3,0.44,0.35,0.25
PRES_1,0.44,0.16,0.9,0.12,0.21,0.75,0.24,0.15,0.22,0.23,0.19
DEWP_0,0.56,0.29,0.63,0.31,0.32,1.24,0.39,0.25,0.36,0.35,0.26
DEWP_1,0.28,0.55,0.31,0.8,0.94,0.2,0.3,0.2,0.3,0.23,0.17
WSPM_0,0.52,0.44,0.57,0.54,0.58,0.49,0.44,0.32,0.46,0.37,0.24
WSPM_1,0.27,0.25,0.32,0.27,0.26,0.33,0.25,0.13,0.2,0.21,0.21
PM10_0,0.4,0.32,0.47,0.35,0.37,0.44,0.33,0.2,0.24,0.38,0.8
PM10_1,0.32,0.31,0.35,0.38,0.39,0.3,0.29,0.2,0.39,0.19,0.16
PM10_2,0.07,0.05,0.07,0.08,0.08,0.07,0.06,0.05,0.13,0.05,0.01
