,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,0.99,0.33,0.95,0.52,0.99,0.23,0.77,0.44,0.74,0.49,0.48
TEMP_1,,,,,,,,,,,
PRES_1,0.75,0.19,0.7,0.73,0.75,0.21,0.58,0.33,0.55,0.38,0.38
PRES_0,,,,,,,,,,,
DEWP_0,0.99,0.26,0.94,0.52,0.99,0.27,0.76,0.44,0.74,0.49,0.47
DEWP_1,,,,,,,,,,,
WSPM_0,0.3,0.06,0.29,0.13,0.3,0.05,0.22,0.17,0.24,0.12,0.11
WSPM_1,,,,,,,,,,,0.01
PM10_0,0.12,0.03,0.11,0.11,0.12,,0.09,0.04,0.07,0.08,0.24
PM10_1,0.01,,0.01,,0.01,,0.01,,0.01,,
PM10_2,,,,,,,,,,,
