,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.16,1.0,0.21,0.9,0.39,0.83,0.59,0.19
PRES_0,1.0,1.0,,1.0,0.21,0.9,0.39,0.83,0.59,0.19
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.16,1.0,0.27,0.9,0.4,0.83,0.59,0.19
DEWP_0,64.66,64.61,,91.0,1.2,67.46,14.23,47.72,,
WSPM_0,1.12,1.12,0.16,1.12,0.29,1.0,0.49,0.94,0.65,0.21
WSPM_1,4.27,4.26,,4.28,0.5,4.01,1.17,3.35,2.97,0.8
PM10_0,1.35,1.35,0.17,1.34,0.25,1.21,0.54,1.01,1.06,0.51
PM10_1,2.53,2.53,,2.52,,2.27,0.93,2.77,1.05,0.33
PM10_2,34.69,34.66,,34.57,,30.64,16.84,36.16,16.26,1.25
