,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.78,1.03,0.85,1.15,1.03,0.77,0.82,0.64,0.79,0.72,0.61
TEMP_0,1.14,0.64,1.12,0.69,0.78,1.27,0.82,0.65,0.81,0.79,0.63
PRES_0,0.81,0.92,0.81,1.48,1.01,0.77,0.83,0.65,0.8,0.72,0.58
PRES_1,1.09,0.68,1.49,0.59,0.78,1.44,0.82,0.64,0.8,0.8,0.74
DEWP_0,0.98,0.7,1.04,0.74,0.75,1.39,0.83,0.65,0.8,0.77,0.65
DEWP_1,0.79,1.07,0.84,1.29,1.37,0.67,0.82,0.64,0.8,0.71,0.58
WSPM_0,0.87,0.81,0.92,0.9,0.93,0.84,0.82,0.67,0.82,0.73,0.56
WSPM_1,0.9,0.81,0.96,0.86,0.87,0.99,0.84,0.61,0.76,0.77,0.79
PM10_0,0.91,0.8,0.98,0.85,0.87,0.95,0.82,0.63,0.7,0.84,1.38
PM10_1,0.86,0.82,0.89,0.92,0.94,0.82,0.82,0.65,0.92,0.66,0.53
PM10_2,0.88,0.77,0.93,0.95,0.95,0.91,0.82,0.66,0.96,0.74,0.31
