,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.15,0.73,1.08,0.66,0.86,1.07,1.12,1.16,1.03,1.09,0.74
TEMP_0,0.76,1.29,0.83,1.12,1.15,0.61,1.16,1.16,1.09,1.07,0.85
PRES_0,1.1,0.81,1.13,0.48,0.87,1.04,1.11,1.14,1.01,1.09,0.77
PRES_1,0.82,1.26,0.58,1.36,1.18,0.6,1.17,1.19,1.14,1.07,0.81
DEWP_0,0.9,1.13,0.86,1.04,1.18,0.54,1.11,1.17,1.07,1.03,0.8
DEWP_1,1.17,0.72,1.15,0.55,0.63,1.27,1.17,1.14,1.03,1.16,0.77
WSPM_0,0.99,0.96,0.97,0.84,0.93,0.91,1.13,1.07,1.0,1.07,0.76
WSPM_1,1.09,1.0,1.03,0.9,1.07,0.95,1.14,1.32,1.15,1.12,0.84
PM10_0,1.01,1.01,0.96,0.93,1.03,0.89,1.13,1.23,1.23,0.93,0.63
PM10_1,1.07,0.96,1.03,0.82,0.96,0.96,1.17,1.15,0.96,1.26,0.72
PM10_2,1.23,1.2,1.33,0.96,1.16,1.22,1.39,1.09,0.46,1.3,1.96
