,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,2.71,2.08,2.07,2.13,1.67,3.84,2.21,6.72,3.15,4.3,26.04
TEMP_0,1.1,6.04,1.14,5.82,2.82,1.2,2.19,6.22,3.18,3.74,29.53
PRES_0,2.5,2.68,2.3,1.17,1.73,3.69,2.22,6.55,3.06,4.32,28.9
PRES_1,1.26,5.52,0.55,8.23,2.87,1.07,2.18,6.47,3.36,3.61,24.63
DEWP_0,1.64,4.99,1.32,5.26,3.13,0.99,2.16,6.74,3.3,3.74,27.87
DEWP_1,2.62,1.96,2.19,1.48,0.85,5.09,2.26,6.24,2.99,4.5,26.87
WSPM_0,2.04,3.74,1.72,3.57,2.01,2.89,2.28,5.88,2.99,4.15,28.52
WSPM_1,2.14,3.51,1.67,3.65,2.34,2.59,2.05,7.75,3.48,3.94,25.35
PM10_0,1.97,3.82,1.56,4.07,2.3,2.5,2.16,7.16,4.24,2.97,12.7
PM10_1,2.18,3.4,1.79,3.16,1.95,3.01,2.24,6.23,2.47,5.31,25.04
PM10_2,2.08,3.95,2.04,3.09,2.05,3.22,2.29,4.44,0.63,4.09,119.45
