,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.53,1.44,1.04,0.5,0.65,1.77,0.86,0.25,0.66,0.48,0.57
TEMP_0,1.29,0.47,0.69,1.35,1.4,0.49,0.87,0.26,0.73,0.49,0.32
PRES_1,0.88,0.57,0.66,1.51,1.05,0.59,0.86,0.27,0.7,0.5,0.41
PRES_0,0.57,1.64,1.73,0.35,0.66,2.23,0.86,0.23,0.68,0.46,0.43
DEWP_1,0.58,1.1,0.99,0.52,0.62,2.26,0.85,0.27,0.72,0.45,0.4
DEWP_0,1.31,0.48,0.68,1.73,2.49,0.39,0.87,0.23,0.65,0.55,0.44
WSPM_0,0.72,0.76,0.85,0.68,0.82,0.88,0.85,0.28,0.72,0.45,0.37
WSPM_1,0.87,0.61,0.77,0.94,1.31,0.5,0.9,0.17,0.57,0.85,2.76
PM10_0,0.75,0.74,0.83,0.8,0.95,0.68,0.86,0.21,0.57,0.63,2.92
PM10_1,0.7,0.78,0.87,0.59,0.76,1.08,0.86,0.33,0.89,0.35,0.27
PM10_2,0.87,0.58,0.8,0.69,0.91,0.78,0.86,0.38,1.59,0.44,0.09
