,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.92,1.09,0.82,1.08,0.78,1.26,0.51,1.01,0.8,0.43
TEMP_0,1.07,1.0,1.19,0.81,1.14,0.92,1.35,0.57,1.11,0.85,0.41
PRES_1,0.91,0.84,1.0,0.73,0.97,0.76,1.14,0.49,0.93,0.72,0.37
PRES_0,1.23,1.17,1.34,1.0,1.35,1.0,1.57,0.62,1.26,0.98,0.49
DEWP_1,0.93,0.87,1.02,0.74,1.0,0.76,1.17,0.47,0.94,0.74,0.37
DEWP_0,1.18,1.1,1.31,0.98,1.29,1.0,1.5,0.65,1.23,0.93,0.49
WSPM_0,0.79,0.74,0.88,0.62,0.84,0.67,1.0,0.41,0.81,0.62,0.3
WSPM_1,1.94,1.71,2.08,1.76,2.23,1.56,2.42,1.0,1.92,1.78,1.79
PM10_0,0.98,0.89,1.08,0.81,1.07,0.82,1.23,0.53,1.0,0.77,0.65
PM10_1,1.25,1.21,1.38,0.95,1.32,1.08,1.59,0.63,1.33,1.0,0.43
PM10_2,2.4,2.37,2.74,2.04,2.61,1.96,3.11,0.71,1.77,2.02,1.0
