,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEMP_0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_1,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DEWP_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
DEWP_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WSPM_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.99,1.0
WSPM_1,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,0.99,1.03,1.04
PM10_0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.01,1.0,1.0,1.11
PM10_1,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.97,1.0,1.0,0.99
PM10_2,1.01,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.9,1.01,1.0
