,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.54,1.76,1.12,0.52,0.66,2.04,0.86,0.31,0.71,0.53,0.67
TEMP_0,1.64,0.48,0.7,1.61,1.52,0.5,0.88,0.32,0.77,0.57,0.38
PRES_1,0.97,0.6,0.66,2.02,1.11,0.62,0.87,0.32,0.73,0.57,0.49
PRES_0,0.58,1.78,2.21,0.35,0.66,2.61,0.86,0.31,0.74,0.51,0.49
DEWP_1,0.6,1.23,1.05,0.55,0.62,2.98,0.86,0.36,0.78,0.49,0.47
DEWP_0,1.56,0.49,0.68,2.09,3.27,0.39,0.89,0.27,0.67,0.66,0.54
WSPM_0,0.77,0.8,0.88,0.74,0.85,0.94,0.86,0.37,0.77,0.5,0.43
WSPM_1,0.91,0.66,0.81,1.0,1.44,0.51,0.95,0.17,0.58,1.03,3.33
PM10_0,0.79,0.78,0.86,0.86,1.0,0.71,0.88,0.25,0.57,0.8,6.45
PM10_1,0.76,0.82,0.91,0.65,0.77,1.18,0.86,0.45,1.04,0.36,0.34
PM10_2,0.94,0.62,0.82,0.74,0.92,0.86,0.86,0.6,2.38,0.53,0.09
