,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.37,0.63,0.44,0.79,0.63,0.35,0.41,0.25,0.38,0.31,0.23
TEMP_0,0.53,0.16,0.5,0.19,0.24,0.67,0.27,0.17,0.26,0.24,0.15
PRES_0,0.43,0.55,0.43,1.43,0.66,0.39,0.45,0.27,0.42,0.34,0.23
PRES_1,0.42,0.16,0.78,0.12,0.21,0.71,0.23,0.14,0.22,0.22,0.17
DEWP_0,0.54,0.27,0.61,0.31,0.32,1.1,0.38,0.23,0.35,0.33,0.23
DEWP_1,0.28,0.51,0.31,0.75,0.82,0.2,0.29,0.18,0.28,0.22,0.16
WSPM_0,0.51,0.43,0.56,0.52,0.56,0.48,0.44,0.29,0.44,0.35,0.22
WSPM_1,0.27,0.22,0.31,0.26,0.26,0.32,0.24,0.13,0.2,0.2,0.19
PM10_0,0.39,0.3,0.46,0.34,0.36,0.43,0.33,0.19,0.23,0.34,0.66
PM10_1,0.31,0.29,0.34,0.36,0.38,0.3,0.29,0.18,0.35,0.19,0.14
PM10_2,0.07,0.05,0.07,0.08,0.08,0.07,0.06,0.04,0.12,0.05,0.01
