,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,657721.0,1.15,206.95,1.0,116604.28,1.83,14.58,2.9,11.72,80.5
TEMP_1,,,,,,,,,,,
PRES_1,0.87,570969.14,1.0,179.66,0.87,103016.17,1.59,12.77,2.53,10.13,69.99
PRES_0,,,0.01,1.0,,527.05,0.01,0.06,0.01,0.06,0.38
DEWP_0,1.0,655492.64,1.15,205.73,1.0,116209.22,1.82,14.54,2.9,11.68,80.14
DEWP_1,,,,,,1.0,,,,,
WSPM_0,0.55,352567.92,0.63,106.58,0.55,54801.54,1.0,7.96,1.6,6.26,41.43
WSPM_1,0.07,,0.08,18.42,0.07,,0.13,1.0,0.2,0.92,8.68
PM10_0,0.34,213393.57,0.4,77.94,0.35,,0.63,5.12,1.0,4.01,34.72
PM10_1,0.09,,0.1,16.36,0.09,8113.48,0.16,1.23,0.26,1.0,6.12
PM10_2,0.01,,0.01,2.67,0.01,1200.62,0.02,0.14,0.03,0.15,1.0
