,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,657721.0,1.15,206.95,1.0,116604.28,1.83,14.56,2.9,11.7,80.53
TEMP_1,,,,,,,,,,,
PRES_1,0.87,570969.14,1.0,179.66,0.87,105395.61,1.58,12.76,2.53,10.13,69.87
PRES_0,,,0.01,1.0,,485.62,0.01,0.06,0.01,0.06,0.39
DEWP_0,1.0,655492.64,1.15,205.88,1.0,116209.22,1.82,14.52,2.89,11.66,80.2
DEWP_1,,,,,,1.0,,,,,
WSPM_0,0.55,325586.5,0.63,104.69,0.55,48054.98,1.0,7.94,1.6,6.19,40.35
WSPM_1,0.07,,0.08,18.83,0.07,,0.12,1.0,0.2,0.92,9.54
PM10_0,0.34,250226.14,0.4,81.04,0.35,98289.24,0.63,5.2,1.0,4.01,33.42
PM10_1,0.09,48541.21,0.1,15.44,0.09,7697.12,0.16,1.24,0.26,1.0,5.93
PM10_2,0.01,,0.01,2.67,0.01,891.8,0.02,0.13,0.03,0.15,1.0
