,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0
PRES_0,1.0,1.0,,1.0,0.99,1.0,1.0,1.0,1.0,1.0
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.02
DEWP_0,1.07,1.07,,1.13,1.07,1.04,0.94,1.06,,
WSPM_0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.99,1.02
WSPM_1,1.0,1.0,,1.0,1.08,1.0,1.0,0.97,1.09,0.85
PM10_0,1.0,1.0,1.0,1.0,1.03,1.0,1.04,1.0,1.0,1.2
PM10_1,1.0,1.0,,1.0,,1.0,0.89,1.0,1.0,0.92
PM10_2,1.0,1.0,,1.0,,0.99,1.1,0.78,1.07,1.0
