,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.72,2.56,0.87,2.03,1.41,0.76,0.9,0.61,0.89,0.75,0.7
TEMP_0,3.13,0.55,2.05,0.68,0.87,2.58,0.96,0.91,1.0,1.01,0.75
PRES_0,0.81,1.39,0.76,5.1,1.34,0.75,0.86,0.67,0.91,0.72,0.59
PRES_1,2.19,0.69,6.19,0.49,0.87,3.52,1.04,0.77,0.95,1.14,1.06
DEWP_0,1.39,0.7,1.47,0.72,0.68,4.31,0.94,0.64,0.85,0.92,0.76
DEWP_1,0.85,2.04,0.93,2.91,4.65,0.58,0.92,0.82,1.07,0.77,0.68
WSPM_0,1.03,0.85,1.06,1.01,1.11,0.91,0.77,0.88,0.94,0.74,0.58
WSPM_1,1.14,1.35,1.31,1.23,1.1,1.53,1.32,0.54,0.91,1.06,1.15
PM10_0,1.15,0.99,1.29,0.97,1.02,1.31,0.98,0.65,0.63,1.52,4.52
PM10_1,1.07,1.12,1.13,1.33,1.31,0.99,0.95,0.82,1.74,0.59,0.79
PM10_2,1.94,1.52,1.77,2.27,2.08,1.7,1.51,1.59,6.05,1.58,0.21
