,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,344.48,1.04,9.04,1.0,124.43,1.17,2.26,1.4,2.14,5.29
TEMP_1,,,,,,,,,,,
PRES_1,0.81,249.81,0.84,8.95,0.81,114.19,0.94,1.84,1.13,1.74,4.35
PRES_0,,,,,,0.02,,,,,
DEWP_0,0.99,318.07,1.03,9.0,0.99,130.28,1.16,2.25,1.39,2.13,5.26
DEWP_1,,,,,,,,,,,
WSPM_0,0.4,106.87,0.42,3.29,0.4,37.95,0.47,0.97,0.58,0.8,1.83
WSPM_1,0.02,,0.02,0.24,0.02,,0.02,0.04,0.02,0.05,0.23
PM10_0,0.2,71.49,0.21,2.39,0.2,95.89,0.24,0.44,0.26,0.47,1.89
PM10_1,0.02,5.83,0.03,0.17,0.02,2.26,0.03,0.06,0.04,0.05,0.1
PM10_2,,,,0.01,,0.07,,,,,
