,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.8,1.23,1.1,0.74,0.9,1.3,1.05,0.46,0.88,0.71,0.7
TEMP_0,1.24,0.77,0.95,1.18,1.31,0.77,1.09,0.5,0.96,0.73,0.51
PRES_1,0.97,0.78,0.87,1.14,1.06,0.78,1.01,0.47,0.87,0.69,0.55
PRES_0,0.9,1.48,1.48,0.69,0.99,1.61,1.16,0.47,0.97,0.76,0.66
DEWP_1,0.81,1.07,1.04,0.73,0.85,1.39,1.02,0.46,0.88,0.67,0.55
DEWP_0,1.3,0.81,0.99,1.37,1.77,0.72,1.15,0.51,0.95,0.8,0.65
WSPM_0,0.83,0.85,0.91,0.75,0.89,0.88,0.95,0.44,0.82,0.61,0.47
WSPM_1,1.37,1.09,1.29,1.44,1.74,1.0,1.43,0.53,1.11,1.31,2.8
PM10_0,0.93,0.9,1.0,0.92,1.07,0.86,1.04,0.44,0.82,0.77,1.48
PM10_1,1.01,1.07,1.13,0.85,1.04,1.21,1.17,0.57,1.12,0.7,0.47
PM10_2,1.46,1.24,1.46,1.33,1.57,1.28,1.58,0.64,1.59,1.03,0.44
