,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.22,0.95,0.45,1.0,0.17,0.76,0.38,0.7,0.43,0.4
TEMP_1,,,,,,,,,,,
PRES_1,0.93,0.16,0.87,0.68,0.93,0.19,0.7,0.36,0.65,0.41,0.39
PRES_0,0.07,,0.08,0.01,0.07,,0.05,0.03,0.05,0.02,0.02
DEWP_0,1.0,0.19,0.94,0.45,1.0,0.19,0.75,0.38,0.7,0.43,0.4
DEWP_1,,,,,,,,,,,
WSPM_0,0.74,0.11,0.7,0.28,0.74,0.09,0.55,0.33,0.55,0.27,0.24
WSPM_1,0.26,,0.25,0.22,0.26,,0.21,0.07,0.16,0.2,0.37
PM10_0,0.59,0.14,0.55,0.45,0.59,,0.45,0.19,0.35,0.32,0.73
PM10_1,0.29,0.03,0.28,0.08,0.29,0.03,0.22,0.16,0.25,0.09,0.08
PM10_2,0.11,,0.11,0.04,0.11,0.01,0.08,0.05,0.14,0.04,0.01
