,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,657721.0,1.15,206.95,1.0,116604.28,1.83,14.57,2.9,11.72,80.5
TEMP_1,,,,,,,,,,,
PRES_1,0.87,570969.14,1.0,179.66,0.87,102793.91,1.59,12.78,2.53,10.13,69.8
PRES_0,,,0.01,1.0,,531.21,0.01,0.06,0.01,0.06,0.39
DEWP_0,1.0,655492.64,1.15,205.77,1.0,116209.22,1.82,14.54,2.9,11.68,80.15
DEWP_1,,,,,,1.0,,,,,
WSPM_0,0.55,353506.85,0.63,105.7,0.55,52210.35,1.0,7.95,1.6,6.24,41.16
WSPM_1,0.07,,0.08,19.02,0.07,,0.13,1.0,0.2,0.93,9.06
PM10_0,0.34,213393.57,0.4,79.43,0.35,,0.63,5.14,1.0,4.01,34.23
PM10_1,0.09,60541.53,0.1,16.07,0.09,8018.58,0.16,1.23,0.26,1.0,6.07
PM10_2,0.01,,0.01,2.68,0.01,1116.55,0.02,0.14,0.03,0.15,1.0
