,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.4,0.96,0.56,1.0,0.26,0.78,0.47,0.77,0.52,0.52
TEMP_1,,,,,,,,,,,
PRES_1,0.93,0.27,0.87,1.02,0.93,0.29,0.73,0.44,0.7,0.51,0.51
PRES_0,0.07,,0.1,0.01,0.07,0.01,0.05,0.04,0.07,0.02,0.02
DEWP_0,1.0,0.31,0.96,0.56,1.0,0.33,0.78,0.47,0.77,0.52,0.52
DEWP_1,,,,,,,,,,,
WSPM_0,0.74,0.17,0.71,0.35,0.74,0.15,0.55,0.46,0.62,0.33,0.3
WSPM_1,0.26,,0.25,0.27,0.26,,0.24,0.07,0.16,0.28,0.49
PM10_0,0.59,0.15,0.55,0.59,0.59,,0.47,0.22,0.35,0.48,1.5
PM10_1,0.29,,0.29,0.1,0.29,0.04,0.22,0.23,0.33,0.09,0.11
PM10_2,0.11,,0.11,0.04,0.11,0.01,0.09,0.09,0.25,0.05,0.01
