,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,2.3,0.84,3.09,1.16,1.88,0.84,3.08,1.57,2.0,48.03
TEMP_0,0.43,1.0,0.36,1.33,0.5,0.79,0.37,1.34,0.7,0.89,22.17
PRES_0,1.19,2.7,1.0,3.65,1.38,2.21,1.0,3.67,1.87,2.37,56.2
PRES_1,0.32,0.75,0.27,1.0,0.37,0.62,0.27,1.0,0.53,0.67,17.54
DEWP_0,0.86,1.99,0.72,2.67,1.0,1.59,0.73,2.69,1.39,1.74,44.56
DEWP_1,0.53,1.21,0.45,1.58,0.62,1.0,0.45,1.62,0.83,1.07,24.75
WSPM_0,1.18,2.73,1.0,3.68,1.38,2.17,1.0,3.67,1.89,2.38,55.25
WSPM_1,0.33,0.74,0.28,0.98,0.37,0.64,0.27,1.0,0.51,0.66,18.44
PM10_0,0.63,1.45,0.53,1.94,0.72,1.2,0.53,1.96,1.0,1.26,42.52
PM10_1,0.49,1.13,0.41,1.5,0.58,0.9,0.42,1.53,0.82,1.0,21.31
PM10_2,0.02,0.05,0.02,0.06,0.02,0.04,0.02,0.06,0.02,0.04,1.0
