,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.23,0.96,1.34,1.05,1.17,0.96,1.32,1.11,1.18,2.59
TEMP_0,0.8,1.0,0.77,1.07,0.84,0.92,0.78,1.07,0.92,0.98,2.22
PRES_0,1.05,1.27,1.0,1.39,1.09,1.21,1.0,1.39,1.16,1.23,2.66
PRES_1,0.74,0.94,0.7,1.0,0.78,0.89,0.72,0.99,0.86,0.91,2.19
DEWP_0,0.96,1.19,0.91,1.29,1.0,1.1,0.92,1.29,1.09,1.15,2.67
DEWP_1,0.85,1.04,0.82,1.1,0.89,1.0,0.82,1.12,0.95,1.02,2.14
WSPM_0,1.03,1.28,0.99,1.39,1.08,1.19,1.0,1.38,1.17,1.23,2.61
WSPM_1,0.77,0.93,0.73,0.98,0.78,0.93,0.72,1.0,0.85,0.91,2.31
PM10_0,0.89,1.1,0.86,1.19,0.92,1.06,0.85,1.19,1.0,1.06,3.24
PM10_1,0.84,1.02,0.79,1.09,0.87,0.95,0.81,1.11,0.98,1.0,1.94
PM10_2,0.38,0.46,0.38,0.5,0.4,0.47,0.37,0.45,0.29,0.45,1.0
