,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.59,,,0.86,6.07,7.33,13.91,,,1.13,1.26,10.4,,1.23,7.99,13.38,15.58,28.42,41.15,814.27,5279.26,0.92,1.17,28.21
TEMP_0_0,0.62,1.0,,,0.53,3.88,5.39,8.4,,,0.68,0.77,6.15,,0.76,5.06,8.41,9.89,17.86,26.16,640.17,2916.72,0.59,0.75,18.63
TEMP_1_1,,0.3,1.01,,0.09,0.57,0.8,,,,0.11,0.13,,425.66,0.12,0.76,1.23,1.5,2.71,3.81,,,0.09,0.11,2.8
TEMP_0_2,,,,1.0,,,,,1.45,63.52,,,0.05,,0.01,0.04,0.07,0.08,0.14,0.18,,,,0.01,0.12
PRES_0_0,1.17,1.9,11.27,,1.0,7.15,,15.17,,,1.31,1.48,12.3,,1.47,9.23,15.47,17.9,33.42,51.23,866.89,6880.52,1.07,1.37,32.06
PRES_1_0,0.16,0.25,,,0.14,0.99,,3.58,,,0.19,0.2,1.6,,0.19,1.37,2.28,2.86,4.6,6.11,175.39,,0.15,0.2,5.48
PRES_0_1,0.13,0.18,1.22,,,,1.01,,,,0.13,0.15,,529.91,0.14,0.95,1.53,1.81,3.41,4.75,114.0,,0.11,0.14,3.31
PRES_1_1,0.08,0.12,,,0.06,0.24,,1.0,,,0.07,0.09,0.71,,0.09,0.6,1.0,1.16,2.09,3.18,102.34,,0.07,0.09,2.3
PRES_1_3,,,,0.71,,,,,1.0,,,,0.03,,,0.03,0.05,0.06,0.1,0.15,,,,,0.09
PRES_1_2,,,,0.02,,,,,,1.0,,,,,,,,,,,,,,,
DEWP_1_0,0.89,1.45,9.31,,0.77,5.53,7.44,14.31,,,1.0,1.12,8.62,,1.12,7.07,11.65,12.72,25.73,36.81,526.58,,0.81,1.04,23.9
DEWP_0_0,0.8,1.26,7.5,,0.68,4.83,6.3,10.41,,,0.89,1.0,,,0.94,6.48,10.76,13.4,22.21,33.45,891.15,3785.38,0.75,0.94,25.29
DEWP_0_1,0.1,0.16,,22.4,0.09,0.62,,1.43,30.75,1735.0,,,1.0,,0.13,0.83,1.42,1.69,2.93,4.16,102.48,,0.1,0.12,2.87
DEWP_1_1,,,,,,,,,,,,,,1.0,,,,,0.01,,,,,,
WSPM_0_1,0.8,1.3,8.35,150.15,0.68,5.2,6.84,11.09,224.19,9360.85,0.89,1.06,7.78,3599.66,1.0,6.62,10.77,13.22,23.44,26.41,726.25,,0.77,0.94,20.84
WSPM_0_0,0.12,0.2,1.29,25.66,0.11,0.71,1.0,1.59,35.58,,0.14,0.15,1.17,,0.15,1.0,1.72,1.88,3.5,5.34,141.89,,0.11,0.14,3.78
WSPM_1_1,0.08,0.12,0.78,15.8,0.06,0.42,0.62,1.06,21.51,,0.09,0.09,0.69,,0.09,0.57,1.0,1.32,1.99,2.89,,,0.07,0.09,2.38
WSPM_1_2,0.06,0.11,0.66,9.89,0.06,0.36,0.53,0.92,17.28,,0.08,0.08,0.59,,0.08,0.54,0.71,1.0,1.91,3.92,62.05,,0.06,0.08,2.68
WSPM_1_0,0.03,0.06,0.37,7.51,0.03,0.21,0.28,0.44,10.01,,0.04,0.04,0.34,,0.04,0.29,0.51,0.53,1.0,1.44,,,0.03,0.04,0.98
WSPM_0_2,0.02,0.04,0.3,6.03,0.02,0.16,0.24,0.31,6.83,,0.03,0.03,0.24,,0.04,0.17,0.36,0.25,0.72,1.01,,,0.02,0.03,0.66
WSPM_1_3,,,,,,0.01,0.01,0.01,,,,,0.01,,,0.01,0.01,0.02,0.02,,1.0,,,,0.04
WSPM_0_3,,,,,,,,,,,,,,,,,,,0.01,,,1.0,,,
PM10_0,1.08,1.7,10.97,210.17,0.94,6.54,8.86,14.34,307.54,,1.24,1.34,9.99,5795.97,1.27,8.74,14.79,17.52,30.03,49.59,1192.09,,1.0,1.26,41.46
PM10_1,0.84,1.36,9.03,165.87,0.7,5.17,7.2,11.49,227.35,12594.18,0.92,1.08,7.92,3187.74,1.07,6.87,11.12,13.04,24.92,32.58,608.75,4337.77,0.82,1.0,20.47
PM10_2,0.03,0.06,0.35,8.52,0.03,0.21,0.3,0.42,11.36,,0.04,0.04,0.39,,0.04,0.24,0.42,0.43,0.94,1.33,,224.5,0.02,0.04,1.0
