,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,,0.98,0.53,0.25,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.91,0.73,0.31
PRES_0_1,1.0,1.0,,,0.98,0.54,0.26,0.81,0.66,0.58,0.55,0.54,0.47,0.45,0.34,0.91,0.74,0.31
PRES_0_0,2.88,,1.0,,2.82,,,2.32,1.91,,,,,,0.98,2.6,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.35,,1.0,,,0.83,0.67,0.59,0.56,0.55,0.48,0.46,0.35,0.93,0.75,0.31
DEWP_1_0,1.87,1.86,,,,1.0,,1.51,1.26,1.09,,1.0,0.88,,,1.69,1.38,
DEWP_0_0,3.93,3.86,,,,,1.0,,,,,,1.74,,,3.51,,
WSPM_0_1,1.24,1.23,0.43,,1.21,0.66,,1.0,,,,0.69,0.47,,,1.12,0.9,0.42
WSPM_0_2,1.53,1.52,0.52,,1.5,0.79,,,1.0,,,0.85,,,,1.39,1.1,
WSPM_0_0,1.73,1.73,,,1.69,0.92,,,,1.0,,0.9,0.99,,,1.57,1.26,
WSPM_0_3,1.82,1.81,,,1.78,,,,,,1.0,0.93,,,,1.65,1.32,0.59
WSPM_1_0,1.86,1.85,,,1.82,1.0,,1.44,1.18,1.1,1.07,1.0,,,,1.64,1.49,
WSPM_1_1,2.14,2.13,,,2.09,1.14,0.57,2.13,,1.01,,,1.0,,,1.91,1.65,
WSPM_0_4,2.22,2.21,,,2.17,,,,,,,,,1.0,,1.99,1.64,
WSPM_1_2,2.93,2.92,1.02,,2.89,,,,,,,,,,1.0,2.63,,
PM10_0,1.1,1.1,0.38,,1.08,0.59,0.28,0.89,0.72,0.63,0.61,0.61,0.52,0.5,0.38,1.0,0.81,
PM10_1,1.36,1.36,,,1.33,0.72,,1.11,0.91,0.79,0.76,0.67,0.61,0.61,,1.24,1.0,0.41
PM10_2,3.26,3.25,,,3.19,,,2.39,,,1.71,,,,,,2.44,1.0
