,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.14,,,,,0.9,0.73,0.41,0.46,0.49,,1.0,0.58,0.3,0.34,,0.7,0.7,0.59,0.74,0.57,0.56,0.79,0.55,0.44,,0.97,0.85,0.65
TEMP_0_1,,1.59,,,,0.64,0.95,0.85,0.7,0.66,,1.24,,,,,0.72,0.77,0.86,0.89,0.74,0.7,0.91,,0.33,,1.06,1.08,0.74
TEMP_0_0,,,1.83,,,0.9,,0.81,1.13,0.97,,,1.61,,,,0.67,1.0,0.61,1.04,0.61,0.8,1.02,,0.47,,1.11,1.07,0.76
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.04,0.48,0.55,,,1.28,,,,0.19,,1.02,0.66,,,,0.74,0.74,0.59,0.85,0.62,0.67,0.87,0.38,0.34,,1.06,0.86,0.55
PRES_1_3,1.03,0.86,,,,,1.48,,,,,1.11,0.58,0.27,0.36,,0.6,0.71,0.75,0.77,0.63,0.59,0.81,0.8,0.57,,0.99,0.95,0.89
PRES_1_1,0.8,1.09,0.88,0.7,,,,1.91,,0.41,,0.91,1.16,,,,0.9,0.7,0.67,1.01,0.88,0.65,0.97,,0.53,,1.2,1.0,0.66
PRES_1_0,0.89,0.81,1.12,,,,,,1.94,1.09,,1.07,0.98,,,,0.65,1.12,0.82,0.96,0.47,0.7,1.06,,0.54,,1.14,1.15,0.74
PRES_0_0,1.04,0.78,1.03,,,0.38,,,1.23,2.14,,1.13,0.91,1.0,,,1.05,1.03,0.89,0.65,0.53,0.63,0.85,,,,0.91,1.42,1.06
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.95,0.75,,,,0.83,0.74,0.44,0.53,0.52,,1.09,,,,,0.7,0.69,0.66,0.75,0.53,0.59,0.8,0.42,0.35,,0.94,0.89,0.66
DEWP_0_1,0.85,,1.26,0.44,,0.84,0.59,0.86,0.77,0.68,,,1.52,,,,0.54,0.89,0.53,0.9,0.78,0.63,0.88,0.55,0.61,,1.1,0.9,0.66
DEWP_0_0,1.83,,,,,,,,,2.46,,,,4.62,,,2.02,,,,,,,,,,1.08,2.04,
DEWP_1_0,1.95,,,,,,,,,,,,,,4.76,,2.52,,,,,,,,,,,1.86,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.07,0.7,0.53,,,0.98,0.65,0.66,0.6,0.74,,1.14,0.56,0.5,0.41,,1.58,0.21,,0.37,,,0.49,,,,0.88,1.17,0.97
WSPM_0_1,1.01,0.7,0.75,,,0.92,0.72,0.52,0.82,0.7,,1.03,0.86,,,,0.22,1.55,0.22,0.6,0.37,0.48,0.98,,,,1.12,0.94,0.58
WSPM_0_2,0.99,0.93,0.59,,,0.85,0.93,0.55,0.75,0.63,,1.18,0.61,,,,,0.23,1.73,0.45,,0.31,0.74,,,,1.02,1.23,0.76
WSPM_0_0,1.04,0.8,0.82,,,1.04,0.76,0.76,0.69,0.58,,1.13,0.87,,,,0.2,0.53,0.34,1.77,0.79,0.9,1.73,,0.37,,1.35,0.66,0.37
WSPM_1_2,1.08,0.91,0.61,,,0.99,0.86,0.89,0.48,0.77,,1.07,1.01,,,,,0.54,,0.94,1.95,0.55,0.47,,,,1.34,0.8,
WSPM_1_1,1.1,0.87,0.83,,,1.13,0.77,0.66,0.67,0.68,,1.21,0.85,,,,,0.83,0.56,1.41,0.47,2.09,0.77,,,,1.41,0.96,0.47
WSPM_1_0,1.15,0.81,0.78,,,1.1,0.79,0.71,0.84,0.57,,1.22,0.86,,,,0.35,0.9,0.42,1.74,0.52,0.85,1.77,,,,1.36,0.88,0.63
WSPM_0_4,1.45,,,,,0.85,1.46,,,,,1.13,1.03,0.69,,,,,,,,,,2.37,,,0.68,1.37,1.38
WSPM_1_3,1.34,0.58,0.74,,,0.89,1.21,0.78,0.69,,,1.08,1.24,,,,,,,0.49,,,,,2.68,,1.41,0.92,1.22
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.94,0.64,0.56,0.23,,0.88,0.67,0.59,0.55,0.44,,0.96,0.72,,,,0.5,0.79,0.5,0.93,0.77,0.72,0.92,0.22,0.51,,1.16,0.62,0.32
PM10_1,0.96,0.76,0.64,,,0.84,0.75,0.54,0.74,0.76,,1.05,0.7,0.35,0.29,,0.9,0.74,0.86,0.54,0.2,0.39,0.73,0.66,0.18,,0.78,1.38,0.65
PM10_2,1.11,0.73,0.68,,,0.75,1.11,0.49,0.66,0.91,,1.15,0.79,,0.57,,1.14,0.57,0.86,0.47,,0.37,0.53,0.91,0.32,,0.3,1.04,1.82
