,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.39,0.32,0.98,0.58,0.46,0.98,0.76,1.12,0.63,1.4,0.87,0.51,0.51,1.05,1.08,0.78
PRES_0_1,1.0,1.0,,,0.98,0.59,0.44,0.98,0.75,1.12,0.63,1.4,0.88,0.51,0.5,1.05,1.09,0.78
PRES_0_0,1.4,,4.45,,1.44,,,1.34,1.8,0.89,,1.81,,,1.33,1.57,0.94,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.39,0.33,1.03,0.12,,0.97,0.8,1.12,0.66,1.41,0.82,0.54,0.53,1.06,1.1,0.8
DEWP_1_0,1.19,1.2,,,,2.38,0.83,1.44,0.44,1.38,,1.68,1.58,,,1.23,1.18,0.78
DEWP_0_0,1.5,1.25,,,,2.56,6.21,1.24,,1.72,,1.76,2.57,,,1.67,1.72,
WSPM_0_1,1.06,1.06,0.37,,1.02,0.75,0.45,1.33,0.39,1.21,0.34,1.65,0.9,0.11,0.32,1.13,1.12,0.84
WSPM_0_2,1.14,1.12,0.65,0.88,1.16,0.21,,0.47,1.79,0.81,0.23,1.19,0.21,,,1.19,1.15,0.62
WSPM_0_0,1.18,1.18,,,1.15,0.74,0.74,1.18,0.49,1.95,0.36,2.17,1.45,,0.69,1.23,1.38,1.03
WSPM_0_3,1.2,1.2,,,1.23,,,0.17,0.45,0.74,2.29,0.93,,,,1.19,1.4,1.38
WSPM_1_0,1.2,1.2,,,1.18,0.74,,1.23,0.65,1.73,0.43,1.95,1.18,,,1.25,1.35,1.05
WSPM_1_1,1.26,1.26,,,1.13,1.25,1.32,1.34,,1.39,,1.36,2.64,,,1.3,1.53,0.69
WSPM_0_4,1.27,1.28,,,1.3,,,0.5,,,,0.87,,3.03,,1.29,1.33,
WSPM_1_2,1.41,1.32,,,1.45,,,1.25,,1.67,,1.53,,,4.41,1.57,1.63,
PM10_0,1.03,1.02,0.47,0.4,1.01,0.63,0.56,1.02,0.78,1.19,0.6,1.48,0.98,0.53,0.66,1.14,0.97,0.65
PM10_1,1.09,1.1,,,1.09,0.5,,1.06,0.86,1.1,0.78,1.42,0.75,0.5,,1.04,1.5,1.06
PM10_2,1.43,1.43,,,1.44,,,1.45,,1.54,1.29,1.89,,,,1.08,2.03,4.27
