,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.0,,,,,0.92,0.82,0.7,0.66,0.6,,1.03,0.81,0.34,0.3,,0.78,0.77,0.73,0.66,0.65,0.6,0.59,0.59,0.5,,1.03,0.8
TEMP_0_1,,1.0,,,,1.15,1.07,0.85,0.85,0.78,,1.32,,,,,1.0,0.98,0.93,0.84,0.84,0.75,0.76,,0.9,,1.33,1.03
TEMP_0_0,,,0.99,0.25,1.08,1.35,,0.92,0.95,0.87,1.08,,1.14,,,1.08,1.12,1.12,0.98,0.96,0.93,0.88,0.86,,0.75,1.08,1.47,1.09
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.1,0.87,0.76,,,1.0,,,0.95,0.66,,1.13,0.89,,,,0.85,0.85,0.8,0.73,0.72,0.66,0.65,0.63,0.57,,1.13,0.86
PRES_1_3,1.22,0.93,,,,,1.0,,,0.52,,1.25,0.98,0.42,0.36,,0.95,0.93,0.85,0.81,0.8,0.75,0.72,0.72,0.63,,1.26,0.96
PRES_1_1,1.39,1.15,0.99,0.36,,,1.11,0.99,1.21,1.0,,1.49,1.16,,0.59,,1.2,1.06,1.14,0.92,0.94,0.87,0.82,,0.95,,1.51,1.24
PRES_1_0,1.51,1.17,1.05,,0.81,1.29,,0.9,1.0,0.91,0.81,1.56,1.21,,,0.81,1.08,1.24,1.04,1.05,1.41,0.89,0.94,,0.91,0.81,1.53,1.21
PRES_0_0,1.66,1.29,1.15,,,1.93,1.15,0.93,1.04,1.0,,1.75,1.27,0.58,0.44,,1.31,1.19,1.26,1.03,0.78,0.84,0.93,,,,1.72,1.32
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.97,0.75,,,,0.89,0.8,0.66,0.63,0.58,,1.0,0.65,0.34,0.29,,0.75,0.75,0.7,0.64,0.63,0.58,0.57,0.58,0.53,,1.0,0.77
DEWP_0_1,1.23,0.94,0.87,0.3,0.9299999999999999,1.16,0.99,0.84,0.83,0.77,0.9299999999999999,1.15,1.0,,0.37,0.9299999999999999,1.0,0.95,0.9,0.84,0.82,0.76,0.74,0.67,0.65,0.9299999999999999,1.29,0.97
DEWP_0_0,2.93,,,,,,,,2.18,1.77,,,,1.0,0.87,,2.27,,,,,,,,,,2.74,2.33
DEWP_1_0,3.38,,,,,,,,,,,,,,1.0,,3.12,,,,,,,,,,3.07,3.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.29,1.0,0.83,,,1.18,1.06,0.79,0.84,0.72,,1.33,0.94,0.38,0.26,,0.99,1.14,,1.12,0.42,0.92,0.82,,,,1.33,0.95
WSPM_0_1,1.3,1.0,0.9,,0.8699999999999999,1.21,1.05,0.87,0.81,0.78,0.8699999999999999,1.33,1.05,,,0.8699999999999999,0.84,1.0,0.79,0.88,0.85,0.81,0.8,0.79,0.86,0.8699999999999999,1.32,1.02
WSPM_0_2,1.36,1.08,1.06,0.43,,1.22,1.15,0.86,0.92,0.61,,1.43,1.11,,,,,1.24,1.0,0.95,0.8,0.75,0.91,,,,1.47,0.99
WSPM_0_0,1.49,1.17,1.02,,,1.38,1.24,1.05,1.01,1.15,,1.56,1.18,,,,0.97,1.04,1.15,1.0,1.13,0.9,0.88,,1.14,,1.56,1.26
WSPM_1_2,1.54,1.2,1.07,,,1.43,1.26,1.12,1.14,1.42,,1.61,1.25,,,,2.05,1.2,1.11,0.99,1.0,0.88,0.74,,1.41,,1.58,3.49
WSPM_1_1,1.68,1.3,1.11,,,1.49,1.31,1.18,1.21,1.12,,1.73,1.3,,,,1.06,1.3,1.38,1.04,1.16,1.0,0.96,,,,1.73,1.7
WSPM_1_0,1.68,1.3,1.16,,,1.55,1.4,1.18,1.17,1.17,,1.75,1.34,,,,1.13,1.21,1.21,1.15,1.21,1.03,1.0,,,,1.73,1.34
WSPM_0_4,1.74,,,,,1.6,1.43,,,,,1.73,1.5,0.51,0.43,,,1.08,,,,0.8,0.55,1.0,,,1.76,1.31
WSPM_1_3,1.92,1.46,1.34,,,1.76,1.57,1.3,1.4,,,1.97,1.53,,,,,,,0.96,0.71,,0.82,,1.0,,1.87,3.27
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.97,0.75,0.66,0.25,0.48,0.89,0.79,0.65,0.66,0.61,0.48,1.0,0.77,0.4,0.48,0.48,0.73,0.77,0.67,0.66,0.68,0.59,0.58,0.56,0.58,0.48,1.0,0.77
PM10_1,1.25,0.98,0.88,,,1.15,1.04,0.81,0.79,0.72,,1.28,1.02,0.36,0.26,,1.02,0.83,0.98,0.72,0.23,0.61,0.67,0.72,0.3,,1.29,1.0
