,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.43,1.0,,,,3.0700000000000003,1.21,0.74,1.17,0.5,,,3.0700000000000003,1.24,0.8,0.58,0.18,0.19,3.0700000000000003,0.98,0.91,0.79,0.86,1.12,1.53,0.9,0.62,0.44,3.0700000000000003,1.08,1.27,1.08
TEMP_0_0,1.07,1.45,0.14,,,,0.8,1.22,0.84,0.66,,,,0.95,1.25,0.15,0.71,0.85,,0.96,1.05,0.83,0.45,1.35,1.65,1.15,1.02,0.52,,1.16,1.21,0.9
TEMP_1_1,,,1.8,,,,1.21,,0.93,,1.5,,,0.68,0.34,1.6,,,,0.93,1.32,0.58,0.58,1.37,2.0,0.93,0.35,,,1.31,1.19,0.35
TEMP_0_2,,,,2.51,,,0.35,,,1.39,,2.08,,1.0,1.06,,,1.52,,0.71,0.86,0.7,1.48,1.29,1.6,1.05,0.96,,,1.21,1.26,1.22
TEMP_0_1,,,,,2.75,,0.74,0.88,0.69,1.67,,1.19,,0.49,,,2.31,,,0.62,0.47,1.68,,1.5,1.71,1.09,0.8,1.31,,1.27,1.49,1.76
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.13,0.86,1.0,0.18,0.18,3.35,1.54,0.47,1.02,0.16,,,3.35,1.12,0.67,0.95,0.27,0.28,3.35,0.96,1.04,0.82,0.8,1.11,1.61,0.73,0.57,0.28,3.35,1.12,1.29,0.98
PRES_1_1,1.1,1.37,,,0.47,,0.56,1.56,0.36,,,,,0.94,1.0,,0.86,0.93,,0.95,1.03,0.91,0.52,1.28,1.66,1.1,0.95,0.55,,1.14,1.24,1.1
PRES_1_0,1.3,1.11,0.8,,,,1.12,0.26,1.74,,,,,1.2,1.11,0.81,0.36,,,0.83,1.06,0.81,0.88,1.45,1.77,1.08,0.85,0.6,,1.25,1.27,0.73
PRES_1_2,1.15,1.14,,1.1,1.32,,0.42,,,2.1,,,,1.05,1.38,,1.09,,,1.0,0.88,0.83,0.77,1.58,1.81,1.31,0.97,0.79,,1.25,1.32,1.06
PRES_0_1,,,1.92,,,,,,,,2.57,,,,,1.95,,,,1.31,1.37,,,1.37,2.06,1.14,,,,1.39,1.18,0.44
PRES_1_3,,,,2.28,1.25,,0.57,,,,,2.74,,0.67,0.82,,1.07,1.76,,0.81,0.97,1.13,1.16,1.11,1.48,1.24,0.85,0.55,,1.25,1.26,1.54
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.25,1.05,0.56,0.49,0.11,2.23,1.12,0.77,1.06,0.61,,0.24,2.23,1.32,0.79,,,,2.23,0.95,0.84,0.85,0.91,0.93,1.44,0.64,0.31,,2.23,1.03,1.27,1.05
DEWP_0_0,1.21,1.37,0.22,0.7,,,0.86,1.03,0.9,1.01,,0.5,,0.94,1.77,,,,,0.78,1.31,0.68,0.43,1.76,1.98,1.6,1.35,0.63,,1.31,1.11,0.75
DEWP_1_1,0.66,0.18,1.64,,,,1.18,,1.04,,1.55,,,,,1.84,,,,0.97,1.37,0.43,0.59,1.39,2.03,0.85,0.43,,,1.28,1.29,0.5
DEWP_0_2,0.64,1.11,,,1.93,,0.76,1.23,0.81,1.17,,0.85,,,,,2.24,,,1.0,0.56,1.32,,1.44,1.63,1.23,0.88,0.94,,1.24,1.38,1.48
DEWP_0_1,0.71,1.31,,1.45,,,0.56,1.37,,,,1.55,,0.43,0.29,,,2.32,,1.02,0.92,0.88,0.73,1.44,1.49,1.35,1.43,1.05,,1.31,1.22,1.09
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.2,1.13,0.74,0.32,0.34,,0.96,0.93,0.97,0.68,0.73,0.34,,1.06,0.87,0.72,0.63,0.6,,1.63,0.94,0.15,,0.7,1.62,0.5,0.2,,,1.19,1.3,0.75
WSPM_0_1,1.01,0.96,1.01,0.51,0.25,,1.0,0.85,0.89,0.51,0.87,0.54,,0.9,1.07,1.07,0.34,0.47,,0.49,1.63,0.39,0.36,1.72,2.15,1.35,0.84,,,1.27,1.12,0.58
WSPM_0_3,1.01,1.2,0.61,0.47,1.03,,0.96,1.04,0.99,0.71,,0.71,,1.07,0.83,0.36,1.05,0.64,,0.51,0.5,1.8,,0.78,1.2,0.71,,,,1.05,1.37,1.38
WSPM_0_4,1.24,1.0,0.58,1.24,,,1.18,0.58,1.18,0.85,,0.82,,1.27,0.68,0.61,,0.69,,,0.33,,2.06,0.59,0.99,0.52,,,,1.06,1.46,1.27
WSPM_0_0,1.19,1.13,0.96,0.72,0.69,,1.32,0.86,1.0,0.98,0.86,0.5,,1.06,1.24,0.89,0.76,0.73,,0.89,1.1,0.56,0.38,2.38,2.48,1.68,1.16,,,1.37,1.28,1.5
WSPM_1_0,1.24,1.11,1.07,0.65,0.59,,1.27,0.89,1.15,0.81,0.85,0.5,,1.12,1.18,1.04,0.64,0.55,,0.76,1.35,0.68,0.52,2.04,2.33,1.36,0.85,,,1.36,1.3,1.25
WSPM_1_1,1.18,1.31,0.71,0.59,0.78,,1.29,1.11,0.9,1.0,0.61,0.66,,1.19,1.3,0.73,0.93,0.96,,1.28,0.89,0.75,0.47,1.92,1.73,2.8,1.29,,,1.47,1.41,
WSPM_1_2,1.24,1.29,0.48,0.81,0.64,,1.47,1.15,1.21,0.88,,0.71,,1.18,1.39,0.49,0.83,1.3,,1.67,0.97,,,1.75,1.73,0.55,3.05,,,1.45,1.64,
WSPM_1_3,1.01,1.43,,,1.83,,1.08,1.13,1.08,1.2,,1.09,,,1.2,,1.56,1.55,,,,,,1.94,0.82,,,4.38,,1.61,,0.91
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.97,0.96,0.81,0.58,0.48,,0.93,0.81,0.93,0.65,0.64,0.56,,0.91,0.98,0.75,0.61,0.66,,0.89,1.06,0.61,0.52,1.47,1.77,1.17,1.02,0.62,,1.21,1.02,0.73
PM10_1,1.13,1.07,0.67,0.54,0.56,,1.01,0.87,0.91,0.7,0.57,0.36,,1.03,0.84,0.76,0.56,0.49,,0.95,0.94,0.92,0.85,0.9,1.46,0.73,0.16,,,1.07,1.44,0.92
PM10_2,1.22,1.29,,0.82,0.96,,1.26,1.03,0.98,0.8,,0.99,,1.21,0.56,,1.06,0.76,,0.78,0.35,1.38,1.16,0.16,0.71,,,,,0.49,1.48,2.27
