,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.0,,,1.0,1.03,0.93,1.02,,,1.01,1.01,1.04,,1.0,0.98,0.99,1.0,0.99,1.02,0.97,1.13,0.99,0.99,0.97
TEMP_0_0,1.0,1.0,,,1.0,0.98,1.0,1.0,,,0.96,0.98,1.01,,0.99,1.02,1.02,1.0,1.01,1.0,1.01,0.97,1.01,1.01,1.05
TEMP_1_1,,,1.0,,1.06,1.0,1.0,,,,1.01,1.05,,0.92,1.01,1.0,0.98,1.0,1.02,0.99,,,1.01,1.0,1.0
TEMP_0_2,,,,1.0,,,,,1.02,0.99,,,1.0,,0.99,1.0,0.97,1.0,0.98,0.95,,,1.03,0.99,0.93
PRES_0_0,1.0,0.99,0.95,,1.0,0.99,,1.01,,,0.99,1.01,1.04,,1.01,1.0,0.99,1.0,1.02,1.03,0.79,1.11,0.99,0.99,0.97
PRES_1_0,0.98,1.02,,,1.01,1.0,,,,,1.04,0.97,1.01,,0.99,0.99,1.01,1.0,0.95,0.95,1.1,,1.01,1.03,1.13
PRES_0_1,1.07,0.95,0.99,,,,1.0,,,,1.01,1.02,,0.92,1.0,1.01,0.98,0.99,1.02,0.99,1.0,,1.01,1.0,0.98
PRES_1_1,1.0,1.01,,,0.95,,,1.0,,,0.81,1.01,1.0,,0.95,1.0,1.0,1.0,0.97,1.01,1.24,,1.02,1.0,1.03
PRES_1_3,,,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,1.03,1.0,1.0,1.0,,,1.02,1.0,0.93
PRES_1_2,,,,1.01,,,,,,1.0,,,0.99,,0.99,,,,0.81,,,,,0.94,
DEWP_1_0,1.0,1.0,0.99,,1.01,0.97,0.99,1.14,,,1.0,1.01,0.97,,1.02,0.99,0.97,0.93,1.02,0.97,,,0.99,1.0,0.95
DEWP_0_0,1.0,1.01,0.95,,0.99,1.02,0.97,0.99,,,1.0,1.0,,,0.97,1.01,1.02,1.05,0.98,1.04,1.12,1.0,1.01,1.0,1.09
DEWP_0_1,0.95,0.99,,1.03,0.97,0.99,,1.01,1.02,1.13,,,1.0,,1.01,0.99,1.0,1.0,0.99,0.98,1.0,,1.01,1.0,0.97
DEWP_1_1,,,1.01,,,,1.01,,,,,,,1.0,1.01,0.87,0.81,,1.17,,,,1.0,0.93,
WSPM_0_1,0.99,1.01,0.97,1.01,0.99,0.99,0.99,1.04,1.03,1.05,0.97,1.02,1.01,0.88,1.0,1.02,0.94,1.03,1.03,0.53,,,1.01,0.98,0.93
WSPM_0_0,0.99,0.97,1.0,0.99,1.01,0.99,0.97,0.95,1.0,,0.99,0.96,0.99,,0.98,1.0,1.08,0.94,1.0,1.18,1.24,,0.99,1.01,1.03
WSPM_1_1,1.03,1.01,1.0,1.0,1.01,0.96,0.99,1.01,0.92,,1.01,0.98,0.97,,1.01,0.94,1.0,1.17,0.85,1.02,,,0.98,1.0,1.0
WSPM_1_2,1.02,1.02,1.0,0.85,1.01,1.0,1.0,1.04,1.0,,1.12,1.04,0.98,,0.97,1.05,0.76,1.0,1.2,1.28,,,1.01,1.03,1.42
WSPM_1_0,0.99,0.98,1.0,1.02,1.0,1.08,0.97,0.97,1.0,,0.98,1.01,1.0,,0.98,1.03,1.17,0.97,1.0,1.1,,,1.01,1.0,1.05
WSPM_0_2,1.02,1.0,1.11,1.07,0.99,1.01,1.11,0.99,1.0,,0.99,0.95,1.02,,1.87,0.86,1.02,0.78,1.03,1.01,,,0.95,1.01,0.96
WSPM_1_3,1.15,1.0,,,1.27,0.89,1.0,0.8,,,,0.98,1.0,,,0.82,,,,,1.0,,0.99,1.18,
WSPM_0_3,0.91,1.0,,,0.9,,,,,,,1.0,,,,,,,,,,1.0,,1.06,0.85
PM10_0,1.0,1.01,0.98,0.99,1.01,1.02,0.98,1.0,1.0,,1.01,1.0,0.99,0.99,0.98,1.01,1.07,1.01,0.98,1.08,1.12,,1.0,1.0,1.35
PM10_1,1.0,0.98,1.0,1.01,0.98,0.97,1.0,1.0,0.98,1.1,0.97,1.01,0.98,0.88,1.01,1.0,0.92,1.02,1.03,0.94,0.74,1.05,1.03,1.0,0.89
PM10_2,1.0,0.98,0.98,1.0,1.06,1.01,0.99,0.95,1.17,,1.06,1.0,1.08,,1.04,0.88,0.95,0.78,0.94,0.99,,1.16,0.68,1.0,1.0
