,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.98,,,,0.2,0.92,0.87,0.77,0.56,,,0.2,1.13,0.67,0.74,0.46,0.48,0.2,0.83,0.77,0.78,0.6,0.42,0.38,0.34,0.29,0.22,0.2,1.25,1.0,0.53
TEMP_0_0,1.01,1.0,0.63,,,,0.88,0.91,0.77,0.57,,,,1.14,0.79,0.65,0.53,0.5,,0.84,0.88,0.69,0.61,0.46,0.4,0.37,0.36,0.19,,1.31,0.98,0.46
TEMP_1_1,,,0.99,,,,1.22,,0.96,,0.61,,,1.51,1.14,0.97,,,,1.13,1.15,0.9,0.84,0.58,0.53,0.48,0.38,,,1.75,1.35,0.7
TEMP_0_2,,,,1.0,,,1.55,,,1.36,,0.85,,2.53,1.54,,,1.07,,2.13,1.74,1.6,1.27,0.92,0.82,0.72,0.74,,,2.73,2.22,1.11
TEMP_0_1,,,,,1.02,,2.99,2.51,2.31,1.53,,0.9,,4.95,,,1.35,,,2.08,1.64,1.89,,1.16,1.05,0.87,0.82,0.43,,3.25,2.54,1.29
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.09,1.1,0.83,0.51,0.32,0.16999999999999998,1.0,1.04,0.84,0.45,,,0.16999999999999998,1.26,0.8,0.8,0.53,0.57,0.16999999999999998,0.97,0.89,0.85,0.66,0.43,0.4,0.34,0.31,0.16,0.16999999999999998,1.39,1.1,0.53
PRES_1_1,1.16,1.1,,,0.44,,1.03,1.0,0.91,,,,,1.28,0.81,,0.6,0.55,,0.91,0.93,0.78,0.74,0.49,0.44,0.39,0.4,0.22,,1.43,1.1,0.58
PRES_1_0,1.29,1.27,1.03,,,,1.16,1.03,1.0,,,,,1.47,1.01,0.99,0.63,,,1.02,1.15,0.93,0.77,0.67,0.55,0.54,0.45,0.41,,1.69,1.3,0.63
PRES_1_2,1.78,1.74,,0.73,0.7,,1.87,,,1.01,,,,1.93,1.29,,0.92,,,1.47,1.46,1.23,0.95,0.78,0.69,0.6,0.58,0.34,,2.23,1.71,0.83
PRES_0_1,,,1.66,,,,,,,,0.98,,,,,1.62,,,,1.98,1.87,,,0.9,0.85,0.79,,,,2.93,2.16,1.19
PRES_1_3,,,,1.14,1.01,,3.17,,,,,1.0,,2.95,1.66,,1.35,1.22,,2.43,1.86,1.78,1.51,1.02,0.89,0.86,0.82,0.3,,3.02,2.55,1.26
