,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.47,1.93,,,0.54,0.96,1.56,1.44,,,0.63,0.67,1.81,,0.74,0.87,0.81,0.86,0.97,1.37,2.22,,0.69,0.68,1.01
TEMP_0_0,1.55,0.38,,,0.63,0.54,2.59,0.53,,,0.82,0.52,0.56,,0.55,0.74,1.07,1.02,0.94,0.72,0.94,1.05,0.55,0.61,0.82
TEMP_1_1,,,0.14,,0.7,,0.15,,,,0.2,0.54,,0.31,0.28,0.37,0.37,0.35,0.44,0.56,,,0.27,0.28,0.54
TEMP_0_2,,,,0.03,,,,,0.03,0.06,,,0.05,,0.09,0.13,0.15,0.18,0.13,0.12,,,0.09,0.09,0.18
PRES_0_0,0.59,0.85,2.44,,0.5,2.72,,,,,0.68,0.72,1.45,,0.73,0.95,0.99,1.0,1.12,1.18,2.11,1.66,0.77,0.7,0.96
PRES_1_0,0.38,0.28,,,1.05,0.19,,,,,0.47,0.3,0.42,,0.35,0.44,0.53,0.54,0.49,0.51,0.62,,0.31,0.4,0.53
PRES_0_1,0.55,1.1,0.17,,,,0.16,,,,0.22,0.62,,0.35,0.29,0.42,0.42,0.42,0.49,0.65,0.62,,0.29,0.3,0.6
PRES_1_1,0.38,0.18,,,,,,0.13,,,0.86,0.23,0.21,,0.31,0.3,0.31,0.34,0.39,0.35,0.56,,0.23,0.28,0.6
PRES_1_3,,,,0.03,,,,,0.03,,,,0.04,,0.09,0.1,0.12,0.14,0.11,0.09,,,0.08,0.09,0.17
PRES_1_2,,,,0.01,,,,,,,,,0.01,,0.01,,,,,,,,,0.01,
DEWP_1_0,0.59,0.99,0.63,,0.6,1.05,0.6,3.27,,,0.44,2.12,,,0.59,0.86,1.01,1.09,1.01,1.22,,,0.72,0.61,0.9
DEWP_0_0,0.6,0.59,1.54,,0.59,0.67,1.61,0.74,,,2.01,0.42,,,0.72,0.77,0.77,0.77,0.92,1.19,1.13,1.15,0.56,0.69,1.18
DEWP_0_1,0.57,0.23,,0.22,0.43,0.33,,0.24,0.23,0.37,,,0.15,,0.34,0.4,0.44,0.41,0.43,0.28,0.52,,0.29,0.31,0.37
DEWP_1_1,,,0.01,,,,0.01,,,,,,,0.01,0.02,,,,,,,,0.02,0.03,
WSPM_0_1,0.66,0.64,0.82,1.15,0.62,0.76,0.77,1.02,1.32,1.44,0.56,0.74,0.95,1.61,0.43,,2.1,3.37,1.47,,,,0.68,0.59,0.93
WSPM_0_0,0.31,0.33,0.43,0.62,0.31,0.38,0.43,0.39,0.6,,0.32,0.31,0.44,,,0.2,0.54,0.81,0.28,,,,0.27,0.35,0.76
WSPM_1_1,0.23,0.33,0.34,0.56,0.25,0.36,0.34,0.31,0.55,,0.3,0.23,0.37,,0.86,0.36,0.14,,,,,,0.24,0.27,0.45
WSPM_1_2,0.22,0.32,0.29,0.64,0.23,0.35,0.31,0.31,0.61,,0.3,0.21,0.32,,0.86,0.64,,0.12,,,,,0.21,0.28,0.47
WSPM_1_0,0.18,0.23,0.27,0.34,0.19,0.25,0.26,0.27,0.34,,0.2,0.2,0.25,,0.28,0.15,,,0.15,0.64,,,0.18,0.21,0.36
WSPM_0_2,0.21,0.14,0.29,0.26,0.17,0.2,0.3,0.19,0.24,,0.21,0.2,0.14,,,,,,0.58,0.07,,,0.22,0.17,0.14
WSPM_1_3,0.07,0.04,,,0.07,0.05,0.06,0.06,,,,0.04,0.05,,,,,,,,0.01,,0.04,0.07,
WSPM_0_3,,0.02,,,0.02,,,,,,,0.02,,,,,,,,,,0.01,,0.02,0.02
PM10_0,0.72,0.72,0.92,1.34,0.74,0.81,0.89,0.87,1.31,,0.79,0.66,0.93,1.78,0.78,0.8,0.94,0.89,0.99,1.47,1.35,,0.51,1.47,
PM10_1,0.62,0.71,0.84,1.19,0.6,0.88,0.82,0.97,1.33,1.47,0.6,0.72,0.89,2.19,0.61,0.92,0.89,1.04,1.03,0.98,1.85,1.51,1.29,0.46,1.46
PM10_2,0.19,0.19,0.33,0.48,0.17,0.24,0.33,0.37,0.54,,0.18,0.23,0.22,,0.19,0.42,0.3,0.31,0.35,0.17,,0.29,,0.29,0.1
