,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.43,0.37,,,1.22,0.91,0.55,0.67,,,1.09,1.04,0.51,,0.95,1.01,1.12,1.12,1.08,0.79,0.7,,0.97,1.03,1.01
TEMP_0_0,0.37,1.6,,,0.89,1.3,0.29,1.48,,,0.7,1.12,1.35,,1.04,0.99,0.82,0.79,0.9,1.26,1.46,1.53,1.03,0.95,1.08
TEMP_1_1,,,2.66,,0.4,,2.42,,,,1.39,0.54,,2.63,1.03,0.98,1.03,1.13,0.97,0.77,,,1.02,1.02,0.77
TEMP_0_2,,,,5.51,,,,,5.53,5.33,,,2.58,,1.05,0.97,0.86,0.73,1.1,1.28,,,1.01,1.03,0.78
PRES_0_0,1.23,0.88,0.39,,1.4,0.32,,,,,1.07,1.03,0.67,,1.0,0.99,1.01,1.03,1.01,0.97,0.73,1.3,0.93,1.05,1.14
PRES_1_0,0.89,1.31,,,0.33,2.25,,,,,0.77,1.17,1.1,,1.03,1.02,0.89,0.87,0.98,1.07,1.38,,1.08,0.91,1.0
PRES_0_1,0.57,0.29,2.41,,,,2.52,,,,1.41,0.51,,2.49,1.07,0.94,1.0,1.03,0.96,0.73,1.15,,1.03,1.02,0.76
PRES_1_1,0.65,1.48,,,,,,2.8,,,0.27,1.17,1.65,,0.85,1.09,1.13,1.07,1.01,1.2,1.19,,1.11,0.91,0.72
PRES_1_3,,,,5.51,,,,,6.01,,,,2.58,,0.96,1.04,0.94,0.8,1.13,1.39,,,1.08,0.96,0.73
PRES_1_2,,,,5.49,,,,,,15.44,,,2.54,,1.43,,,,,,,,,1.38,
DEWP_1_0,1.09,0.7,1.39,,1.07,0.75,1.4,0.3,,,1.49,0.31,,,1.14,0.98,0.87,0.82,0.98,0.83,,,0.9,1.09,1.07
DEWP_0_0,1.04,1.12,0.54,,1.03,1.19,0.5,1.16,,,0.31,1.53,,,0.88,1.04,1.14,1.16,1.01,0.86,1.34,1.56,1.1,0.92,0.85
DEWP_0_1,0.5,1.35,,2.59,0.66,1.09,,1.65,2.59,2.61,,,2.59,,0.88,0.94,0.92,1.01,1.02,1.63,1.32,,1.0,0.95,1.18
DEWP_1_1,,,2.68,,,,2.53,,,,,,,12.55,1.14,,,,,,,,1.15,0.85,
WSPM_0_1,0.94,1.06,1.02,1.07,1.01,1.01,1.06,0.86,0.96,1.47,1.13,0.89,0.88,1.14,1.5,,0.3,0.29,0.72,,,,0.92,1.08,1.03
WSPM_0_0,1.01,1.0,0.98,0.97,0.99,1.01,0.93,1.11,1.04,,0.98,1.04,0.94,,,1.98,0.92,0.49,1.63,,,,1.13,0.9,0.6
WSPM_1_1,1.17,0.73,1.04,0.85,1.01,0.89,1.0,1.13,0.94,,0.89,1.13,0.92,,0.41,0.79,2.56,,,,,,1.03,1.0,0.89
WSPM_1_2,1.12,0.79,1.13,0.73,1.02,0.9,1.03,1.07,0.8,,0.84,1.15,1.01,,0.26,0.54,,2.82,,,,,1.11,0.87,0.88
WSPM_1_0,1.06,0.92,0.97,1.1,0.98,1.07,0.95,1.01,1.13,,0.97,1.02,1.02,,0.65,1.71,,,1.97,0.44,,,1.07,0.94,0.84
WSPM_0_2,0.79,1.25,0.79,1.28,0.97,1.07,0.75,1.18,1.39,,0.85,0.84,1.64,,,,,,0.48,3.67,,,0.75,1.04,1.76
WSPM_1_3,0.72,1.44,,,0.81,1.32,1.15,1.08,,,,1.3,1.32,,,,,,,,8.11,,1.22,0.81,
WSPM_0_3,,1.56,,,1.25,,,,,,,1.56,,,,,,,,,,12.13,,1.22,1.94
PM10_0,0.97,1.03,1.01,1.0,0.92,1.1,1.02,1.11,1.08,,0.89,1.1,1.0,1.18,0.91,1.12,1.05,1.12,1.07,0.77,1.26,,1.36,0.49,
PM10_1,1.02,0.95,1.03,1.05,1.05,0.88,1.02,0.92,0.97,1.46,1.09,0.92,0.95,0.85,1.08,0.92,0.97,0.88,0.94,1.0,0.74,1.22,0.48,1.41,0.68
PM10_2,1.03,1.06,0.77,0.78,1.15,0.99,0.77,0.66,0.73,,1.09,0.8,1.2,,1.03,0.62,0.86,0.78,0.82,1.82,,2.13,,0.67,3.03
