,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.48,1.0,0.95,0.42,0.71,0.8,0.3,0.86,0.17,0.34,0.92,0.55,0.76,0.49,0.2
PRES_0_1,1.01,0.99,,,1.0,0.94,0.46,0.71,0.82,0.3,0.86,0.17,0.34,0.91,0.58,0.77,0.49,0.2
PRES_0_0,9.03,,0.13,,8.26,,,5.91,2.89,6.59,,1.55,,,1.12,6.08,10.05,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.05,0.96,0.46,0.96,28.45,,0.77,0.77,0.32,0.83,0.17,0.42,0.88,0.52,0.79,0.5,0.21
DEWP_1_0,3.52,3.46,,,,0.29,0.19,1.64,26.99,0.93,,0.57,0.45,,,2.66,2.06,1.39
DEWP_0_0,18.92,18.62,,,,2.79,0.1,10.05,,2.59,,1.88,1.87,,,12.73,9.44,
WSPM_0_1,1.53,1.52,1.86,,1.59,0.98,0.5,0.67,5.8,0.46,29.53,0.22,0.48,9.98,1.43,1.15,0.72,0.31
WSPM_0_2,2.34,2.4,0.8,0.25,2.16,10.9,,7.85,0.44,1.7,9.64,0.73,2.34,,,1.74,1.08,0.59
WSPM_0_0,3.01,2.98,,,3.02,2.76,1.0,2.27,4.78,0.41,8.17,0.27,0.87,,1.29,2.25,1.65,0.48
WSPM_0_3,3.3,3.24,,,3.02,,,18.8,22.24,3.74,0.31,1.55,,,,2.85,1.37,0.36
WSPM_1_0,3.46,3.44,,,3.46,3.13,,2.23,4.96,0.66,7.11,0.43,1.91,,,2.54,1.81,0.64
WSPM_1_1,4.57,4.5,,,5.3,1.72,0.45,2.74,,0.78,,0.62,0.26,,,3.45,2.52,0.9
WSPM_0_4,4.91,4.83,,,4.49,,,70.0,,,,6.25,,0.21,,3.93,2.77,
WSPM_1_2,9.44,9.38,,,8.63,,,12.6,,2.06,,3.07,,,0.14,6.35,27.1,
PM10_0,1.22,1.23,0.85,0.39,1.22,1.07,0.44,0.83,0.99,0.37,1.29,0.2,0.43,1.11,0.53,0.83,0.78,0.55
PM10_1,1.86,1.83,,,1.8,2.67,,1.39,1.46,0.51,1.12,0.3,0.56,2.29,,1.74,0.57,0.19
PM10_2,10.64,10.47,,,9.98,,,9.35,,2.77,3.32,1.54,,,,12.13,3.64,0.14
