,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.3,0.99,0.92,0.3,0.62,0.66,0.19,0.76,0.11,0.21,0.84,0.37,0.71,0.4,0.11
PRES_0_1,1.0,0.99,,,1.0,0.91,0.31,0.62,0.68,0.19,0.75,0.11,0.2,0.83,0.38,0.71,0.39,0.11
PRES_0_0,4.33,,0.06,,3.96,,,2.16,1.06,1.7,,0.42,,,0.48,2.91,3.05,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.94,0.28,0.94,13.97,,0.66,0.63,0.2,0.71,0.11,0.25,0.79,0.34,0.73,0.4,0.12
DEWP_1_0,2.13,2.09,,,,0.17,0.07,0.94,16.32,0.36,,0.22,0.17,,,1.54,0.95,0.35
DEWP_0_0,6.4,6.3,,,,0.76,0.03,2.83,,0.78,,0.55,0.41,,,4.3,2.5,0.08
WSPM_0_1,1.29,1.28,2.07,,1.34,0.83,0.31,0.56,2.16,0.22,5.61,0.12,0.24,4.3,0.79,0.91,0.49,0.14
WSPM_0_2,1.66,1.71,0.52,0.18,1.54,5.43,,2.02,0.31,0.54,2.94,0.26,0.67,,1.35,1.16,0.63,0.21
WSPM_0_0,1.94,1.92,,,1.94,1.75,0.42,1.13,2.03,0.24,4.69,0.17,0.29,,0.66,1.33,0.86,0.2
WSPM_0_3,2.05,2.01,,,1.87,,,4.91,5.24,1.05,0.19,0.48,,,,1.58,0.71,0.15
WSPM_1_0,2.11,2.1,,,2.09,1.9,0.36,1.22,2.22,0.31,3.66,0.21,0.43,,1.24,1.46,0.9,0.24
WSPM_1_1,2.49,2.45,,,2.89,0.89,0.24,1.3,4.57,0.35,,0.23,0.14,,0.38,1.77,1.08,0.37
WSPM_0_4,2.6,2.56,,,2.38,,,17.72,,,,1.65,,0.11,,2.0,1.07,
WSPM_1_2,4.03,3.97,,,3.69,,,3.39,5.31,0.6,,0.49,0.46,,0.06,2.71,5.05,
PM10_0,1.13,1.13,0.78,0.23,1.13,0.95,0.3,0.69,0.76,0.22,1.06,0.13,0.23,0.91,0.32,0.76,0.51,0.23
PM10_1,1.45,1.43,,,1.4,2.04,0.51,0.9,0.95,0.27,0.77,0.16,0.28,1.75,1.1,1.1,0.43,0.09
PM10_2,4.13,4.07,,,3.88,,,2.61,4.91,0.66,1.14,0.45,,,,3.28,1.24,0.05
