,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.59,,,0.86,6.26,7.86,13.49,,,1.14,1.26,9.93,,1.23,7.95,13.35,15.66,28.04,41.9,910.42,4938.3,0.92,1.17,27.98
TEMP_0_0,0.63,1.0,,,0.53,3.77,5.39,8.43,,,0.68,0.78,6.08,,0.76,5.12,8.49,9.92,18.15,25.66,631.51,2955.99,0.59,0.75,18.85
TEMP_1_1,,0.3,1.0,,0.09,0.57,0.8,,,,0.11,0.12,,462.74,0.12,0.76,1.22,1.49,2.71,3.81,,,0.09,0.11,2.71
TEMP_0_2,,,,1.0,,,,,1.45,63.52,,,0.05,,0.01,0.04,0.07,0.08,0.14,0.19,,,,0.01,0.13
PRES_0_0,1.17,1.86,11.73,,1.0,7.11,,15.5,,,1.31,1.48,11.78,,1.46,9.34,15.56,18.22,34.01,50.13,872.52,6281.03,1.07,1.37,32.37
PRES_1_0,0.16,0.26,,,0.14,1.0,,,,,0.19,0.2,1.58,,0.2,1.32,2.24,2.67,4.45,6.29,178.79,,0.15,0.2,5.44
PRES_0_1,0.13,0.18,1.23,,,,1.0,,,,0.13,0.15,,576.07,0.14,0.95,1.53,1.82,3.41,4.74,114.0,,0.11,0.14,3.29
PRES_1_1,0.08,0.12,,,0.06,,,1.0,,,0.07,0.09,0.71,,0.09,0.61,1.0,1.18,2.08,3.1,93.99,,0.07,0.09,2.23
PRES_1_3,,,,0.71,,,,,1.0,,,,0.03,,,0.03,0.05,0.06,0.1,0.15,,,,,0.09
PRES_1_2,,,,0.02,,,,,,1.0,,,,,,,,,,,,,,,
DEWP_1_0,0.88,1.42,9.36,,0.77,5.28,7.51,13.79,,,1.0,1.12,8.62,,1.11,7.05,11.43,12.92,25.72,35.7,,,0.81,1.04,24.21
DEWP_0_0,0.8,1.28,8.02,,0.67,4.94,6.59,10.51,,,0.9,1.0,,,0.94,6.48,10.96,13.29,22.22,33.83,876.12,3785.38,0.75,0.94,25.0
DEWP_0_1,0.1,0.16,,21.59,0.09,0.63,,1.42,30.05,1548.54,,,1.0,,0.13,0.83,1.42,1.66,2.94,4.21,102.48,,0.1,0.12,2.91
DEWP_1_1,,,,,,,,,,,,,,1.0,,,,,0.01,,,,,,
WSPM_0_1,0.8,1.31,8.41,161.44,0.69,5.01,6.88,11.37,233.98,10895.8,0.89,1.05,7.89,3812.84,1.0,6.71,10.32,13.16,23.77,19.19,576.3,,0.77,0.94,21.54
WSPM_0_0,0.12,0.19,1.32,24.86,0.11,0.75,1.03,1.57,34.78,,0.14,0.15,1.17,,0.15,1.0,1.8,1.85,3.53,5.81,145.23,,0.11,0.15,3.72
WSPM_1_1,0.08,0.12,0.79,14.75,0.06,0.43,0.63,1.01,19.17,,0.09,0.09,0.69,,0.09,0.56,1.0,1.39,1.83,3.01,,,0.07,0.09,2.17
WSPM_1_2,0.06,0.1,0.67,10.25,0.06,0.38,0.54,0.88,17.76,,0.08,0.08,0.59,,0.08,0.53,0.65,1.0,2.11,3.72,,,0.06,0.08,2.71
WSPM_1_0,0.03,0.06,0.37,7.07,0.03,0.22,0.29,0.45,9.83,,0.04,0.04,0.34,,0.04,0.29,0.55,0.53,1.0,1.6,,,0.03,0.04,1.04
WSPM_0_2,0.02,0.04,0.29,5.3,0.02,0.15,0.24,0.33,6.83,,0.03,0.03,0.24,,0.05,0.17,0.34,0.28,0.71,1.01,,,0.02,0.03,0.67
WSPM_1_3,,,,,,0.01,0.01,0.01,,,,,0.01,,,0.01,,,,,1.0,,,,0.03
WSPM_0_3,,,,,,,,,,,,,,,,,,,0.01,,,1.0,,,0.01
PM10_0,1.08,1.73,11.22,211.37,0.93,6.67,9.0,14.44,301.02,,1.23,1.34,10.18,5795.97,1.28,8.73,15.43,17.14,29.94,48.06,1183.43,,1.0,1.26,42.52
PM10_1,0.84,1.33,9.04,169.14,0.71,5.01,7.28,11.36,233.2,12176.58,0.93,1.07,7.93,3904.17,1.06,6.83,10.5,13.71,25.02,32.59,605.2,4243.48,0.82,1.0,21.31
PM10_2,0.03,0.05,0.36,6.88,0.03,0.22,0.3,0.44,11.36,,0.04,0.04,0.36,,0.04,0.25,0.43,0.4,0.93,1.4,,198.76,0.02,0.04,1.0
