,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.12,,,0.97,1.56,1.46,1.99,,,1.03,1.06,1.91,,1.06,1.67,1.91,1.97,2.3,2.54,4.65,9.21,0.97,1.03,2.27
TEMP_0_0,0.88,1.0,,,0.85,1.42,1.52,1.7,,,0.88,0.92,1.61,,0.93,1.5,1.7,1.77,2.05,2.29,5.19,7.23,0.88,0.93,2.13
TEMP_1_1,,1.24,1.01,,0.57,0.87,0.95,,,,0.58,0.64,,3.96,0.59,0.94,1.04,1.12,1.3,1.39,,,0.55,0.58,1.33
TEMP_0_2,,,,1.0,,,,,1.12,2.79,,,0.47,,0.28,0.45,0.5,0.53,0.59,0.58,,,0.27,0.27,0.53
PRES_0_0,1.04,1.19,1.69,,1.0,1.64,,1.93,,,1.06,1.11,2.01,,1.12,1.72,1.96,2.01,2.41,2.81,4.4,10.69,1.01,1.08,2.29
PRES_1_0,0.61,0.7,,,0.62,0.99,,1.99,,,0.67,0.65,1.15,,0.65,1.11,1.26,1.4,1.45,1.46,3.89,,0.63,0.67,1.71
PRES_0_1,0.67,0.63,1.03,,,,1.01,,,,0.61,0.64,,4.18,0.62,0.99,1.09,1.15,1.39,1.47,3.27,,0.58,0.61,1.34
PRES_1_1,0.54,0.59,,,0.49,0.44,,1.0,,,0.43,0.55,0.92,,0.51,0.88,1.0,1.03,1.19,1.37,4.09,,0.52,0.55,1.29
PRES_1_3,,,,0.92,,,,,1.0,,,,0.43,,0.26,0.41,0.49,0.49,0.56,0.62,,,0.24,0.25,0.5
PRES_1_2,,,,0.36,,,,,,1.0,,,0.16,,0.1,0.17,,,0.17,,,,,0.09,
DEWP_1_0,0.98,1.12,1.73,,0.95,1.56,1.63,2.24,,,1.0,1.04,1.74,,1.05,1.62,1.82,1.76,2.29,2.49,3.3,,0.93,1.01,2.11
DEWP_0_0,0.95,1.06,1.5,,0.9,1.48,1.49,1.77,,,0.97,1.0,,,0.95,1.61,1.82,2.01,2.14,2.45,6.04,7.84,0.94,0.98,2.41
DEWP_0_1,0.52,0.62,,2.31,0.52,0.87,,1.11,2.44,7.85,,,1.0,,0.61,0.94,1.1,1.16,1.29,1.4,3.18,,0.58,0.59,1.25
DEWP_1_1,,,0.21,,,,0.2,,,,,,,1.0,0.12,0.15,0.18,,0.29,,,,0.11,0.12,
WSPM_0_1,0.93,1.07,1.65,3.32,0.89,1.56,1.59,1.85,3.82,9.09,0.94,1.04,1.67,6.6,1.0,1.61,1.79,1.95,2.22,1.9,4.84,,0.95,0.97,1.95
WSPM_0_0,0.59,0.66,1.04,2.32,0.59,0.88,0.96,1.09,2.48,,0.63,0.6,1.03,,0.61,1.0,1.17,1.13,1.36,1.58,3.88,,0.58,0.61,1.46
WSPM_1_1,0.53,0.58,0.93,2.1,0.51,0.76,0.87,1.06,2.2,,0.54,0.55,0.89,,0.55,0.84,1.0,1.17,1.13,1.25,,,0.51,0.55,1.34
WSPM_1_2,0.51,0.59,0.88,1.48,0.5,0.73,0.84,1.04,2.0,,0.57,0.54,0.85,,0.51,0.89,0.8,1.0,1.22,1.91,2.81,,0.49,0.55,1.71
WSPM_1_0,0.43,0.49,0.77,1.75,0.42,0.67,0.7,0.77,1.8,,0.44,0.45,0.77,,0.45,0.75,0.9,0.83,1.0,1.1,,,0.43,0.45,0.97
WSPM_0_2,0.4,0.44,0.83,1.85,0.37,0.65,0.78,0.72,1.62,,0.38,0.38,0.73,,0.55,0.59,0.83,0.52,0.95,1.01,,,0.36,0.42,0.86
WSPM_1_3,0.24,0.19,,,0.21,0.25,0.31,0.28,,,0.32,0.19,0.31,,0.23,0.23,0.32,0.33,0.27,,1.0,,0.18,0.23,0.53
WSPM_0_3,0.12,0.14,,,0.1,,,,,,,0.13,,,,0.2,,,0.28,,,1.0,,0.13,0.21
PM10_0,1.03,1.14,1.76,3.77,1.0,1.6,1.67,1.94,4.26,,1.07,1.07,1.74,8.64,1.03,1.73,2.0,2.1,2.31,2.9,6.45,,1.0,1.06,3.16
PM10_1,0.95,1.09,1.73,3.55,0.89,1.51,1.62,1.86,3.76,11.87,0.95,1.03,1.65,5.67,1.04,1.63,1.79,1.86,2.29,2.27,3.94,8.57,0.97,1.0,1.86
PM10_2,0.43,0.49,0.74,2.01,0.44,0.69,0.73,0.75,2.06,,0.46,0.45,0.89,,0.48,0.63,0.74,0.67,0.94,1.02,,4.88,0.33,0.45,1.0
