,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.95,0.05,,,0.74,0.15,0.05,0.06,,,0.52,0.44,0.04,,0.37,0.17,0.16,0.14,0.1,0.04,0.01,,0.45,0.45,0.09
TEMP_0_0,0.06,0.94,,,0.4,0.32,0.01,0.27,,,0.21,0.52,0.27,,0.46,0.16,0.08,0.07,0.07,0.11,0.03,0.02,0.51,0.38,0.1
TEMP_1_1,,,1.0,,0.08,,0.92,,,,0.84,0.12,,0.04,0.44,0.16,0.13,0.15,0.08,0.04,,,0.5,0.44,0.05
TEMP_0_2,,,,0.99,,,,,0.84,0.12,,,0.99,,0.46,0.15,0.09,0.06,0.1,0.12,,,0.48,0.46,0.05
PRES_0_0,0.69,0.29,0.02,,0.98,0.02,,,,,0.49,0.44,0.07,,0.42,0.16,0.13,0.12,0.09,0.07,0.01,0.01,0.41,0.47,0.11
PRES_1_0,0.37,0.63,,,0.05,0.95,,,,,0.25,0.57,0.18,,0.44,0.17,0.1,0.09,0.09,0.08,0.03,,0.56,0.34,0.09
PRES_0_1,0.15,0.03,0.82,,,,1.0,,,,0.86,0.11,,0.04,0.47,0.14,0.13,0.12,0.08,0.04,0.02,,0.5,0.44,0.05
PRES_1_1,0.2,0.8,,,,,,0.99,,,0.03,0.56,0.41,,0.3,0.19,0.16,0.13,0.09,0.1,0.02,,0.59,0.35,0.04
PRES_1_3,,,,1.0,,,,,1.0,,,,1.0,,0.38,0.18,0.11,0.07,0.11,0.14,,,0.56,0.4,0.05
PRES_1_2,,,,0.97,,,,,,0.97,,,0.97,,0.86,,,,,,,,,0.83,
DEWP_1_0,0.55,0.18,0.27,,0.57,0.11,0.31,0.01,,,0.96,0.04,,,0.53,0.16,0.1,0.08,0.08,0.05,,,0.38,0.5,0.1
DEWP_0_0,0.5,0.46,0.04,,0.53,0.26,0.04,0.17,,,0.04,0.96,,,0.32,0.18,0.16,0.16,0.09,0.05,0.03,0.02,0.57,0.36,0.06
DEWP_0_1,0.12,0.66,,0.22,0.22,0.22,,0.34,0.18,0.03,,,1.0,,0.32,0.14,0.11,0.12,0.09,0.19,0.03,,0.47,0.39,0.12
DEWP_1_1,,,1.0,,,,1.0,,,,,,,0.98,0.55,,,,,,,,0.64,0.31,
WSPM_0_1,0.41,0.41,0.15,0.04,0.5,0.19,0.18,0.09,0.03,0.01,0.55,0.32,0.12,0.01,0.93,,0.01,0.01,0.04,,,,0.4,0.49,0.09
WSPM_0_0,0.47,0.36,0.14,0.03,0.49,0.19,0.14,0.15,0.03,,0.41,0.45,0.13,,,0.63,0.1,0.03,0.24,,,,0.61,0.35,0.03
WSPM_1_1,0.61,0.21,0.15,0.02,0.51,0.15,0.16,0.16,0.02,,0.34,0.53,0.13,,0.06,0.11,0.82,,,,,,0.51,0.42,0.07
WSPM_1_2,0.58,0.23,0.18,0.02,0.52,0.15,0.17,0.14,0.02,,0.3,0.55,0.15,,0.03,0.04,,0.92,,,,,0.59,0.32,0.06
WSPM_1_0,0.52,0.3,0.13,0.04,0.49,0.2,0.14,0.13,0.04,,0.41,0.43,0.15,,0.19,0.46,,,0.33,0.01,,,0.55,0.38,0.06
WSPM_0_2,0.29,0.57,0.09,0.05,0.47,0.21,0.09,0.18,0.05,,0.31,0.29,0.4,,,,,,0.02,0.97,,,0.27,0.45,0.27
WSPM_1_3,0.24,0.76,,,0.31,0.33,0.21,0.15,,,,0.71,0.26,,,,,,,,0.97,,0.72,0.27,
WSPM_0_3,,0.88,,,0.8,,,,,,,1.0,,,,,,,,,,0.98,,0.63,0.34
PM10_0,0.43,0.39,0.15,0.03,0.42,0.22,0.16,0.15,0.03,,0.35,0.5,0.15,0.01,0.35,0.21,0.14,0.15,0.1,0.04,0.02,,0.89,0.1,
PM10_1,0.48,0.33,0.15,0.04,0.55,0.15,0.16,0.11,0.03,0.01,0.51,0.35,0.14,,0.49,0.14,0.12,0.09,0.08,0.07,0.01,0.01,0.11,0.84,0.04
PM10_2,0.48,0.41,0.08,0.02,0.65,0.18,0.09,0.06,0.01,,0.51,0.27,0.21,,0.44,0.06,0.09,0.08,0.06,0.23,,0.03,,0.19,0.79
