,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.05,303869.18,,1.31,1888.23,11359047.6,12.71,163.72,745.29,1283.3,1714.56,9142.38,14013.71,397605.85,3.28,41.15,1447813.73
PRES_0_1,0.98,1.04,,,1.29,1873.08,10243617.92,12.53,158.84,737.21,1273.01,1691.53,9069.04,13901.3,374176.2,3.22,40.79,1436199.73
PRES_0_0,0.01,,37095.53,,0.02,,,0.17,3.85,,,,,,15319.89,0.06,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.91,0.96,280926.26,,1.25,,,11.36,155.68,680.31,1227.32,1567.39,7702.65,13402.45,365746.66,2.99,38.21,1366794.14
DEWP_1_0,0.08,0.09,,,,534.67,,1.27,4.99,61.78,,138.73,1153.34,,,0.27,2.77,
DEWP_0_0,,,,,,,697501.13,,,,,,100.46,,,0.02,,
WSPM_0_1,0.43,0.45,118548.61,,0.55,1005.67,,8.08,,,,581.66,1311.85,,,1.42,17.39,656834.05
WSPM_0_2,0.18,0.19,85452.45,,0.25,122.76,,,69.12,,,166.72,,,,0.6,7.66,
WSPM_0_0,0.11,0.12,,,0.14,210.47,,,,197.71,,353.75,1176.55,,,0.37,4.42,
WSPM_0_3,0.09,0.1,,,0.13,,,,,,386.4,62.24,,,,0.28,4.43,233661.27
WSPM_1_0,0.08,0.09,,,0.11,160.11,,0.77,6.87,123.89,46.08,260.32,,,,0.27,3.61,
WSPM_1_1,0.05,0.05,,,0.06,140.74,1491956.13,0.31,,28.02,,,1805.12,,,0.17,1.74,
WSPM_0_4,0.04,0.04,,,0.06,,,,,,,,,2842.33,,0.13,1.51,
WSPM_1_2,0.01,0.01,10786.87,,0.02,,,,,,,,,,44393.19,0.05,,
PM10_0,0.67,0.7,244371.77,,0.88,1311.0,9253061.15,8.55,108.24,506.31,786.18,1196.48,6646.93,9394.61,320649.16,2.59,13.27,
PM10_1,0.29,0.31,,,0.38,452.25,,3.7,49.85,213.42,440.32,436.67,2113.25,3559.19,,0.46,20.17,436842.35
PM10_2,0.01,0.01,,,0.01,,,0.1,,,18.0,,,,,,0.39,103391.82
