,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.68,0.85,,,1.32,0.84,0.18,0.28,,,1.22,1.06,0.15,,1.2,1.71,1.31,0.92,2.36,0.38,0.2,0.11,1.16,1.39,1.14
TEMP_0_0,0.75,1.93,,,0.84,1.21,0.05,1.23,,,0.45,1.12,1.05,,1.03,1.71,1.19,0.74,2.49,0.85,0.74,0.56,1.21,1.22,1.24
TEMP_1_1,,,3.93,,0.14,0.03,3.35,,,,1.65,0.46,,1.52,1.25,1.64,1.36,1.14,2.39,0.32,,,1.34,1.48,0.84
TEMP_0_2,,,,10.87,,,,,10.78,5.54,,,3.76,,1.07,1.78,0.86,0.42,2.94,0.94,,,1.23,1.29,0.98
PRES_0_0,1.47,1.08,0.09,,1.61,0.49,,0.09,,,1.14,1.08,0.27,,1.19,1.63,1.23,0.87,2.38,0.51,0.16,0.44,1.11,1.41,1.32
PRES_1_0,0.97,1.6,,,0.63,3.11,,,,,0.62,1.2,0.69,,1.09,1.73,1.14,0.78,2.5,0.67,0.73,,1.27,1.22,1.18
PRES_0_1,0.31,0.12,3.24,,,,3.64,,,,1.67,0.4,,1.36,1.32,1.58,1.29,0.94,2.42,0.29,0.5,,1.36,1.46,0.76
PRES_1_1,0.7,1.94,,,0.13,,,4.22,,,0.1,1.09,1.54,,0.81,2.07,1.64,1.02,2.36,0.85,0.53,,1.31,1.11,0.8
PRES_1_3,,,,10.9,,,,,12.31,,,,3.77,,0.93,1.97,1.02,0.5,3.2,1.12,,,1.33,1.22,1.01
PRES_1_2,,,,10.64,,,,,,45.75,,,3.68,,1.8,,,,2.01,,,,,1.62,
DEWP_1_0,1.17,0.64,1.07,,1.03,0.53,1.13,0.07,,,1.77,0.49,0.02,,1.36,1.55,1.14,0.69,2.5,0.35,,,1.14,1.48,1.12
DEWP_0_0,1.19,1.46,0.16,,1.01,1.14,0.15,0.76,,,0.47,1.82,,,0.99,1.88,1.47,1.06,2.3,0.47,0.64,0.62,1.31,1.22,1.06
DEWP_0_1,0.37,1.52,,2.55,0.52,0.93,,1.61,2.37,1.61,,,3.78,,0.87,1.67,1.05,0.9,2.51,1.47,0.63,,1.12,1.25,1.38
DEWP_1_1,,,3.94,,,,3.65,,,,,,,34.34,1.68,1.43,1.47,,3.43,,,,1.59,1.29,
WSPM_0_1,1.08,1.07,0.58,0.42,0.96,0.85,0.65,0.42,0.35,0.44,1.11,0.88,0.45,0.29,1.77,1.15,0.91,0.48,2.4,0.03,,,1.13,1.43,1.09
WSPM_0_0,1.05,1.07,0.53,0.34,0.92,0.82,0.5,0.67,0.37,,0.9,0.99,0.51,,0.6,3.03,1.59,0.61,3.89,0.26,0.23,,1.38,1.21,0.84
WSPM_1_1,1.14,1.1,0.6,0.34,0.9,0.71,0.57,0.76,0.3,,0.9,1.1,0.48,,0.99,2.25,3.63,0.35,2.04,0.18,,,1.27,1.34,0.94
WSPM_1_2,1.09,0.99,0.71,0.19,0.96,0.74,0.61,0.7,0.22,,0.92,1.16,0.57,,0.67,1.6,0.28,4.2,1.17,0.2,,,1.39,1.26,1.3
WSPM_1_0,1.04,1.06,0.52,0.45,0.89,0.97,0.52,0.56,0.44,,0.91,0.96,0.6,,0.96,2.55,1.22,0.3,3.67,0.25,,,1.29,1.26,0.94
WSPM_0_2,0.79,1.42,0.34,0.67,0.93,0.96,0.32,0.87,0.66,,0.63,0.66,1.57,,0.18,0.43,0.36,0.14,1.09,6.13,,,0.76,1.32,2.25
WSPM_1_3,0.6,1.6,,,0.73,1.07,0.76,0.66,,,,1.32,0.99,,,0.55,,,,,18.56,,1.65,1.32,
WSPM_0_3,0.84,2.02,,,1.3,,,,,,,1.86,,,,,,,,,,32.73,,1.45,2.74
PM10_0,0.98,1.16,0.57,0.37,0.83,0.93,0.6,0.69,0.4,,0.86,1.07,0.56,0.3,1.0,1.99,1.43,1.07,2.59,0.39,0.6,,1.62,0.98,0.52
PM10_1,1.11,1.01,0.58,0.43,0.99,0.72,0.6,0.5,0.34,0.51,1.03,0.89,0.52,0.16,1.28,1.53,1.17,0.72,2.37,0.54,0.17,0.36,0.94,1.74,1.03
PM10_2,1.15,1.23,0.33,0.22,1.28,0.89,0.34,0.33,0.24,,1.12,0.77,0.93,,1.2,1.01,0.83,0.41,1.84,1.6,,1.19,0.24,1.34,4.91
