,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,8.18,,1.05,3.52,14.85,1.53,2.34,3.01,3.3,3.46,4.57,4.91,8.58,1.22,1.86,10.64
PRES_0_1,0.99,1.0,,,1.04,3.49,14.92,1.52,2.32,2.99,3.27,3.43,4.54,4.87,8.51,1.21,1.84,10.55
PRES_0_0,0.12,,1.0,,0.13,,,0.19,0.29,,,,,,1.04,0.15,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.96,0.96,7.79,,1.0,,,1.46,2.24,2.88,3.15,3.31,4.38,4.7,8.13,1.17,1.78,10.17
DEWP_1_0,0.28,0.29,,,,1.0,,0.43,0.68,0.86,,0.98,1.3,,,0.35,0.53,
DEWP_0_0,0.07,0.07,,,,,1.0,,,,,,0.29,,,0.08,,
WSPM_0_1,0.65,0.66,5.37,,0.68,2.31,,1.0,,,,2.37,2.43,,,0.8,1.2,7.67
WSPM_0_2,0.43,0.43,3.45,,0.45,1.46,,,1.0,,,1.52,,,,0.52,0.78,
WSPM_0_0,0.33,0.33,,,0.35,1.16,,,,1.0,,1.11,1.85,,,0.41,0.61,
WSPM_0_3,0.3,0.31,,,0.32,,,,,,1.0,1.0,,,,0.37,0.56,3.39
WSPM_1_0,0.29,0.29,,,0.3,1.02,,0.42,0.66,0.9,1.0,1.0,,,,0.34,0.59,
WSPM_1_1,0.22,0.22,,,0.23,0.77,3.42,0.41,,0.54,,,1.0,,,0.26,0.43,
WSPM_0_4,0.2,0.21,,,0.21,,,,,,,,,1.0,,0.25,0.38,
WSPM_1_2,0.12,0.12,0.96,,0.12,,,,,,,,,,1.0,0.14,,
PM10_0,0.82,0.83,6.7,,0.86,2.89,12.34,1.25,1.91,2.46,2.69,2.91,3.8,4.05,7.1,1.0,1.52,
PM10_1,0.54,0.54,,,0.56,1.89,,0.83,1.28,1.63,1.79,1.7,2.34,2.63,,0.66,1.0,5.61
PM10_2,0.09,0.09,,,0.1,,,0.13,,,0.29,,,,,,0.18,1.0
