,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,0.06,0.96,0.3,0.14,0.9,0.52,1.0,0.34,1.53,0.57,0.22,0.2,1.06,1.04,0.41
PRES_0_1,1.0,1.01,,,0.96,0.3,0.14,0.9,0.5,1.01,0.35,1.53,0.58,0.22,0.18,1.05,1.05,0.42
PRES_0_0,1.0,,8.14,,1.05,,,0.85,1.37,0.34,,1.32,,,0.79,1.22,0.38,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.99,0.12,0.07,1.05,0.01,,0.86,0.56,0.99,0.37,1.53,0.49,0.24,0.21,1.06,1.05,0.42
DEWP_1_0,0.98,0.99,,,,3.46,0.46,1.34,0.09,1.07,,1.53,1.36,,,1.03,0.84,0.27
DEWP_0_0,0.97,0.78,,,,2.16,12.73,0.74,,1.39,,1.33,2.23,,,1.19,1.05,
WSPM_0_1,1.0,0.99,0.1,,0.91,0.44,0.13,1.49,0.09,0.93,,1.73,0.5,,0.07,1.08,1.01,0.43
WSPM_0_2,1.0,0.97,0.29,0.35,1.03,0.04,,0.13,2.29,0.37,0.03,0.79,0.04,,,1.07,0.98,0.25
WSPM_0_0,1.0,1.0,,,0.95,0.33,0.23,0.84,0.18,2.46,0.09,3.05,1.02,,0.24,1.06,1.12,0.5
WSPM_0_3,1.0,1.01,,,1.05,,,,0.08,0.27,3.25,0.47,,,,0.93,1.24,0.89
WSPM_1_0,1.0,1.0,,,0.95,0.31,,0.96,0.27,1.78,0.12,2.21,0.59,,,1.06,1.06,0.43
WSPM_1_1,1.0,1.01,,,0.81,0.83,0.78,1.05,,1.33,,1.16,3.77,,,1.03,1.13,
WSPM_0_4,1.0,1.01,,,1.05,,,,,,,0.28,,4.87,,1.0,0.93,
WSPM_1_2,1.0,0.91,,,1.05,,,0.57,,1.25,,0.78,,,7.86,1.19,0.54,
PM10_0,1.0,0.99,0.17,0.1,0.95,0.33,0.2,0.91,0.51,1.04,0.29,1.59,0.64,0.22,0.28,1.2,0.75,0.22
PM10_1,1.0,1.0,,,0.99,0.19,,0.86,0.54,0.87,0.46,1.37,0.43,0.17,,0.82,1.74,0.7
PM10_2,1.0,1.01,,,1.02,,,0.88,,1.0,0.8,1.55,,,,0.5,1.79,6.95
