,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.99,1.64,1.0,1.04,1.71,1.23,1.17,2.09,1.11,2.78,2.0,1.07,1.51,1.17,1.53,2.65
PRES_0_1,1.0,1.01,,,1.0,1.05,1.67,1.23,1.15,2.1,1.11,2.79,2.01,1.08,1.44,1.17,1.53,2.67
PRES_0_0,1.04,,8.47,,1.08,,,1.23,2.09,1.25,,2.7,,,2.54,1.27,1.04,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.99,1.72,1.05,0.26,,1.21,1.22,2.09,1.16,2.79,1.87,1.12,1.54,1.17,1.53,2.7
DEWP_1_0,0.99,1.0,,,,3.48,2.66,1.46,0.62,2.14,,2.76,3.0,,,1.13,1.42,1.74
DEWP_0_0,0.91,0.74,,,,2.85,12.86,0.84,,1.96,,2.32,3.28,,,1.11,1.61,5.63
WSPM_0_1,1.0,1.0,0.93,,0.97,1.26,1.64,1.51,0.76,2.23,0.61,3.13,2.16,0.27,0.93,1.18,1.5,2.54
WSPM_0_2,1.0,0.99,1.44,4.31,1.04,0.3,,0.66,2.31,1.5,0.47,2.23,0.65,,0.95,1.17,1.41,1.68
WSPM_0_0,1.0,1.0,,,0.99,1.16,2.62,1.32,0.58,2.76,0.57,3.25,2.41,,1.98,1.17,1.61,3.32
WSPM_0_3,1.0,1.01,,,1.05,,,0.31,0.7,1.25,3.27,1.67,,,,1.13,1.61,3.7
WSPM_1_0,1.0,1.0,,,1.0,1.1,,1.29,0.78,2.49,0.64,3.0,2.16,,1.07,1.16,1.57,3.36
WSPM_1_1,1.0,1.01,,,0.91,1.73,3.56,1.33,0.83,2.16,,2.5,4.2,,1.62,1.16,1.71,3.04
WSPM_0_4,1.0,1.01,,,1.05,,,0.65,,,,1.47,,4.89,,1.12,1.52,
WSPM_1_2,1.03,0.96,,,1.07,,,1.19,,2.12,,2.5,1.82,,8.43,1.25,2.03,
PM10_0,1.0,1.0,1.19,2.0,1.0,1.09,2.01,1.24,1.18,2.17,1.02,2.85,2.16,1.06,1.87,1.21,1.38,2.27
PM10_1,1.0,1.0,,,1.01,0.81,0.91,1.19,1.2,1.89,1.25,2.61,1.68,0.98,,1.1,1.82,3.21
PM10_2,1.0,1.01,,,1.03,,,1.23,,1.85,1.5,2.78,,,,1.07,1.87,8.85
