,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,0.03,0.96,0.28,0.07,0.65,0.43,0.33,0.3,0.29,0.22,0.2,0.12,0.82,0.54,0.09
PRES_0_1,1.01,1.0,,,0.96,0.29,0.07,0.66,0.43,0.33,0.31,0.29,0.22,0.21,0.12,0.83,0.54,0.09
PRES_0_0,8.37,,1.02,,8.04,,,5.37,3.68,,,2.37,,,0.92,6.86,4.42,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.04,0.12,0.04,1.0,,,0.68,0.45,0.35,0.32,0.3,0.23,0.21,0.12,0.86,0.56,0.1
DEWP_1_0,3.5,3.47,,,,1.0,0.16,2.29,1.71,1.16,,1.02,0.75,,,2.85,1.88,
DEWP_0_0,16.11,14.92,,,,,1.07,10.22,,4.03,,,3.5,,,13.04,,
WSPM_0_1,1.53,1.51,0.19,,1.46,0.43,0.08,1.0,0.65,0.53,,0.46,0.28,,,1.26,0.81,0.16
WSPM_0_2,2.34,2.32,0.27,0.08,2.24,0.6,,1.48,1.0,0.8,,0.69,,,,1.93,1.21,0.2
WSPM_0_0,3.01,2.98,,,2.87,0.85,,1.85,1.15,1.0,0.91,0.84,0.83,,0.36,2.46,1.66,0.24
WSPM_0_3,3.3,3.27,,,3.15,,,,,1.19,1.0,0.91,,,,2.72,1.79,0.33
WSPM_1_0,3.46,3.43,,,3.3,0.99,,2.21,1.44,1.17,1.03,1.0,1.02,,,2.72,2.0,0.31
WSPM_1_1,4.57,4.54,,,4.35,1.36,0.36,3.54,,1.25,,1.07,1.0,,,3.68,2.74,
WSPM_0_4,4.91,4.87,,,4.7,,,,,,,,,1.0,,4.0,2.73,
WSPM_1_2,8.72,8.51,,,8.42,,,,,2.79,,,,,1.01,7.06,5.74,
PM10_0,1.22,1.21,0.15,0.04,1.16,0.35,0.08,0.79,0.52,0.41,0.37,0.36,0.28,0.25,0.15,1.0,0.65,0.14
PM10_1,1.86,1.84,,,1.78,0.52,,1.22,0.8,0.58,0.56,0.48,0.35,0.37,,1.53,1.0,0.16
PM10_2,10.64,10.55,,,10.17,,,6.77,,3.83,3.07,3.22,,,,6.83,6.1,1.0
