,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.48,1.0,0.95,0.42,0.71,0.8,0.3,0.86,0.17,0.34,0.92,0.55,0.76,0.49,0.2
PRES_0_1,1.0,0.99,,,1.0,0.94,0.45,0.71,0.82,0.3,0.86,0.17,0.33,0.91,0.57,0.76,0.49,0.2
PRES_0_0,3.89,,0.06,,3.56,,,2.54,1.25,2.84,,0.67,,,0.48,2.62,4.33,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.94,0.45,0.94,27.95,,0.76,0.76,0.31,0.81,0.17,0.41,0.86,0.51,0.78,0.49,0.2
DEWP_1_0,2.13,2.09,,,,0.17,0.11,0.99,16.32,0.56,,0.34,0.27,,,1.61,1.25,0.84
DEWP_0_0,6.4,6.3,,,,0.94,0.03,3.4,,0.87,,0.64,0.63,,,4.3,3.19,
WSPM_0_1,1.29,1.28,1.57,,1.34,0.83,0.42,0.56,4.9,0.38,24.93,0.19,0.4,8.43,1.21,0.97,0.61,0.26
WSPM_0_2,1.66,1.71,0.57,0.18,1.54,7.76,,5.59,0.31,1.21,6.86,0.52,1.67,,,1.24,0.77,0.42
WSPM_0_0,1.94,1.92,,,1.95,1.77,0.64,1.46,3.08,0.26,5.26,0.17,0.56,,0.83,1.44,1.06,0.31
WSPM_0_3,2.05,2.01,,,1.87,,,11.67,13.8,2.32,0.19,0.96,,,,1.77,0.85,0.23
WSPM_1_0,2.11,2.1,,,2.1,1.9,,1.35,3.02,0.4,4.33,0.26,1.16,,,1.55,1.1,0.39
WSPM_1_1,2.49,2.45,,,2.89,0.93,0.24,1.49,,0.42,,0.34,0.14,,,1.88,1.37,0.49
WSPM_0_4,2.6,2.56,,,2.38,,,37.04,,,,3.31,,0.11,,2.08,1.47,
WSPM_1_2,4.0,3.97,,,3.66,,,5.33,,0.87,,1.3,,,0.06,2.69,11.47,
PM10_0,1.13,1.13,0.79,0.36,1.13,0.99,0.4,0.77,0.91,0.34,1.19,0.19,0.39,1.03,0.49,0.77,0.72,0.51
PM10_1,1.45,1.43,,,1.4,2.08,,1.09,1.14,0.4,0.87,0.23,0.43,1.79,,1.36,0.44,0.15
PM10_2,4.13,4.07,,,3.88,,,3.63,,1.08,1.29,0.6,,,,4.71,1.41,0.05
