,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.91,0.8,0.65,0.63,0.57,,1.03,0.78,0.3,0.26,,0.75,0.75,0.7,0.63,0.62,0.56,0.56,0.54,0.48,,0.97,0.82,0.64
TEMP_0_1,,1.0,,,,1.2,1.06,0.85,0.84,0.76,,1.37,,,,,1.0,1.0,0.92,0.84,0.82,0.74,0.74,,0.65,,1.29,1.08,0.85
TEMP_0_0,,,1.0,,,1.36,,0.96,0.95,0.85,,,1.17,,,,1.13,1.13,1.03,0.95,0.93,0.84,0.84,,0.72,,1.46,1.22,0.96
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.1,0.83,0.74,,,1.0,,,,,,1.14,0.86,,,,0.83,0.83,0.77,0.7,0.69,0.62,0.62,0.59,0.53,,1.07,0.9,0.71
PRES_1_3,1.25,0.94,,,,,1.0,,,,,1.29,0.98,,,,0.94,0.94,0.86,0.79,0.77,0.71,0.7,0.67,0.6,,1.21,1.02,0.8
PRES_1_1,1.54,1.17,1.04,,,,,1.0,,,,1.6,1.21,,,,1.18,1.17,1.08,0.99,0.95,0.87,0.85,,0.75,,1.51,1.27,1.0
PRES_1_0,1.58,1.2,1.06,,,,,,1.0,0.9,,1.64,1.24,,,,1.17,1.2,1.09,1.04,0.98,0.87,0.87,,0.8,,1.55,1.27,1.02
PRES_0_0,1.75,1.32,1.17,,,,,,1.11,1.0,,1.81,1.37,0.54,,,1.34,1.32,1.25,0.97,1.03,0.99,1.13,,,,1.66,1.45,1.11
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.97,0.73,,,,0.88,0.78,0.63,0.61,0.55,,1.0,,,,,0.73,0.73,0.67,0.61,0.6,0.54,0.54,0.52,0.47,,0.94,0.79,0.62
DEWP_0_1,1.28,,0.85,,,1.16,1.02,0.82,0.81,0.73,,,1.0,,,,0.96,0.96,0.89,0.81,0.79,0.72,0.72,0.68,0.62,,1.25,1.04,0.81
DEWP_0_0,3.3,,,,,,,,,1.84,,,,1.0,,,2.49,,,,,,,,,,,2.82,
DEWP_1_0,3.87,,,,,,,,,,,,,,1.0,,3.15,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.33,1.0,0.88,,,1.2,1.06,0.85,0.85,0.75,,1.37,1.04,0.4,0.32,,1.0,,,,,,0.8,,,,1.3,1.08,0.84
WSPM_0_1,1.33,1.0,0.89,,,1.2,1.06,0.86,0.83,0.76,,1.37,1.04,,,,,1.0,,,,0.63,0.78,,,,1.29,1.08,0.87
WSPM_0_2,1.44,1.09,0.97,,,1.3,1.16,0.93,0.92,0.8,,1.49,1.13,,,,,,1.0,,,,0.95,,,,1.42,1.17,0.9
WSPM_0_0,1.58,1.19,1.05,,,1.43,1.26,1.01,0.96,1.03,,1.63,1.23,,,,,,,1.0,1.04,0.95,0.85,,,,1.55,1.26,0.96
WSPM_1_2,1.62,1.22,1.08,,,1.45,1.3,1.05,1.02,0.97,,1.67,1.27,,,,,,,0.96,1.0,,,,,,1.55,1.56,
WSPM_1_1,1.78,1.34,1.19,,,1.61,1.41,1.15,1.16,1.01,,1.84,1.39,,,,,1.58,,1.05,,1.0,,,,,1.71,1.63,
WSPM_1_0,1.78,1.35,1.19,,,1.62,1.43,1.18,1.15,0.88,,1.85,1.4,,,,1.25,1.28,1.05,1.17,,,1.0,,,,1.73,1.42,1.27
WSPM_0_4,1.85,,,,,1.68,1.48,,,,,1.91,1.46,,,,,,,,,,,1.0,,,1.91,1.5,1.19
WSPM_1_3,2.07,1.53,1.38,,,1.88,1.65,1.34,1.26,,,2.13,1.6,,,,,,,,,,,,1.0,,1.97,1.75,1.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.03,0.78,0.69,,,0.93,0.82,0.66,0.64,0.6,,1.06,0.8,,,,0.77,0.78,0.7,0.65,0.65,0.58,0.58,0.52,0.51,,1.0,0.84,
PM10_1,1.22,0.93,0.82,,,1.11,0.98,0.79,0.78,0.69,,1.27,0.96,0.35,,,0.93,0.93,0.86,0.79,0.64,0.61,0.7,0.67,0.57,,1.2,1.0,0.78
PM10_2,1.56,1.17,1.04,,,1.4,1.25,0.99,0.98,0.9,,1.6,1.22,,,,1.19,1.14,1.11,1.04,,,0.79,0.84,0.63,,,1.28,1.0
