,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.75,,,,,0.92,1.05,1.91,1.03,0.58,,1.02,1.56,0.33,0.1,,0.8,0.61,0.84,0.27,0.5,0.33,0.14,0.62,0.54,,0.77,0.47,0.43
TEMP_0_1,,0.34,,,,2.79,1.11,0.67,0.81,0.57,,1.19,,,,,1.29,0.82,0.67,0.31,0.5,0.33,0.17,,3.58,,1.07,0.56,0.45
TEMP_0_0,,,0.24,0.04,0.06,2.14,,0.96,0.46,0.38,0.06,,0.45,,,0.06,2.18,0.72,1.48,0.37,1.02,0.35,0.19,,1.05,0.06,1.27,0.68,0.65
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.08,2.58,1.48,,,0.57,,,6.84,1.77,,1.21,1.55,,,,0.85,0.68,1.02,0.27,0.51,0.29,0.15,1.6,1.15,,0.81,0.53,0.62
PRES_1_3,1.4,0.98,,,,,0.4,,,3.76,,1.26,2.32,0.47,0.13,,1.71,0.92,0.73,0.37,0.64,0.46,0.19,0.48,0.54,,1.15,0.57,0.37
PRES_1_1,2.96,1.0,0.99,0.03,,,15.97,0.22,2.69,1.02,,2.78,0.87,,0.14,,1.28,1.04,1.62,0.33,0.54,0.68,0.22,,1.58,,1.25,0.89,0.76
PRES_1_0,3.05,1.87,0.73,,0.06,13.12,,3.99,0.21,0.22,0.06,2.29,1.36,,,0.06,1.76,0.67,0.93,0.44,2.85,0.41,0.22,,1.26,0.06,1.29,0.65,0.68
PRES_0_0,2.74,2.46,1.06,,,9.64,11.32,1.87,0.31,0.16,,2.54,1.71,0.17,0.08,,1.37,0.87,1.54,0.71,0.83,0.49,0.31,,,,1.56,0.72,0.53
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.0,0.81,,,,0.98,0.95,1.41,0.73,0.47,,0.81,29.56,1.33,0.32,,0.74,0.59,0.62,0.24,0.51,0.28,0.13,1.05,0.98,,0.74,0.42,0.37
DEWP_0_1,2.08,21.65,0.37,0.06,0.09,1.77,2.37,0.7,0.72,0.54,0.09,31.28,0.38,0.59,0.15,0.09,2.27,0.64,1.59,0.32,0.48,0.39,0.18,0.83,0.5,0.09,1.04,0.66,0.6
DEWP_0_0,3.11,,,,,,,,0.81,0.42,,,,0.03,0.02,,1.29,,,,,,,,,,2.78,1.39,
DEWP_1_0,3.77,,,,,,,,,,,,,,0.02,,1.93,,,,,,,,,,3.37,2.13,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.47,1.73,2.14,,,1.37,2.35,1.05,1.0,0.55,,1.39,2.42,0.24,0.06,,0.34,2.64,7.3,1.37,1.86,1.89,0.42,,,,1.25,0.52,0.31
WSPM_0_1,1.69,1.66,1.13,,0.15000000000000002,1.62,1.86,1.64,0.58,0.45,0.15000000000000002,1.68,1.32,,,0.15000000000000002,2.44,0.35,1.96,0.33,0.67,0.38,0.14,5.27,3.4,0.15000000000000002,0.98,0.56,0.77
WSPM_0_2,1.93,1.16,2.4,0.11,,1.88,1.34,1.8,0.85,0.44,,1.53,3.0,,,,14.81,2.08,0.27,0.58,1.8,0.58,0.25,,,,1.28,0.6,0.49
WSPM_0_0,2.14,1.9,1.23,,,1.65,2.3,1.47,1.49,1.56,,2.04,1.65,,,,3.98,0.96,1.55,0.23,0.88,0.36,0.14,6.23,2.68,,1.2,0.88,1.34
WSPM_1_2,2.15,1.54,2.57,,,1.94,1.99,1.15,3.29,1.71,,2.37,1.37,,,,8.34,1.02,2.32,0.28,0.2,0.4,0.23,,3.21,,1.19,1.54,
WSPM_1_1,2.52,2.06,1.44,,,1.76,2.66,2.43,1.68,1.03,,2.22,2.08,,,,3.93,1.15,2.59,0.31,0.89,0.17,0.21,,,,1.35,1.29,2.55
WSPM_1_0,2.29,2.34,1.86,,,1.98,2.78,2.25,1.42,1.2,,2.26,2.26,,,,3.31,1.0,1.7,0.32,1.09,0.55,0.18,,,,1.42,0.97,1.33
WSPM_0_4,1.56,,,,,3.63,0.91,,,,,2.48,1.83,0.15,0.08,,,4.9,,,,1.33,0.66,0.13,,,2.98,0.74,0.33
WSPM_1_3,2.29,5.85,2.84,,,4.1,1.63,2.38,2.27,,,3.76,1.45,,,,,,,0.51,1.31,,0.54,,0.1,,1.59,2.83,2.92
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.14,1.23,1.16,0.2,0.09,1.0,1.31,0.98,0.94,0.7,0.09,1.19,1.08,2.25,0.93,0.09,1.27,0.54,0.85,0.21,0.4,0.24,0.12,2.63,0.67,0.09,0.7,0.56,1.07
PM10_1,1.52,1.26,1.32,0.14,,1.55,1.44,1.25,0.64,0.36,,1.39,1.56,0.3,0.13,,0.84,0.9,0.74,0.48,0.99,0.46,0.23,0.69,1.21,,1.15,0.44,0.34
PM10_2,1.85,2.18,1.9,,,2.83,1.12,2.56,0.93,0.66,,1.79,2.0,0.37,0.07,,0.89,1.11,1.27,0.82,,1.14,0.29,0.58,0.72,,1.96,0.69,0.23
