,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.28,0.77,,,,,0.98,0.64,0.92,0.39,,,,1.12,0.63,0.46,0.14,0.14,,0.8,0.74,0.6,0.65,0.68,0.88,0.54,0.34,0.24,,1.01,1.03,0.69
TEMP_0_0,0.8,1.29,,,,,0.64,1.03,0.64,0.5,,,,0.85,0.95,0.08,0.54,0.62,,0.76,0.78,0.67,0.34,0.75,0.84,0.58,0.57,0.26,,1.06,1.01,0.61
TEMP_1_1,,,1.53,,,,1.07,,0.75,,1.06,,,0.66,0.24,1.34,,,,0.76,1.09,0.49,0.45,0.84,1.14,0.51,0.24,,,1.28,1.02,0.2
TEMP_0_2,,,,1.93,,,0.3,,,1.12,,1.55,,0.96,0.91,,,1.22,,0.58,0.75,0.58,1.23,0.85,0.96,0.6,0.58,,,1.22,1.11,0.91
TEMP_0_1,,,,,2.06,,0.54,0.8,0.51,1.4,,0.91,,0.38,,,1.88,,,0.54,0.39,1.44,,0.98,1.06,0.68,0.5,0.76,,1.25,1.31,1.24
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.02,0.7,0.81,0.13,0.14,0.8899999999999999,1.36,0.31,0.73,0.11,,,0.8899999999999999,1.05,0.51,0.77,0.21,0.21,0.8899999999999999,0.79,0.84,0.64,0.62,0.67,0.94,0.4,0.34,0.17,0.8899999999999999,1.04,1.09,0.67
PRES_1_1,0.89,1.21,,,0.33,,0.37,1.37,0.17,,,,,0.86,0.8,,0.65,0.69,,0.76,0.81,0.73,0.38,0.75,0.9,0.6,0.54,0.29,,1.07,1.02,0.7
PRES_1_0,1.15,0.96,0.65,,,,0.85,0.17,1.48,,,,,1.11,0.83,0.65,0.28,,,0.7,0.83,0.66,0.68,0.81,0.92,0.59,0.46,0.28,,1.2,1.09,0.5
PRES_1_2,0.94,1.03,,0.83,0.95,,0.29,,,1.7,,,,0.96,1.14,,0.86,,,0.84,0.7,0.7,0.63,1.0,1.05,0.75,0.56,0.42,,1.21,1.14,0.73
PRES_0_1,,,1.72,,,,,,,,1.97,,,,,1.74,,,,1.13,1.22,,,0.94,1.28,0.68,,,,1.44,1.12,
PRES_1_3,,,,1.77,0.94,,,,,,,2.05,,0.62,0.71,,0.88,1.42,,0.66,0.86,0.98,0.95,0.7,0.88,0.72,0.54,0.36,,1.29,1.03,1.16
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.07,0.84,0.44,0.35,0.09,0.5800000000000001,0.91,0.65,0.82,0.45,,0.17,0.5800000000000001,1.22,0.53,,,,0.5800000000000001,0.78,0.63,0.67,0.68,0.54,0.77,0.33,0.17,,0.5800000000000001,0.93,1.05,0.71
DEWP_0_0,1.0,1.24,0.14,0.51,,,0.67,0.91,0.74,0.8,,0.35,,0.73,1.49,,,,,0.59,1.05,0.53,0.32,1.04,1.11,0.88,0.77,0.34,,1.27,0.89,0.39
DEWP_1_1,0.62,0.15,1.38,,,,1.04,,0.81,,1.09,,,,,1.55,,,,0.79,1.16,0.35,0.46,0.82,1.15,0.48,0.25,,,1.25,1.13,0.29
DEWP_0_2,0.45,1.04,,,1.41,,0.61,1.11,0.63,0.95,,0.63,,,,,1.78,,,0.85,0.47,1.13,,0.91,0.96,0.72,0.53,0.53,,1.21,1.15,1.03
DEWP_0_1,0.53,1.25,,1.1,,,0.45,1.26,,,,1.13,,,,,,1.82,,0.86,0.74,0.73,0.62,0.93,0.88,0.83,0.88,0.58,,1.31,1.04,0.78
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.02,0.99,0.6,0.24,0.23,,0.82,0.81,0.77,0.53,0.51,0.24,,1.0,0.66,0.6,0.49,0.45,,1.41,0.59,0.09,,0.35,0.84,0.24,,,,1.1,1.1,0.54
WSPM_0_1,0.86,0.86,0.85,0.37,0.17,,0.86,0.75,0.68,0.4,0.59,0.38,,0.81,0.84,0.87,0.26,0.36,,0.27,1.41,0.19,0.18,0.89,1.16,0.65,0.4,,,1.23,0.93,0.35
WSPM_0_3,0.87,1.03,0.49,0.34,0.73,,0.82,0.9,0.79,0.55,,0.5,,1.01,0.63,0.31,0.8,0.49,,0.27,0.29,1.52,,0.41,0.62,0.36,,,,0.95,1.18,0.99
WSPM_0_4,1.15,0.8,0.5,0.92,,,1.03,0.52,0.99,0.66,,0.6,,1.25,0.53,0.52,,0.54,,,0.23,,1.67,0.32,0.53,0.22,,,,0.98,1.32,0.95
WSPM_0_0,1.05,1.04,0.83,0.56,0.51,,1.05,0.8,0.89,0.83,0.64,0.38,,0.95,1.06,0.78,0.63,0.58,,0.64,0.87,0.44,0.26,1.77,1.75,1.03,0.72,,,1.43,1.02,0.65
WSPM_1_0,1.19,1.07,0.93,0.51,0.44,,1.06,0.85,1.05,0.68,0.65,0.38,,1.03,1.03,0.93,0.52,0.44,,0.58,1.19,0.54,0.4,1.46,1.58,0.74,0.54,,,1.42,1.09,0.72
WSPM_1_1,1.11,1.28,0.66,0.46,0.59,,1.08,1.02,0.82,0.85,0.51,0.5,,1.2,1.16,0.69,0.77,0.78,,1.13,0.88,0.61,,1.45,1.14,2.03,,,,1.57,1.27,
WSPM_1_2,1.14,1.31,0.44,0.64,0.49,,1.2,1.05,0.94,0.76,,0.54,,1.07,1.23,0.44,0.69,1.07,,,0.81,,,1.24,0.94,,2.19,,,1.54,1.45,
WSPM_1_3,0.96,1.42,,,1.48,,1.1,1.16,0.91,1.08,,0.87,,,1.16,,1.37,1.34,,,,,,1.19,,,,2.86,,1.83,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.79,0.82,0.64,0.41,0.32,,0.71,0.67,0.72,0.49,0.43,0.38,,0.78,0.75,0.59,0.45,0.48,,0.68,0.83,0.45,0.36,0.84,0.97,0.63,0.55,0.31,,1.14,0.75,0.41
PM10_1,0.97,0.9,0.55,0.38,0.38,,0.86,0.74,0.7,0.53,0.39,0.25,,0.97,0.63,0.61,0.42,0.36,,0.79,0.7,0.73,0.66,0.48,0.74,0.36,0.08,,,0.91,1.27,0.61
PM10_2,1.12,1.1,,0.63,0.72,,1.13,0.91,0.76,0.59,,0.74,,1.21,0.4,,0.85,0.6,,0.69,0.26,1.2,0.96,,0.4,,,,,0.26,1.26,1.77
