,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,0.96,,,,,0.93,0.88,0.86,0.79,0.68,,1.04,0.93,0.39,0.31,,0.83,0.82,0.81,0.66,0.71,0.64,0.55,0.61,0.57,,1.04,0.82
TEMP_0_1,,0.84,,,,1.49,1.12,0.89,0.94,0.86,,1.36,,,,,1.15,1.12,0.98,0.86,0.9,0.82,0.74,,1.06,,1.41,1.08
TEMP_0_0,,,0.8,,,1.55,,1.04,0.91,0.85,,,1.01,,,,1.4,1.18,1.26,0.96,1.14,0.91,0.82,,0.93,,1.62,1.24
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.12,1.09,0.89,,,0.92,,,,1.13,,1.17,1.0,,,,0.91,0.9,0.92,0.7,0.79,0.67,0.59,0.8,0.73,,1.14,0.97
PRES_1_3,1.3,1.0,,,,,0.87,,,,,1.31,1.23,0.54,0.39,,1.15,1.07,0.94,0.85,0.89,0.84,0.71,0.7,0.69,,1.36,0.98
PRES_1_1,1.84,1.2,1.11,0.3,,,,0.79,,1.47,,1.85,1.2,,,,1.32,1.33,1.34,0.98,1.0,1.05,0.87,,0.99,,1.65,1.38
PRES_1_0,1.86,1.38,1.05,,,,,,0.78,0.87,,1.8,1.33,,,,1.44,1.23,1.19,1.08,1.63,1.04,0.87,,1.08,,1.71,1.35
PRES_0_0,1.98,1.59,1.23,,,3.07,,,1.05,0.76,,2.01,1.54,0.55,,,1.44,1.45,1.51,1.34,1.15,1.05,1.19,,,,2.01,1.28
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.99,0.77,,,,0.92,0.83,0.79,0.71,0.63,,0.97,,,,,0.79,0.8,0.74,0.62,0.7,0.6,0.52,0.66,0.63,,1.01,0.78
DEWP_0_1,1.44,,0.76,0.29,,1.3,1.27,0.85,0.87,0.82,,,0.86,,,,1.24,1.01,1.14,0.84,0.85,0.82,0.72,0.79,0.7,,1.36,1.07
DEWP_0_0,3.46,,,,,,,,,1.53,,,,0.57,,,2.37,,,,,,,,,,4.21,2.73
DEWP_1_0,4.11,,,,,,,,,,,,,,0.57,,3.38,,,,,,,,,,,3.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.39,1.17,1.1,,,1.28,1.3,0.96,1.01,0.78,,1.41,1.32,0.45,0.3,,0.84,1.85,,2.27,,,1.05,,,,1.49,0.95
WSPM_0_1,1.42,1.17,0.98,,,1.32,1.23,1.09,0.88,0.8,,1.46,1.13,,,,1.93,0.85,1.8,1.17,1.14,0.9,0.77,,,,1.38,1.22
WSPM_0_2,1.57,1.16,1.25,,,1.47,1.27,1.16,1.04,0.86,,1.53,1.44,,,,,1.9,0.82,1.58,,1.02,1.12,,,,1.59,1.07
WSPM_0_0,1.74,1.38,1.15,,,1.54,1.53,1.18,1.15,1.33,,1.76,1.36,,,,1.68,1.51,1.66,0.81,1.44,0.86,0.71,,1.3,,1.67,1.6
WSPM_1_2,1.77,1.35,1.37,,,1.6,1.48,1.16,1.57,1.51,,1.84,1.35,,,,,1.74,,0.99,0.78,1.44,0.93,,,,1.68,3.38
WSPM_1_1,1.98,1.55,1.36,,,1.74,1.67,1.43,1.37,1.29,,1.97,1.63,,,,,1.69,1.99,0.93,1.26,0.76,0.77,,,,1.89,2.48
WSPM_1_0,1.96,1.6,1.4,,,1.78,1.76,1.44,1.3,1.28,,2.0,1.62,,,,1.67,1.5,1.43,0.98,1.72,1.39,0.82,,,,1.89,1.85
WSPM_0_4,1.86,,,,,2.05,1.42,,,,,2.1,1.64,0.6,,,,,,,,,,0.73,,,2.31,1.27
WSPM_1_3,2.2,2.13,1.72,,,2.3,1.75,1.62,1.49,,,2.48,1.67,,,,,,,1.33,,,,,0.7,,2.18,2.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,0.82,0.75,0.25,,0.91,0.88,0.72,0.7,0.66,,1.03,0.83,0.42,,,0.84,0.78,0.76,0.59,0.66,0.58,0.52,0.75,0.6,,0.97,0.93
PM10_1,1.37,1.1,1.01,,,1.36,1.09,1.03,0.9,0.75,,1.39,1.18,0.51,0.29,,1.0,1.1,1.01,1.13,0.71,0.93,0.8,0.71,0.61,,1.63,0.87
