,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.02,2.17,,,,,1.23,1.73,1.12,1.67,,,,1.39,1.36,1.9,4.1,3.92,,1.37,1.52,1.57,1.09,0.77,0.55,0.79,0.85,0.96,,1.82,1.34,0.94
TEMP_0_0,2.21,1.02,,,,,2.03,1.14,1.43,1.33,,,,1.89,1.07,7.36,1.12,0.9,,1.42,1.44,1.3,2.05,0.84,0.67,0.74,0.75,0.64,,1.8,1.45,0.97
TEMP_1_1,,,1.0,,,,1.93,,2.22,,0.77,,,3.96,10.36,1.11,,,,2.55,1.75,3.07,2.81,1.17,0.79,1.47,2.62,,,2.53,2.48,6.45
TEMP_0_2,,,,1.0,,,13.15,,,2.46,,1.05,,6.66,3.93,,,1.79,,8.72,5.66,6.14,2.2,2.33,2.02,2.89,2.48,,,5.82,5.23,2.65
TEMP_0_1,,,,,1.01,,14.18,7.74,12.93,2.42,,2.12,,32.52,,,1.57,,,10.0,11.27,3.15,,2.88,2.66,2.97,3.59,1.05,,7.56,5.5,2.55
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.59,2.39,1.3,4.46,3.23,,1.02,5.76,1.95,,,,,1.77,2.42,1.34,3.15,3.26,,1.79,1.56,1.76,1.37,1.0,0.71,1.06,1.0,1.0,,2.2,1.53,1.02
PRES_1_1,2.03,1.33,,,1.51,,5.62,1.0,9.02,,,,,2.24,1.37,,1.12,0.96,,1.66,1.64,1.45,2.41,0.95,0.7,0.87,0.93,0.78,,2.08,1.67,1.13
PRES_1_0,1.91,2.39,2.34,,,,2.63,15.54,1.02,,,,,2.26,1.94,2.19,3.34,,,2.32,2.27,2.14,1.62,1.14,0.81,1.33,1.34,1.5,,2.51,2.27,2.2
PRES_1_2,4.22,3.48,,1.44,1.12,,,,,1.0,,,,4.23,2.13,,1.77,,,3.35,4.24,3.26,2.63,1.38,1.27,1.42,1.69,1.12,,3.93,3.15,2.28
PRES_0_1,,,2.21,,,,,,,,1.0,,,,,2.12,,,,4.4,3.81,,,2.43,1.71,2.88,,,,5.68,5.34,
PRES_1_3,,,,1.36,2.22,,,,,,,1.0,,14.54,6.13,,3.43,1.9,,9.57,5.85,4.59,3.68,3.51,2.75,2.99,3.29,1.66,,6.76,7.45,2.57
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.05,1.35,1.65,1.08,3.82,,1.05,1.42,0.97,1.21,,1.72,,1.01,1.91,,,,,1.13,1.37,1.08,0.84,0.83,0.54,0.84,1.06,,,1.62,1.07,0.69
DEWP_0_0,2.44,1.85,9.93,1.61,,,3.53,2.15,2.14,1.38,,2.0,,4.28,1.02,,,,,2.82,1.89,2.85,3.37,0.92,0.77,0.94,0.95,0.89,,2.45,2.71,3.79
DEWP_1_1,3.76,13.22,1.17,,,,2.09,,2.23,,0.78,,,,,1.0,,,,2.6,1.71,4.84,2.85,1.26,0.81,1.56,2.66,,,2.76,2.33,4.92
DEWP_0_2,10.89,3.78,,,0.88,,6.56,3.08,5.08,2.14,,1.83,,,,,1.0,,,3.92,6.51,2.34,,1.86,1.62,1.73,1.99,0.91,,4.52,3.87,1.79
DEWP_0_1,10.85,3.36,,1.45,,,8.37,2.98,,,,1.2,,,,,,1.0,,4.31,4.91,3.93,3.44,1.91,1.9,1.74,1.36,1.03,,4.52,4.73,2.47
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.93,1.92,2.0,2.4,2.43,,1.85,2.03,1.86,1.67,1.18,2.04,,2.05,2.4,1.92,1.63,1.62,,1.01,8.7,,,2.09,1.16,1.38,,,,2.35,1.68,1.45
WSPM_0_1,2.35,2.07,1.46,1.88,3.39,,2.01,2.13,1.82,2.31,1.11,1.55,,2.71,1.54,1.35,3.27,2.12,,4.18,1.02,,,1.45,0.64,1.52,2.07,,,2.15,2.06,3.14
WSPM_0_3,2.76,2.34,3.13,2.48,0.97,,2.42,2.27,2.2,2.18,,1.44,,2.6,2.89,4.38,1.31,2.02,,,14.66,1.01,,3.01,1.87,2.39,,,,3.7,1.99,1.0
WSPM_0_4,2.89,4.56,3.97,1.29,,,2.8,5.12,2.42,2.61,,1.61,,2.94,4.73,3.93,,2.56,,,,,1.0,5.36,3.17,,,,,4.93,2.51,1.42
WSPM_0_0,5.72,5.61,4.45,3.74,3.04,,6.02,6.16,4.83,3.45,3.11,4.74,,7.53,3.67,4.85,3.83,4.13,,11.08,5.5,9.91,,1.13,0.99,2.1,2.7,,,5.15,7.47,10.47
WSPM_1_0,6.38,7.14,5.07,5.06,4.78,,5.98,7.17,6.14,4.94,4.09,5.82,,8.27,4.66,5.07,5.68,6.73,,7.58,5.0,10.22,10.87,1.7,1.4,3.54,5.38,,,6.18,7.18,10.56
WSPM_1_1,6.87,7.67,8.1,6.54,5.61,,10.03,6.74,6.87,5.29,5.44,5.14,,15.64,4.5,8.79,5.36,4.23,,16.38,6.52,11.06,,2.04,2.57,1.09,,,,6.97,12.69,
WSPM_1_2,9.0,6.9,13.81,5.29,5.94,,9.61,6.8,6.97,6.18,,5.32,,21.08,4.45,13.26,6.07,3.66,,,10.64,,,2.8,4.53,,1.04,,,7.43,28.86,
WSPM_1_3,19.93,18.21,,,4.82,,19.46,16.35,15.84,10.3,,8.49,,,12.88,,7.45,6.99,,,,,,9.13,,,,1.02,,16.33,,
