,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.63,0.1,,,1.21,0.49,0.18,0.24,,,0.93,0.83,0.15,,0.69,0.59,0.69,0.65,0.55,0.28,0.14,,0.75,0.82,0.49
TEMP_0_0,0.11,1.89,,,0.64,1.02,0.05,1.17,,,0.38,0.96,1.03,,0.84,0.58,0.34,0.33,0.39,0.71,0.59,0.53,0.85,0.7,0.55
TEMP_1_1,,,3.93,,0.13,,3.35,,,,1.5,0.22,,1.52,0.81,0.56,0.57,0.67,0.45,0.27,,,0.83,0.81,0.29
TEMP_0_2,,,,10.87,,,,,10.39,5.54,,,3.76,,0.86,0.54,0.4,0.28,0.58,0.74,,,0.81,0.83,0.29
PRES_0_0,1.19,0.58,0.09,,1.59,0.06,,,,,0.89,0.82,0.25,,0.77,0.57,0.55,0.56,0.48,0.42,0.16,0.37,0.68,0.85,0.62
PRES_1_0,0.63,1.27,,,0.09,3.06,,,,,0.46,1.05,0.68,,0.81,0.6,0.43,0.4,0.48,0.52,0.52,,0.94,0.62,0.47
PRES_0_1,0.25,0.06,3.24,,,,3.64,,,,1.54,0.2,,1.36,0.87,0.51,0.54,0.55,0.44,0.25,0.37,,0.85,0.8,0.28
PRES_1_1,0.34,1.62,,,,,,4.22,,,0.06,1.04,1.54,,0.56,0.69,0.68,0.6,0.48,0.65,0.38,,0.99,0.64,0.24
PRES_1_3,,,,10.9,,,,,12.31,,,,3.77,,0.71,0.63,0.47,0.33,0.62,0.88,,,0.93,0.72,0.25
PRES_1_2,,,,10.64,,,,,,45.75,,,3.68,,1.59,,,,,,,,,1.52,
DEWP_1_0,0.94,0.36,1.07,,0.93,0.34,1.13,0.05,,,1.72,0.08,,,0.99,0.56,0.41,0.36,0.46,0.32,,,0.65,0.92,0.56
DEWP_0_0,0.86,0.93,0.16,,0.86,0.84,0.15,0.72,,,0.08,1.78,,,0.6,0.63,0.69,0.71,0.49,0.33,0.5,0.54,0.96,0.65,0.33
DEWP_0_1,0.2,1.34,,2.4,0.36,0.72,,1.47,2.28,1.29,,,3.78,,0.6,0.51,0.45,0.53,0.5,1.21,0.49,,0.8,0.7,0.67
DEWP_1_1,,,3.94,,,,3.65,,,,,,,34.34,1.01,,,,,,,,1.07,0.56,
WSPM_0_1,0.71,0.82,0.58,0.41,0.82,0.62,0.65,0.39,0.32,0.41,0.99,0.6,0.44,0.29,1.73,,0.06,0.04,0.24,,,,0.68,0.9,0.51
WSPM_0_0,0.81,0.74,0.53,0.34,0.79,0.62,0.5,0.65,0.37,,0.74,0.83,0.5,,,2.26,0.42,0.13,1.31,,,,1.03,0.63,0.18
WSPM_1_1,1.06,0.42,0.6,0.27,0.83,0.48,0.57,0.68,0.3,,0.61,0.98,0.48,,0.11,0.39,3.52,,,,,,0.86,0.76,0.38
WSPM_1_2,0.99,0.46,0.71,0.19,0.85,0.48,0.61,0.62,0.22,,0.54,1.02,0.57,,0.06,0.16,,4.17,,,,,0.99,0.59,0.35
WSPM_1_0,0.9,0.62,0.52,0.43,0.79,0.66,0.52,0.54,0.44,,0.74,0.8,0.59,,0.34,1.66,,,1.86,0.09,,,0.92,0.69,0.34
WSPM_0_2,0.49,1.16,0.34,0.59,0.76,0.69,0.32,0.75,0.66,,0.55,0.54,1.52,,,,,,0.1,6.13,,,0.46,0.82,1.5
WSPM_1_3,0.41,1.54,,,0.5,1.07,0.76,0.66,,,,1.32,0.99,,,,,,,,18.56,,1.21,0.49,
WSPM_0_3,,1.78,,,1.3,,,,,,,1.86,,,,,,,,,,32.73,,1.14,1.89
PM10_0,0.75,0.78,0.57,0.36,0.69,0.72,0.6,0.66,0.4,,0.62,0.92,0.56,0.3,0.64,0.73,0.58,0.66,0.55,0.26,0.44,,1.49,0.18,
PM10_1,0.83,0.67,0.58,0.39,0.89,0.47,0.6,0.45,0.32,0.4,0.92,0.65,0.51,0.16,0.9,0.48,0.51,0.4,0.43,0.46,0.16,0.33,0.19,1.53,0.22
PM10_2,0.83,0.83,0.33,0.22,1.06,0.59,0.34,0.24,0.18,,0.92,0.51,0.81,,0.82,0.22,0.41,0.34,0.33,1.47,,0.97,,0.35,4.39
