,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.59,1.13,,,,0.46,0.77,1.76,0.69,2.66,,,0.46,0.9,0.98,3.02,13.68,16.07,0.46,1.05,0.97,1.73,1.04,0.34,0.17,0.41,0.67,1.76,0.46,1.16,0.72,0.61
TEMP_0_0,1.02,0.59,38.26,,,,1.44,0.76,1.34,1.57,,,,1.44,0.68,24.14,1.29,0.9,,1.05,1.0,1.06,3.43,0.31,0.18,0.36,0.5,0.86,,1.18,0.74,0.54
TEMP_1_1,,,0.43,,,,1.09,,1.25,,0.43,,,4.06,14.11,0.53,,,,1.6,0.87,3.03,3.45,0.37,0.17,0.67,3.42,,,1.32,1.17,6.43
TEMP_0_2,,,,0.27,,,10.44,,,1.25,,0.32,,3.78,1.91,,,0.72,,7.8,3.29,4.95,0.88,0.72,0.45,0.8,1.21,,,2.65,2.1,1.18
TEMP_0_1,,,,,0.25,,12.12,6.18,9.63,1.01,,0.93,,77.22,,,0.45,,,7.99,7.14,1.18,,0.91,0.64,1.11,1.96,0.32,,3.14,1.8,0.68
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.03,1.78,1.12,20.83,7.24,0.3,0.54,5.23,0.95,12.08,,,0.3,1.26,1.78,1.21,7.76,9.94,0.3,1.41,0.95,1.72,1.29,0.33,0.17,0.56,0.74,1.47,0.3,1.27,0.78,0.64
PRES_1_1,1.21,0.74,,,2.71,,3.38,0.53,7.16,,,,,1.75,0.99,,1.11,0.84,,1.15,1.05,1.09,4.04,0.35,0.19,0.4,0.67,1.01,,1.33,0.82,0.6
PRES_1_0,0.96,1.25,2.5,,,,1.03,10.94,0.45,,,,,1.3,1.16,2.28,5.86,,,1.63,1.34,1.75,1.33,0.5,0.24,0.74,0.92,3.41,,1.4,1.01,1.35
PRES_1_2,2.0,1.99,,0.87,0.67,,17.7,,,0.36,,,,2.35,1.01,,1.2,,,2.11,2.57,2.59,2.14,0.47,0.32,0.46,0.87,0.81,,2.02,1.36,0.95
