,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.53,1.0,0.96,0.46,0.73,0.83,0.33,0.89,0.19,0.38,0.93,0.59,0.78,0.52,0.23
PRES_0_1,1.02,1.0,,,1.01,0.96,0.51,0.74,0.86,0.34,0.89,0.19,0.38,0.93,0.63,0.79,0.52,0.23
PRES_0_0,72.93,,1.08,,66.7,,,51.79,24.44,60.81,,14.74,,,9.23,49.06,94.67,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.09,1.09,1.0,0.53,1.0,35.7,,0.84,0.84,0.37,0.89,0.21,0.49,0.93,0.59,0.85,0.56,0.25
DEWP_1_0,12.36,12.16,,,,1.01,0.76,5.93,94.88,3.7,,2.31,1.8,,,9.47,7.79,6.5
DEWP_0_0,284.65,280.1,,,,47.6,1.5,164.39,,38.92,,28.35,28.13,,,191.48,159.75,
WSPM_0_1,2.33,2.32,2.85,,2.43,1.5,0.91,1.03,11.77,0.87,,0.41,0.9,,2.67,1.8,1.18,0.57
WSPM_0_2,5.47,5.62,1.93,0.59,5.06,27.46,,24.71,1.02,4.94,29.0,2.06,6.92,,,4.17,2.68,1.59
WSPM_0_0,9.08,8.99,,,9.11,8.3,3.55,7.47,15.97,1.22,27.07,0.82,2.83,,4.44,6.93,5.25,1.5
WSPM_0_3,10.87,10.69,,,9.94,,,,100.81,15.44,1.01,6.14,,,,9.75,4.76,1.34
WSPM_1_0,11.97,11.91,,,11.96,10.82,,7.98,18.12,2.32,25.38,1.56,7.28,,,8.9,6.66,2.44
WSPM_1_1,20.91,20.58,,,24.24,8.02,2.05,13.5,,3.55,,3.0,1.21,,,15.91,12.17,
WSPM_0_4,24.11,23.72,,,22.05,,,,,,,36.85,,1.01,,19.53,14.69,
WSPM_1_2,79.5,80.4,,,72.71,,,126.03,,19.08,,32.04,,,1.18,53.48,232.36,
PM10_0,1.49,1.5,1.04,0.53,1.49,1.32,0.57,1.05,1.25,0.51,1.6,0.28,0.59,1.39,0.69,1.02,1.06,0.84
PM10_1,3.45,3.4,,,3.34,4.96,,2.66,2.77,1.07,2.14,0.63,1.16,4.26,,3.48,1.07,0.4
PM10_2,113.13,111.32,,,106.2,,,99.5,,40.54,36.91,21.68,,,,152.21,38.73,1.53
