,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.14,,,,,0.97,0.85,0.58,0.65,0.71,,1.02,0.72,0.58,0.7,,0.85,0.86,0.76,0.97,0.78,0.8,1.07,0.79,0.67,,1.03,0.93
TEMP_0_1,,1.61,,,,0.74,1.05,1.02,0.9,0.88,,1.19,,,,,0.86,0.91,1.02,1.1,0.95,0.96,1.19,,0.56,,1.11,1.07
TEMP_0_0,,,1.86,,,0.96,,0.98,1.3,1.2,,,1.6,,,,0.8,1.13,0.77,1.24,0.8,1.05,1.31,,0.7,,1.13,1.05
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.06,0.63,0.72,,,1.29,,,,0.35,,1.03,0.8,,,,0.89,0.9,0.76,1.07,0.84,0.92,1.15,0.57,0.55,,1.09,0.87
PRES_1_3,1.05,0.98,,,,,1.49,,,,,1.1,0.71,0.53,0.74,,0.75,0.86,0.91,0.99,0.84,0.84,1.1,1.04,0.83,,1.04,1.11
PRES_1_1,0.84,1.18,1.03,1.31,,,,1.94,,0.65,,0.93,1.23,,1.23,,1.03,0.84,0.83,1.21,1.07,0.89,1.24,,0.79,,1.18,0.99
PRES_1_0,0.92,0.93,1.25,,,,,,1.98,1.35,,1.05,1.08,,,,0.78,1.24,0.97,1.17,0.71,0.96,1.34,,0.8,,1.17,1.06
PRES_0_0,1.03,0.9,1.17,,,0.54,,0.43,1.4,2.21,,1.1,1.0,1.47,,,1.15,1.14,1.04,0.85,0.67,0.82,1.09,,,,1.11,1.37
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.99,0.89,,,,0.92,0.87,0.62,0.73,0.74,,1.09,,,0.37,,0.85,0.85,0.84,0.98,0.74,0.84,1.08,0.63,0.56,,1.02,0.95
DEWP_0_1,0.89,,1.39,0.91,,0.91,0.71,1.04,0.97,0.92,,,1.54,,0.63,,0.68,1.03,0.69,1.12,0.99,0.88,1.17,0.77,0.88,,1.11,0.94
DEWP_0_0,1.58,,,,,,,,,2.45,,,,4.84,3.72,,1.88,,,,,,,,,,1.45,1.53
DEWP_1_0,1.66,,,,,,,,,,,,,,5.18,,2.3,,,,,,,,,,,2.32
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.07,0.84,0.69,,,1.03,0.77,0.83,0.8,0.95,,1.11,0.68,0.87,0.75,,1.6,0.36,,0.63,,,0.75,,,,1.03,1.24
WSPM_0_1,1.02,0.83,0.92,,,0.98,0.84,0.7,1.0,0.91,,1.03,0.98,,,,0.36,1.58,0.37,0.89,0.59,0.73,1.31,,,,1.14,0.89
WSPM_0_2,1.01,1.05,0.76,,,0.92,1.03,0.72,0.94,0.83,,1.15,0.73,,,,,0.4,1.76,0.69,,0.51,1.06,,,,1.14,1.12
WSPM_0_0,1.04,0.93,0.98,,,1.07,0.88,0.94,0.87,0.83,,1.1,0.97,,,,0.29,0.69,0.55,1.85,1.04,1.16,1.92,,0.58,,1.24,0.65
WSPM_1_2,1.07,1.02,0.77,,,1.03,0.96,1.07,0.68,1.09,,1.05,1.1,,,,,0.74,,1.18,2.0,0.84,0.71,,,,1.24,1.02
WSPM_1_1,1.08,0.98,0.98,,,1.14,0.86,0.83,0.85,0.93,,1.16,0.95,,,,,1.01,0.75,1.55,0.68,2.18,1.06,,,,1.28,0.99
WSPM_1_0,1.12,0.92,0.93,,,1.12,0.89,0.88,1.02,0.8,,1.17,0.96,,,,0.51,1.03,0.55,1.81,0.81,1.13,1.92,,,,1.25,0.86
WSPM_0_4,1.35,,,,,0.9,1.45,,,,,1.09,1.12,1.12,1.26,,,,,,,,,2.43,,,0.97,1.56
WSPM_1_3,1.26,0.7,0.89,,,0.94,1.24,0.93,0.87,,,1.05,1.27,,,,,,,0.66,,,,,2.76,,1.25,1.38
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.96,0.79,0.73,0.49,1.92,0.93,0.78,0.75,0.78,0.71,1.92,0.97,0.82,0.4,,1.92,0.71,0.92,0.75,1.07,0.89,0.9,1.15,0.46,0.71,1.92,1.08,0.68
PM10_1,1.02,0.88,0.82,,,0.84,1.03,0.67,0.86,1.08,,1.06,0.85,0.73,0.8,,1.15,0.71,0.98,0.66,0.19,0.52,0.83,1.08,0.35,,0.82,1.52
