,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,1.0,1.0,1.02,1.0,1.0,,1.0,1.01,1.0,1.0,,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.01,0.98,,1.0,1.0,1.0
TEMP_0_1,,1.0,,,,0.99,1.01,0.98,1.0,1.0,,1.0,,,,,1.0,0.99,1.0,0.99,1.0,0.99,0.99,,1.21,,1.0,1.01,1.02
TEMP_0_0,,,0.99,,,1.02,,0.97,1.0,1.0,,,0.99,,,,1.0,1.0,0.97,1.01,1.0,1.01,1.01,,1.0,,1.0,0.98,0.97
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.0,1.01,1.0,,,1.0,,,1.29,1.0,,1.0,1.01,,,,1.0,0.99,1.01,1.0,1.02,1.01,1.0,1.0,1.0,,1.0,0.99,1.0
PRES_1_3,1.0,0.99,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,0.99,0.98,1.0,1.0,1.02,1.0,1.02,1.0,,1.0,1.0,0.99
PRES_1_1,0.96,1.0,0.98,1.0,,,,0.99,1.19,1.12,,0.99,0.98,,1.32,,1.03,0.94,1.04,0.97,0.97,1.02,0.97,,1.12,,1.0,1.03,1.04
PRES_1_0,1.0,1.0,1.0,,,0.89,,0.88,1.0,1.0,,1.0,1.0,,,,0.95,1.03,0.96,1.04,1.36,1.0,1.03,,1.18,,1.02,0.98,1.0
PRES_0_0,1.0,1.0,1.0,,,1.17,,0.82,0.97,1.0,,1.01,0.97,1.04,0.94,,1.02,0.99,1.08,0.93,0.76,0.84,0.96,,,,0.93,1.03,0.99
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.0,1.0,,,,1.0,1.0,1.0,0.99,0.99,,1.0,,,1.0,,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.02,1.03,,1.0,1.0,1.01
DEWP_0_1,0.99,,1.0,1.0,,1.01,0.98,1.0,1.0,1.01,,1.0,1.0,,1.0,,1.01,0.99,1.0,1.02,1.01,1.01,1.01,0.96,1.0,,1.01,0.99,0.96
DEWP_0_0,1.0,,,,,,,,1.21,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,0.97,1.01,
DEWP_1_0,1.0,,,,,,,,,,,,,,1.0,,1.19,,,,,,,,,,,0.93,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.0,1.0,0.96,,,1.0,1.0,0.95,1.0,0.94,,1.0,0.96,0.96,0.76,,1.0,1.06,,1.44,,1.39,1.08,,,,1.02,0.99,0.93
WSPM_0_1,1.0,1.0,1.0,,,1.01,0.99,0.99,0.97,0.97,,1.0,1.01,,,,0.94,1.0,0.9,1.08,1.0,0.98,1.04,,,,0.98,0.95,1.03
WSPM_0_2,0.99,1.0,1.06,1.21,,0.98,1.02,0.96,1.02,0.84,,1.0,1.0,,,,,1.11,1.0,1.12,0.8,0.9,1.16,,,,1.05,0.99,0.89
WSPM_0_0,1.0,1.0,0.98,,,1.0,1.02,1.02,0.99,1.17,,1.0,0.99,,,,0.66,0.91,0.98,1.0,1.21,1.0,0.99,,1.16,,1.01,0.97,0.9
WSPM_1_2,1.0,1.0,1.0,,,1.0,1.0,1.05,1.07,1.43,,1.0,1.0,,,,,1.0,1.26,0.94,1.0,1.03,0.81,,,,0.97,1.34,
WSPM_1_1,1.0,1.0,0.98,,,0.99,0.95,1.0,1.03,1.11,,1.0,0.99,,,,,1.02,1.17,0.9,0.95,1.0,0.87,,,,0.99,1.07,1.26
WSPM_1_0,1.0,0.99,0.99,,,1.0,1.0,1.03,1.03,1.16,,1.01,1.0,,,,0.86,0.98,0.91,1.02,1.11,1.09,1.0,,,,1.01,0.97,1.06
WSPM_0_4,1.0,,,,,1.0,1.0,,,,,0.98,1.04,1.0,1.0,,,,,,,,,1.0,,,0.99,0.96,0.96
WSPM_1_3,1.0,0.98,1.0,,,1.0,1.0,1.0,1.0,,,1.0,0.99,,,,,,,0.77,,,,,1.0,,0.95,1.37,1.78
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,1.0,0.99,0.94,3.24,1.0,1.0,1.0,1.0,1.09,3.24,1.0,0.99,,,3.24,0.97,1.01,0.94,1.0,1.09,1.01,0.98,0.96,1.11,3.24,1.0,0.99,1.25
PM10_1,1.0,1.0,1.0,,,1.01,0.99,0.97,1.02,0.93,,1.0,0.99,0.88,0.82,,1.01,1.0,1.02,1.04,0.58,0.95,1.1,1.0,0.62,,1.03,1.0,0.89
PM10_2,0.99,1.0,1.0,,,1.0,1.01,1.0,0.94,1.04,,0.98,1.03,,0.83,,1.04,0.84,1.08,0.9,,1.05,0.87,1.01,0.64,,0.82,1.01,1.0
