,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.59,,,0.86,6.1,7.58,13.3,,,1.14,1.26,10.08,,1.23,8.0,13.4,15.57,28.17,41.38,851.03,4938.3,0.92,1.17,28.34
TEMP_0_0,0.62,1.0,,,0.53,3.86,5.39,8.49,,,0.68,0.77,6.13,,0.76,5.07,8.41,9.94,18.05,25.97,643.6,2958.51,0.59,0.75,18.51
TEMP_1_1,,0.3,1.01,,0.09,0.57,0.8,,,,0.11,0.13,,443.04,0.12,0.76,1.23,1.5,2.71,3.81,,,0.09,0.11,2.77
TEMP_0_2,,,,1.0,,,,,1.45,63.52,,,0.05,,0.01,0.04,0.07,0.08,0.14,0.18,,,,0.01,0.13
PRES_0_0,1.17,1.89,11.42,,1.0,7.13,,15.27,,,1.31,1.48,12.09,,1.47,9.27,15.44,17.92,33.64,50.92,826.14,6587.6,1.07,1.37,32.15
PRES_1_0,0.16,0.26,,,0.14,0.99,,,,,0.19,0.2,1.59,,0.19,1.34,2.27,2.79,4.56,6.16,180.34,,0.15,0.2,5.51
PRES_0_1,0.13,0.18,1.23,,,,1.01,,,,0.13,0.15,,551.55,0.14,0.95,1.53,1.82,3.41,4.74,114.0,,0.11,0.14,3.31
PRES_1_1,0.08,0.12,,,0.06,,,1.0,,,0.07,0.09,0.71,,0.09,0.6,1.01,1.18,2.08,3.14,102.17,,0.07,0.09,2.25
PRES_1_3,,,,0.71,,,,,1.0,,,,0.03,,,0.03,0.05,0.06,0.1,0.15,,,,,0.09
PRES_1_2,,,,0.02,,,,,,1.0,,,,,,,,,,,,,,,
DEWP_1_0,0.89,1.45,9.35,,0.77,5.42,7.47,14.4,,,1.0,1.12,8.79,,1.12,7.06,11.49,12.72,25.73,36.64,462.5,,0.81,1.04,23.97
DEWP_0_0,0.8,1.26,7.68,,0.68,4.88,6.45,10.43,,,0.9,1.0,,,0.93,6.48,10.91,13.46,22.21,33.37,884.09,3785.38,0.75,0.94,25.22
DEWP_0_1,0.1,0.16,,22.0,0.09,0.62,,1.42,30.4,1644.41,,,1.0,,0.13,0.83,1.42,1.68,2.94,4.18,102.48,,0.1,0.12,2.89
DEWP_1_1,,,,,,,,,,,,,,1.0,,,,,0.01,,,,,,
WSPM_0_1,0.8,1.3,8.38,155.49,0.68,5.15,6.82,11.32,229.42,10110.87,0.89,1.06,7.85,3599.66,1.0,6.66,10.71,13.27,23.46,22.69,610.86,,0.77,0.94,20.94
WSPM_0_0,0.12,0.2,1.31,25.39,0.11,0.73,1.02,1.59,34.78,,0.14,0.15,1.17,,0.15,1.0,1.74,1.81,3.52,5.65,136.56,,0.11,0.15,3.8
WSPM_1_1,0.08,0.12,0.78,14.97,0.07,0.42,0.63,1.02,20.54,,0.08,0.09,0.69,,0.09,0.57,0.99,1.42,1.94,2.96,,,0.07,0.09,2.27
WSPM_1_2,0.06,0.1,0.66,10.07,0.06,0.36,0.54,0.89,17.76,,0.08,0.08,0.59,,0.08,0.53,0.68,1.0,1.99,4.03,,,0.06,0.08,2.8
WSPM_1_0,0.03,0.06,0.37,7.4,0.03,0.21,0.29,0.45,9.83,,0.04,0.04,0.34,,0.04,0.29,0.53,0.51,1.0,1.59,,,0.03,0.04,1.02
WSPM_0_2,0.02,0.04,0.3,5.68,0.02,0.15,0.24,0.32,6.83,,0.03,0.03,0.24,,0.04,0.17,0.35,0.26,0.71,1.01,,,0.02,0.03,0.66
WSPM_1_3,,,,,,0.01,0.01,0.01,,,,,0.01,,,0.01,,,0.02,,1.0,,,,0.03
WSPM_0_3,,,,,,,,,,,,,,,,,,,0.01,,,1.0,,,
PM10_0,1.08,1.7,11.09,211.43,0.94,6.62,8.92,14.32,303.24,,1.24,1.34,10.09,5795.97,1.26,8.75,15.23,17.31,29.83,48.84,1205.65,,1.0,1.26,41.72
PM10_1,0.84,1.36,9.05,167.47,0.7,5.11,7.25,11.5,231.3,12456.54,0.93,1.07,7.89,3492.0,1.07,6.86,10.73,13.45,25.13,32.82,579.35,4243.48,0.82,1.0,20.77
PM10_2,0.03,0.06,0.35,7.54,0.03,0.21,0.3,0.44,11.36,,0.04,0.04,0.38,,0.05,0.24,0.42,0.4,0.93,1.35,,218.35,0.02,0.04,1.0
