,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.85,0.9,,,,2.74,1.3,0.52,1.25,0.25,,,2.74,1.35,0.66,0.3,0.04,0.04,2.74,0.86,0.8,0.54,0.69,1.27,2.37,0.84,0.43,0.19,2.74,1.05,1.45,1.06
TEMP_0_0,1.03,1.89,0.02,,,,0.6,1.33,0.65,0.42,,,,0.8,1.38,0.02,0.49,0.7,,0.85,0.96,0.68,0.2,1.7,2.61,1.26,0.96,0.29,,1.16,1.33,0.85
TEMP_1_1,,,2.76,,,,1.22,,0.78,,1.94,,,0.38,0.08,2.17,,,,0.73,1.44,0.31,0.28,1.72,3.62,0.79,0.13,,,1.38,1.18,0.11
TEMP_0_2,,,,4.84,,,0.11,,,1.39,,3.45,,0.69,0.86,,,1.81,,0.32,0.55,0.36,1.68,1.35,2.05,0.91,0.74,,,1.03,1.11,1.12
TEMP_0_1,,,,,5.59,,0.3,0.49,0.28,1.96,,1.16,,0.1,,,3.85,,,0.27,0.18,1.92,,1.57,2.02,0.91,0.49,1.58,,1.05,1.49,2.23
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.13,0.64,0.89,0.03,0.04,3.42,2.1,0.19,0.92,0.03,,,3.42,1.08,0.42,0.8,0.08,0.07,3.42,0.78,0.97,0.58,0.6,1.26,2.58,0.59,0.39,0.11,3.42,1.08,1.46,0.94
PRES_1_1,1.03,1.63,,,0.22,,0.27,2.13,0.11,,,,,0.76,0.91,,0.68,0.82,,0.81,0.94,0.77,0.23,1.54,2.61,1.15,0.79,0.31,,1.1,1.36,1.09
PRES_1_0,1.43,1.06,0.51,,,,1.08,0.06,2.58,,,,,1.19,1.0,0.54,0.12,,,0.62,0.92,0.58,0.68,1.7,2.74,0.94,0.62,0.25,,1.26,1.34,0.48
PRES_1_2,0.98,0.98,,1.04,1.44,,0.11,,,3.56,,,,0.84,1.47,,0.97,,,0.76,0.59,0.55,0.51,2.0,2.63,1.46,0.8,0.57,,1.14,1.31,0.96
PRES_0_1,,,2.69,,,,,,,,5.1,,,,,2.78,,,,1.21,1.37,,,1.57,3.46,1.03,,,,1.34,1.03,0.14
PRES_1_3,,,,3.83,1.17,,0.16,,,,,5.62,,0.29,0.52,,0.83,2.33,,0.4,0.7,0.91,0.97,0.99,1.76,1.2,0.56,0.37,,1.08,1.05,1.73
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.47,1.02,0.29,0.26,0.02,2.13,1.19,0.57,1.07,0.37,,0.07,2.13,1.61,0.59,,,,2.13,0.87,0.67,0.71,0.8,0.95,2.18,0.5,0.15,,2.13,0.99,1.5,1.13
DEWP_0_0,1.2,1.58,0.04,0.44,,,0.56,0.87,0.69,0.91,,0.22,,0.73,2.65,,,,,0.52,1.38,0.41,0.17,2.48,3.35,2.01,1.44,0.4,,1.34,1.05,0.42
DEWP_1_1,0.37,0.04,2.24,,,,1.16,,0.92,,2.05,,,,,2.85,,,,0.77,1.57,0.16,0.3,1.75,3.7,0.69,0.17,,,1.31,1.35,0.22
DEWP_0_2,0.27,0.9,,,3.05,,0.41,1.15,0.48,1.04,,0.65,,,,,3.96,,,0.73,0.26,1.35,,1.62,2.16,1.22,0.63,0.88,,1.11,1.4,1.74
DEWP_0_1,0.35,1.25,,1.66,,,0.25,1.4,,,,1.93,,0.07,0.06,,,4.22,,0.75,0.65,0.6,0.45,1.75,1.89,1.49,1.63,0.95,,1.23,1.1,0.98
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.22,1.07,0.47,0.11,0.11,,0.85,0.74,0.8,0.43,0.49,0.13,,0.96,0.62,0.46,0.38,0.35,,2.29,0.57,0.04,,0.56,2.26,0.35,0.08,,,1.17,1.45,0.59
WSPM_0_1,0.88,0.81,0.9,0.23,0.06,,0.86,0.62,0.72,0.24,0.66,0.27,,0.69,1.03,1.01,0.1,0.22,,0.28,2.3,0.15,0.1,2.36,4.4,1.42,0.58,,,1.34,1.13,0.31
WSPM_0_3,0.87,1.11,0.3,0.19,0.99,,0.82,0.88,0.8,0.43,,0.46,,0.94,0.56,0.12,0.94,0.36,,0.12,0.2,2.73,,0.58,1.23,0.46,,,,0.86,1.56,1.81
WSPM_0_4,1.19,0.75,0.29,1.28,,,1.13,0.28,1.11,0.56,,0.61,,1.26,0.38,0.29,,0.4,,,0.1,,3.44,0.32,0.78,0.23,,,,0.85,1.68,1.48
WSPM_0_0,0.93,0.92,0.66,0.4,0.39,,0.97,0.52,0.75,0.74,0.55,0.2,,0.73,1.09,0.56,0.47,0.4,,0.49,0.93,0.26,0.11,4.32,4.9,2.0,1.02,,,1.31,1.05,0.7
WSPM_1_0,1.01,0.88,0.78,0.31,0.26,,0.98,0.55,0.9,0.48,0.51,0.19,,0.8,1.0,0.74,0.31,0.22,,0.45,1.27,0.3,0.18,2.99,4.03,1.13,0.52,,,1.27,1.15,0.67
WSPM_1_1,0.92,1.19,0.36,0.24,0.37,,0.85,0.82,0.58,0.66,0.31,0.31,,0.76,1.2,0.37,0.57,0.66,,0.66,0.73,0.36,0.15,2.67,2.42,5.68,0.74,,,1.39,1.1,
WSPM_1_2,0.92,1.2,0.15,0.46,0.29,,1.07,0.88,0.92,0.53,,0.36,,0.66,1.34,0.16,0.47,1.17,,0.74,0.75,,,2.57,2.19,0.4,6.7,,,1.35,1.06,
WSPM_1_3,0.57,1.03,,,2.03,,0.65,0.72,0.71,0.85,,0.69,,,0.82,,1.43,1.42,,,,,,2.26,0.73,,,12.54,,1.4,,0.49
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.92,0.92,0.65,0.36,0.25,,0.81,0.63,0.85,0.44,0.43,0.34,,0.78,0.95,0.56,0.38,0.46,,0.78,1.12,0.38,0.27,2.12,3.25,1.4,0.99,0.43,,1.39,1.01,0.34
PM10_1,1.15,1.0,0.42,0.29,0.31,,0.98,0.68,0.79,0.45,0.32,0.14,,0.97,0.63,0.54,0.3,0.24,,0.83,0.76,0.78,0.7,0.89,2.13,0.53,0.06,,,0.96,1.85,0.98
PM10_2,1.09,1.16,,0.56,0.79,,1.13,0.79,0.68,0.45,,0.86,,1.06,0.29,,0.89,0.46,,0.44,0.13,1.44,1.03,0.07,0.64,,,,,0.25,1.55,4.05
