,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.07,20429082.95,2000672200420.27,1.43,25516.55,8869780935.03,47.68,1348.15,35113.58,18136.18,184105.12,928200.29,401555.73,79671596.55,6.85,359.05,1442599314.01
PRES_0_1,1.0,1.08,,,1.43,25930.9,8535808713.07,47.73,1305.15,35436.52,18430.68,184487.93,940971.2,408076.44,74032540.73,6.84,362.45,1466025146.47
PRES_0_0,1.0,,1376078075.71,,1.56,,,48.09,3927.12,13579.69,,172785.22,,,295408152.38,7.26,160.96,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.07,20960589.96,2187328893136.97,1.56,1928.87,,46.16,1446.61,34901.0,19828.23,183845.09,815206.67,439019.67,84973714.39,6.89,362.05,1466992841.3
DEWP_1_0,0.98,1.07,,,,283853.04,33217446299.41,65.25,281.35,37372.69,,187107.71,2138604.09,,,6.46,324.17,700680507.88
DEWP_0_0,0.82,0.67,,,,177412.03,425694350267.78,39.05,,37749.39,,182946.22,2152384.87,,,5.96,377.21,9977211334.4
WSPM_0_1,1.0,1.07,16870275.43,,1.36,36675.4,7840933832.91,67.82,629.77,39375.53,4849.82,223451.7,1066718.26,43086.91,40939929.08,6.95,358.86,1386865171.7
WSPM_0_2,1.0,1.05,49001740.62,10944780840984.79,1.54,3038.44,,20.9,4796.27,21943.44,5449.3,135446.77,257729.55,,38653150.48,6.93,326.2,735190844.94
WSPM_0_0,0.99,1.07,,,1.41,31999.81,21328468217.42,54.86,463.27,54344.77,4984.07,229089.62,1257111.58,,119316961.86,6.87,363.87,1923370794.61
WSPM_0_3,1.0,1.08,,,1.56,,,7.16,506.85,13900.33,149494.03,79990.42,,,,6.42,397.97,2532919766.98
WSPM_1_0,1.0,1.07,,,1.42,28164.46,11263283351.73,52.32,711.33,46610.51,6991.31,208308.58,1008813.07,,64176563.78,6.86,367.94,2036441856.0
WSPM_1_1,1.0,1.08,,,1.21,70365.73,37936370246.44,57.09,673.4,46225.11,,201722.2,3476312.86,,81513360.64,6.76,404.38,2063668288.87
WSPM_0_4,1.0,1.08,,,1.56,,,11.35,,,,48399.57,,8078814.01,,6.27,352.37,
WSPM_1_2,1.0,0.98,,,1.56,,,38.08,775.76,34760.9,,141467.9,1698846.63,,1970755312.88,7.26,310.57,
PM10_0,1.0,1.06,29200288.32,2974045063427.98,1.42,28120.38,11487047319.93,48.46,1355.3,36592.77,15522.33,189124.0,1026930.83,407553.5,112276552.38,7.21,311.02,948929995.99
PM10_1,0.99,1.08,,,1.47,15903.57,3711620760.22,45.1,1364.82,31415.36,23479.11,172106.28,752227.96,309124.16,10093497.12,6.37,474.06,2327012234.43
PM10_2,0.99,1.07,,,1.5,,,46.15,816.59,26739.15,36915.3,170329.24,,,,6.05,484.08,12827843144.23
