,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.43,0.26,0.98,0.61,0.34,0.84,0.71,0.64,0.62,0.61,0.54,0.53,0.42,0.92,0.78,0.39
PRES_0_1,1.0,1.0,,,0.98,0.61,0.34,0.85,0.71,0.65,0.62,0.61,0.55,0.53,0.42,0.93,0.78,0.39
PRES_0_0,2.44,,1.05,,2.39,,,1.96,1.8,1.45,,1.41,,,0.94,2.25,1.81,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.42,0.26,1.0,0.64,,0.86,0.72,0.66,0.63,0.62,0.56,0.54,0.42,0.94,0.79,0.4
DEWP_1_0,1.64,1.64,,,,0.99,0.37,1.38,1.54,1.04,,0.99,0.86,,,1.5,1.28,0.72
DEWP_0_0,3.19,2.8,,,,2.13,1.09,2.18,,1.61,,1.46,1.81,,,2.94,2.61,
WSPM_0_1,1.18,1.18,0.51,,1.16,0.71,0.35,1.0,0.88,0.77,1.32,0.74,0.62,0.42,0.42,1.1,0.9,0.47
WSPM_0_2,1.4,1.41,0.55,0.4,1.38,0.66,,1.11,1.0,0.9,0.68,0.87,0.39,,,1.29,1.03,0.47
WSPM_0_0,1.55,1.55,,,1.52,0.97,0.6,1.35,0.92,1.0,0.87,0.92,1.01,,0.66,1.42,1.33,0.61
WSPM_0_3,1.61,1.61,,,1.58,,,0.74,1.47,1.09,1.0,0.94,,,,1.5,1.26,0.67
WSPM_1_0,1.64,1.64,,,1.61,1.01,,1.38,1.13,1.08,0.94,1.0,1.14,,,1.49,1.35,0.67
WSPM_1_1,1.84,1.83,,,1.79,1.16,0.67,1.55,,0.98,,0.88,1.0,,,1.68,1.62,0.57
WSPM_0_4,1.89,1.88,,,1.86,,,2.36,,,,1.41,,1.0,,1.73,1.51,
WSPM_1_2,2.48,2.35,,,2.43,,,2.41,,1.49,,1.58,,,1.05,2.28,3.65,
PM10_0,1.08,1.08,0.46,0.28,1.06,0.66,0.39,0.91,0.77,0.72,0.68,0.67,0.64,0.57,0.49,1.0,0.84,0.48
PM10_1,1.28,1.27,,,1.26,0.75,,1.09,0.92,0.75,0.76,0.73,0.57,0.69,,1.18,1.0,0.46
PM10_2,2.57,2.57,,,2.53,,,2.39,,1.55,1.45,1.44,,,,2.19,2.14,1.0
