,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.5,2.27,,,,,0.81,1.64,0.78,2.31,,,,0.82,1.23,2.44,15.05,14.53,,1.08,1.35,1.62,0.94,0.66,0.38,0.81,1.12,2.02,,1.26,0.88,0.85
TEMP_0_0,2.29,0.49,,,,,2.11,0.68,1.29,1.42,,,,1.46,0.72,41.22,1.1,0.75,,1.13,1.17,1.1,3.27,0.73,0.54,0.78,0.76,1.01,,1.19,0.99,0.88
TEMP_1_1,,,0.3,,,,0.91,,1.44,,0.3,,,3.05,27.82,0.38,,,,1.69,0.81,2.88,2.85,0.68,0.35,1.34,4.52,,,1.1,1.35,17.9
TEMP_0_2,,,,0.16,,,15.55,,,0.74,,0.2,,2.79,1.53,,,0.46,,6.23,2.82,3.74,0.59,0.92,0.78,1.71,1.34,,,1.94,1.98,1.0
TEMP_0_1,,,,,0.14,,11.29,3.48,11.09,0.53,,0.61,,43.45,,,0.25,,,6.44,9.11,0.73,,0.99,0.94,1.36,2.1,0.31,,2.4,1.63,0.69
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.93,2.21,0.87,16.15,10.11,,0.43,14.16,1.82,,,,,1.02,2.91,0.94,7.08,7.71,,1.36,1.1,1.55,1.15,0.84,0.46,1.28,1.27,2.01,,1.41,0.88,0.8
PRES_1_1,1.49,0.66,,,2.1,,12.57,0.41,42.12,,,,,1.62,0.95,,0.86,0.67,,1.24,1.2,1.08,3.47,0.76,0.47,0.79,0.92,1.11,,1.25,1.05,0.92
PRES_1_0,0.91,1.39,1.81,,,,1.93,66.05,0.34,,,,,1.11,1.25,1.65,5.18,,,1.65,1.5,1.56,1.08,0.74,0.46,1.16,1.3,2.47,,1.21,1.26,2.32
PRES_1_2,2.35,1.62,,0.62,0.41,,,,,0.23,,,,2.11,0.81,,0.78,,,1.77,2.87,1.95,1.57,0.58,0.55,0.77,1.15,0.84,,1.61,1.34,1.38
PRES_0_1,,,0.41,,,,,,,,0.14,,,,,0.39,,,,1.4,1.08,,,0.83,0.47,1.42,,,,1.54,1.78,
PRES_1_3,,,,0.22,0.65,,,,,,,0.13,,9.43,2.79,,1.16,0.38,,5.52,2.26,1.54,1.2,1.59,1.07,1.35,1.75,0.85,,1.95,2.99,0.69
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.7,1.19,2.4,1.67,23.34,,0.79,1.46,0.8,1.61,,5.05,,0.58,3.09,,,,,0.98,1.48,1.03,0.75,1.04,0.5,1.5,2.89,,,1.34,0.75,0.61
DEWP_0_0,1.38,0.81,32.84,1.31,,,3.17,1.19,1.41,0.76,,2.32,,3.87,0.32,,,,,2.35,0.99,2.62,4.65,0.44,0.35,0.54,0.59,0.93,,1.09,1.77,6.36
DEWP_1_1,2.92,41.07,0.39,,,,0.99,,1.35,,0.29,,,,,0.29,,,,1.64,0.73,6.55,2.74,0.75,0.35,1.46,4.35,,,1.22,1.11,9.73
DEWP_0_2,12.75,1.54,,,0.21,,5.01,1.14,3.57,0.83,,0.92,,,,,0.2,,,1.96,5.78,0.81,,0.84,0.72,0.92,1.3,0.47,,1.74,1.62,0.68
