,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.71,,,,0.09,0.77,0.47,0.63,0.2,,,0.09,0.98,0.43,0.28,0.06,0.06,0.09,0.57,0.53,0.4,0.35,0.36,0.43,0.24,0.15,0.06,0.09,0.99,0.9,0.38
TEMP_0_0,0.77,1.0,0.06,,,,0.52,0.76,0.45,0.26,,,,0.78,0.65,0.08,0.26,0.29,,0.58,0.64,0.42,0.2,0.42,0.45,0.29,0.23,0.07,,1.05,0.87,0.33
TEMP_1_1,,,0.99,,,,0.84,,0.55,,0.48,,,0.6,0.21,0.85,,,,0.62,0.86,0.32,0.27,0.48,0.61,0.27,0.08,,,1.31,0.94,0.15
TEMP_0_2,,,,1.0,,,0.31,,,0.74,,0.72,,1.07,0.72,,,0.68,,0.58,0.66,0.47,0.79,0.53,0.58,0.36,0.3,,,1.44,1.18,0.56
TEMP_0_1,,,,,1.01,,0.72,0.78,0.55,0.92,,0.43,,0.61,,,1.15,,,0.52,0.38,1.17,,0.64,0.66,0.38,0.26,0.24,,1.61,1.47,0.87
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.82,0.63,0.52,0.06,0.05,0.11,0.99,0.34,0.58,0.06,,,0.11,0.92,0.39,0.47,0.1,0.1,0.11,0.59,0.62,0.43,0.34,0.36,0.46,0.19,0.14,0.04,0.11,1.06,0.95,0.35
PRES_1_1,0.82,0.98,,,0.13,,0.41,1.0,0.24,,,,,0.79,0.54,,0.32,0.33,,0.59,0.63,0.48,0.23,0.42,0.48,0.29,0.23,0.07,,1.08,0.92,0.42
PRES_1_0,1.0,0.85,0.44,,,,0.82,0.21,0.99,,,,,1.05,0.63,0.44,0.14,,,0.54,0.71,0.45,0.39,0.52,0.55,0.31,0.21,0.1,,1.24,0.99,0.29
PRES_1_2,0.99,0.96,,0.4,0.42,,0.36,,,1.0,,,,1.03,0.86,,0.47,,,0.72,0.65,0.5,0.37,0.59,0.6,0.41,0.28,0.13,,1.37,1.13,0.45
PRES_0_1,,,1.26,,,,,,,,0.97,,,,,1.24,,,,1.06,1.06,,,0.56,0.75,0.39,,,,1.67,1.1,0.23
PRES_1_3,,,,0.95,0.46,,0.56,,,,,1.0,,0.77,0.58,,0.53,0.82,,0.69,0.77,0.78,0.66,0.5,0.56,0.45,0.27,0.09,,1.54,1.26,0.74
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.84,0.71,0.27,0.14,0.03,0.06,0.68,0.46,0.54,0.23,,0.06,0.06,1.0,0.42,,,,0.06,0.53,0.48,0.41,0.36,0.28,0.39,0.15,0.07,,0.06,0.91,0.85,0.35
DEWP_0_0,0.94,1.04,0.14,0.24,,,0.63,0.72,0.54,0.44,,0.15,,0.88,0.99,,,,,0.54,0.86,0.4,0.2,0.62,0.61,0.46,0.35,0.1,,1.3,0.9,0.34
DEWP_1_1,0.51,0.15,0.91,,,,0.83,,0.62,,0.5,,,,,0.99,,,,0.66,0.9,0.25,0.28,0.49,0.63,0.25,0.11,,,1.3,1.02,0.22
DEWP_0_2,0.62,0.96,,,0.64,,0.63,0.97,0.56,0.58,,0.28,,,,,1.01,,,0.74,0.41,0.82,,0.56,0.57,0.39,0.26,0.15,,1.42,1.23,0.66
DEWP_0_1,0.7,1.13,,0.55,,,0.47,1.08,,,,0.52,,0.48,0.25,,,1.0,,0.77,0.7,0.57,0.37,0.56,0.52,0.43,0.42,0.18,,1.49,1.11,0.49
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.9,0.83,0.39,0.1,0.1,,0.64,0.61,0.55,0.28,0.22,0.09,,0.88,0.49,0.37,0.24,0.22,,0.99,0.66,0.1,0.09,0.27,0.5,0.16,0.07,,,1.16,0.97,0.28
WSPM_0_1,0.76,0.7,0.53,0.16,0.07,,0.7,0.56,0.51,0.22,0.27,0.15,,0.79,0.59,0.55,0.13,0.17,,0.35,0.98,0.25,0.19,0.59,0.62,0.36,0.22,0.04,,1.21,0.86,0.25
WSPM_0_3,0.8,0.95,0.34,0.16,0.31,,0.69,0.73,0.59,0.32,,0.21,,0.96,0.5,0.19,0.42,0.25,,0.39,0.37,1.0,,0.3,0.39,0.22,,,,1.09,1.09,0.53
WSPM_0_4,1.03,0.84,0.33,0.45,,,0.89,0.43,0.74,0.41,,0.26,,1.2,0.45,0.34,,0.28,,0.14,0.25,,1.0,0.24,0.34,0.17,,,,1.17,1.21,0.52
WSPM_0_0,1.12,1.07,0.63,0.29,0.24,,1.15,0.73,0.69,0.52,0.32,0.18,,1.15,0.86,0.56,0.36,0.33,,0.8,0.88,0.43,0.19,0.93,0.86,0.58,0.34,,,1.65,1.24,0.74
WSPM_1_0,1.22,1.08,0.74,0.28,0.22,,1.17,0.78,0.86,0.45,0.33,0.19,,1.27,0.86,0.7,0.32,0.26,,0.73,1.09,0.49,0.29,0.87,0.87,0.52,0.31,,,1.72,1.33,0.67
WSPM_1_1,1.23,1.28,0.5,0.26,0.3,,1.26,1.01,0.75,0.56,0.25,0.25,,1.32,0.99,0.5,0.48,0.47,,1.06,0.71,0.57,0.26,0.79,0.7,0.94,0.41,,,1.88,1.41,
WSPM_1_2,1.36,1.28,0.35,0.36,0.25,,1.4,1.12,1.01,0.51,,0.28,,1.49,1.06,0.34,0.44,0.65,,1.3,0.83,,,0.76,0.74,0.29,0.97,,,1.91,1.68,
WSPM_1_3,1.23,1.78,,,0.86,,1.15,1.23,0.98,0.83,,0.5,,,1.06,,0.99,0.92,,,0.68,,,1.13,0.48,,,0.98,,2.5,,0.57
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.63,0.61,0.37,0.16,0.12,0.06,0.56,0.46,0.46,0.24,0.17,0.14,0.06,0.68,0.46,0.33,0.2,0.21,0.06,0.5,0.57,0.29,0.2,0.42,0.45,0.27,0.22,0.08,0.06,0.99,0.69,0.25
PM10_1,0.8,0.75,0.33,0.16,0.15,,0.64,0.54,0.48,0.28,0.16,0.09,,0.82,0.46,0.36,0.2,0.17,,0.56,0.56,0.46,0.35,0.3,0.42,0.19,0.05,,,1.0,0.99,0.33
PM10_2,1.08,1.15,,0.32,0.32,,1.0,0.83,0.66,0.42,,0.33,,1.21,0.36,,0.49,0.33,,0.57,0.27,0.87,0.6,0.08,0.28,,,,,0.69,1.34,0.97
