,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.99,,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,1.01,,,1.0,1.01,0.9,1.0,0.99,1.0,1.01,1.0,1.01,1.01,0.96,1.0,1.01,1.01
PRES_0_0,1.0,,8.18,,1.02,,,0.91,1.58,,,,,,2.6,1.2,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,1.0,,1.05,,,0.98,1.04,1.0,1.05,1.0,0.92,1.05,1.01,1.0,1.02,1.03
DEWP_1_0,1.0,1.0,,,,3.5,,1.23,0.38,1.02,,1.0,1.56,,,1.03,0.83,
DEWP_0_0,1.01,0.9,,,,,13.63,,,,,,2.49,,,1.19,,
WSPM_0_1,1.0,1.0,0.91,,0.98,1.24,,1.48,,,,0.79,0.33,,,1.01,0.99,1.06
WSPM_0_2,1.0,0.99,1.53,,1.04,0.36,,,2.31,,,0.53,,,,0.99,1.02,
WSPM_0_0,1.0,1.0,,,0.99,1.01,,,,2.4,,1.87,1.17,,,1.01,0.97,
WSPM_0_3,1.0,1.01,,,1.05,,,,,,3.27,0.39,,,,0.92,1.17,1.75
WSPM_1_0,1.0,1.0,,,1.0,1.02,,0.72,0.5,1.99,0.43,1.82,,,,0.99,1.05,
WSPM_1_1,1.0,1.01,,,0.92,1.56,2.69,0.51,,0.79,,,4.13,,,1.05,0.89,
WSPM_0_4,1.0,1.01,,,1.05,,,,,,,,,4.89,,0.98,0.89,
WSPM_1_2,1.0,0.96,2.6,,1.02,,,,,,,,,,8.21,1.18,,
PM10_0,1.0,1.0,1.19,,1.0,1.03,1.19,1.0,0.98,1.01,0.91,1.04,1.08,1.0,1.2,1.17,0.48,
PM10_1,1.0,1.01,,,1.02,0.83,,1.01,1.05,0.99,1.18,0.88,0.8,0.88,,0.48,1.69,1.04
PM10_2,1.0,1.01,,,1.03,,,0.87,,,1.59,,,,,,1.08,8.08
