,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.96,,,1.02,0.89,0.78,0.83,,,1.0,0.99,0.88,,0.99,0.84,0.82,0.81,0.76,0.77,0.55,0.55,0.99,0.98,0.75
TEMP_0_0,1.03,1.0,,,1.04,0.89,0.88,0.86,,,0.99,1.0,0.89,,1.01,0.9,0.86,0.84,0.82,0.78,0.64,0.54,1.05,1.04,0.84
TEMP_1_1,,2.31,1.0,,1.29,1.04,1.02,,,,1.19,1.24,,0.57,1.19,1.02,0.96,0.98,0.95,0.9,,,1.21,1.18,0.93
TEMP_0_2,,,,1.0,,,,,1.0,0.72,,,1.25,,1.46,1.26,1.19,1.21,1.13,1.05,,,1.54,1.45,1.07
PRES_0_0,0.99,0.95,0.78,,1.0,0.86,,0.81,,,0.97,0.98,0.88,,0.99,0.84,0.81,0.79,0.78,0.78,0.45,0.59,0.98,0.97,0.74
PRES_1_0,1.12,1.11,,,1.17,1.0,,,,,1.18,1.09,0.98,,1.1,0.98,0.96,0.96,0.85,0.81,0.76,,1.16,1.16,1.03
PRES_0_1,1.27,1.07,0.97,,,,1.0,,,,1.18,1.18,,0.56,1.16,1.02,0.94,0.95,0.94,0.88,0.7,,1.19,1.16,0.9
PRES_1_1,1.22,1.18,,,1.17,,,1.0,,,0.97,1.2,1.02,,1.13,1.04,1.0,0.99,0.92,0.93,0.93,,1.24,1.2,0.98
PRES_1_3,,,,1.02,,,,,1.0,,,,1.29,,1.5,1.3,1.31,1.24,1.18,1.15,,,1.57,1.5,1.09
PRES_1_2,,,,1.39,,,,,,1.0,,,1.69,,1.97,1.74,,,1.25,,,,,1.89,
DEWP_1_0,1.01,0.98,0.84,,1.04,0.86,0.85,0.97,,,1.0,1.0,0.87,,1.02,0.86,0.8,0.76,0.8,0.75,,,1.0,1.0,0.75
DEWP_0_0,1.02,0.99,0.8,,1.02,0.9,0.83,0.83,,,1.0,1.0,,,0.97,0.88,0.86,0.87,0.77,0.8,0.68,0.54,1.03,1.0,0.86
DEWP_0_1,1.12,1.13,,0.83,1.16,1.02,,0.99,0.8,0.68,,,1.0,,1.18,1.0,0.98,0.97,0.91,0.88,0.71,,1.21,1.17,0.89
DEWP_1_1,,,1.61,,,,1.64,,,,,,,1.0,1.9,1.39,1.25,,1.7,,,,1.92,1.76,
WSPM_0_1,1.0,0.99,0.82,0.68,1.01,0.89,0.85,0.87,0.68,0.52,0.98,1.02,0.87,0.46,1.0,0.89,0.79,0.84,0.81,0.44,0.44,,1.03,0.99,0.72
WSPM_0_0,1.16,1.11,0.97,0.8,1.21,1.01,0.96,0.91,0.77,,1.15,1.11,0.97,,1.12,1.0,1.04,0.9,0.91,1.01,0.83,,1.17,1.16,0.95
WSPM_1_1,1.24,1.18,1.01,0.82,1.24,1.01,1.02,1.02,0.73,,1.22,1.17,0.99,,1.21,0.97,1.0,1.17,0.82,0.91,,,1.2,1.21,0.96
WSPM_1_2,1.26,1.21,1.02,0.68,1.27,1.05,1.05,1.05,0.81,,1.37,1.25,1.01,,1.18,1.09,0.77,1.0,1.12,1.33,,,1.25,1.25,1.42
WSPM_1_0,1.28,1.23,1.07,0.88,1.29,1.18,1.06,1.01,0.84,,1.24,1.27,1.09,,1.23,1.13,1.24,1.0,1.0,1.08,,,1.3,1.25,1.02
WSPM_0_2,1.35,1.27,1.25,0.98,1.31,1.18,1.27,1.09,0.87,,1.27,1.23,1.14,,2.27,0.98,1.15,0.78,1.06,1.01,,,1.25,1.32,0.99
WSPM_1_3,2.0,1.6,,,2.23,1.28,1.43,1.07,,,,1.61,1.42,,2.33,1.17,,,,,1.0,,1.67,1.95,1.3
WSPM_0_3,1.74,1.82,,,1.7,,,,,,,1.86,,,,,,,1.47,,,1.0,,1.97,1.23
PM10_0,1.0,0.97,0.81,0.66,1.02,0.88,0.83,0.82,0.65,,1.0,0.97,0.83,0.51,0.95,0.86,0.88,0.82,0.76,0.82,0.67,,1.0,0.98,1.06
PM10_1,1.01,0.97,0.85,0.69,1.0,0.86,0.86,0.83,0.65,0.56,0.97,1.0,0.84,0.45,1.02,0.87,0.77,0.84,0.82,0.72,0.44,0.56,1.05,1.0,0.69
PM10_2,1.29,1.23,1.04,0.87,1.38,1.15,1.09,1.0,0.98,,1.35,1.28,1.19,,1.33,0.97,0.98,0.77,0.94,0.96,,0.82,0.89,1.28,1.0
