,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,7.96,3.35,,,,48396.39,6.97,3.01,11.03,4.85,,,48396.39,4.02,6.07,3.57,0.9,1.04,48396.39,5.92,5.64,5.35,12.29,45.58,117.43,55.13,31.16,68.73,48396.39,2.22,5.81,26.84
TEMP_0_0,3.53,8.43,0.19,,,,3.11,7.63,5.58,8.08,,,,2.31,12.79,0.15,12.3,20.25,,5.53,6.17,6.96,3.36,56.75,116.63,75.15,80.21,101.54,,2.45,5.37,21.83
TEMP_1_1,,,30.49,,,,7.03,,6.7,,92.8,,,1.19,0.65,25.8,,,,4.72,10.15,3.16,4.94,60.14,176.02,47.7,12.45,,,3.02,4.82,2.19
TEMP_0_2,,,,192.24,,,0.54,,,26.3,,195.79,,1.98,8.2,,,52.47,,1.99,3.82,3.53,30.04,49.64,99.28,53.68,58.94,,,2.2,4.42,30.89
TEMP_0_1,,,,,313.42,,1.29,2.77,2.09,37.99,,65.67,,0.25,,,95.79,,,1.76,1.18,19.68,,56.47,99.4,61.01,39.81,561.74,,2.15,5.83,55.6
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,4.81,2.58,9.59,1.26,2.31,60307.83,12.41,0.78,7.1,0.51,,,60307.83,3.27,3.69,9.4,1.89,2.1,60307.83,5.26,6.75,5.76,10.57,43.11,127.44,35.88,33.69,43.87,60307.83,2.26,5.96,25.09
PRES_1_1,3.84,7.07,,,12.09,,1.06,12.64,0.54,,,,,2.23,8.77,,16.88,23.81,,5.33,6.42,7.8,3.87,53.48,121.3,71.41,64.89,108.76,,2.34,5.38,26.43
PRES_1_0,5.86,4.27,5.53,,,,5.04,0.23,24.46,,,,,3.5,8.87,6.15,3.0,,,4.22,6.06,5.86,11.99,57.01,123.38,58.39,46.53,79.24,,2.7,5.4,12.17
PRES_1_2,3.5,4.2,,41.48,80.7,,0.44,,,69.03,,,,2.33,14.04,,24.06,,,5.06,3.76,5.7,9.22,73.76,129.1,91.46,62.02,195.16,,2.42,5.31,24.13
PRES_0_1,,,29.99,,,,,,,,251.7,,,,,33.47,,,,7.83,9.82,,,58.78,173.89,65.15,,,,2.91,4.36,2.82
PRES_1_3,,,,152.3,65.78,,0.62,,,,,318.57,,0.77,4.92,,20.61,67.63,,2.47,4.92,9.22,16.83,33.41,80.94,71.39,45.87,146.83,,2.33,3.79,46.88
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,6.06,4.03,3.14,10.26,0.97,37856.57,6.52,3.28,9.41,6.88,,4.02,37856.57,4.95,4.63,,,,37856.57,5.97,4.44,7.19,14.13,32.36,100.91,29.39,11.47,,37856.57,2.04,6.2,30.39
DEWP_0_0,4.5,6.96,0.28,17.38,,,2.73,5.02,6.16,17.7,,12.7,,1.71,26.85,,,,,3.12,9.43,3.88,2.89,87.86,163.65,124.8,114.9,144.74,,2.94,3.85,7.84
DEWP_1_1,1.6,0.13,24.65,,,,6.6,,7.7,,98.04,,,,,34.04,,,,4.99,11.23,1.55,5.22,59.06,177.86,42.48,13.62,,,2.83,5.61,4.38
DEWP_0_2,0.81,4.0,,,171.13,,2.01,6.54,3.85,20.24,,36.76,,,,,98.37,,,4.84,1.74,14.11,,58.25,103.57,78.66,51.73,314.42,,2.34,5.34,44.21
DEWP_0_1,1.07,5.66,,65.97,,,1.21,8.09,,,,109.6,,,,,,122.37,,4.93,4.13,5.94,8.18,63.52,91.18,96.58,137.6,337.74,,2.66,4.22,25.47
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,4.81,4.57,5.05,4.54,5.94,,4.75,4.26,7.01,8.29,23.89,7.09,,2.93,5.46,5.49,9.44,10.07,,16.62,2.63,0.22,,15.05,95.82,17.7,3.96,,,2.44,5.98,15.8
WSPM_0_1,3.49,3.54,9.92,9.32,3.23,,4.75,3.63,6.01,4.6,30.69,15.48,,1.95,9.65,11.72,2.6,6.24,,1.18,17.54,0.81,1.05,71.6,205.56,76.49,37.95,,,2.92,4.4,6.62
WSPM_0_3,3.4,4.61,3.21,7.68,55.33,,4.48,5.0,6.96,8.03,,25.93,,2.81,4.95,1.44,23.36,10.48,,0.48,0.85,29.24,,16.6,51.36,25.4,,,,1.71,6.46,49.01
WSPM_0_4,5.02,2.74,3.14,50.68,,,6.11,1.59,9.95,10.47,,34.38,,3.83,3.29,3.5,,11.51,,,0.5,,62.73,9.2,32.89,10.25,,,,1.69,7.14,41.33
WSPM_0_0,3.59,3.83,7.06,15.71,21.85,,4.78,3.03,6.87,14.3,26.91,11.11,,1.98,10.63,6.68,11.64,11.5,,2.44,5.97,2.21,1.54,186.56,293.24,133.06,87.44,,,2.93,3.78,12.2
WSPM_1_0,4.18,3.71,8.28,12.41,14.69,,5.16,3.22,8.24,9.38,25.26,10.66,,2.19,9.62,8.93,7.67,6.27,,2.45,9.06,2.7,2.81,119.91,226.55,65.51,40.42,,,2.79,4.21,13.07
WSPM_1_1,3.73,5.21,4.0,9.7,20.87,,4.14,4.56,5.31,12.85,15.08,17.82,,2.19,11.7,4.37,14.12,19.2,,4.54,5.55,3.46,2.68,114.5,124.73,457.78,,,,3.11,4.26,
