,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.9,,,,,0.97,0.97,1.2,1.01,0.81,,1.08,1.17,0.45,0.3,,0.91,0.89,0.95,0.64,0.8,0.69,0.48,0.65,0.66,,1.0,0.85,0.74
TEMP_0_1,,0.68,,,,2.25,1.27,0.96,1.13,1.02,,1.49,,,,,1.49,1.39,1.09,0.89,1.03,0.93,0.71,,1.86,,1.56,1.15,1.13
TEMP_0_0,,,0.6,,,2.09,,1.24,0.89,0.87,,,0.89,,,,2.06,1.35,1.84,0.99,1.6,1.04,0.81,,1.36,,1.89,1.44,1.3
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.18,1.6,1.13,,,0.82,,,,2.51,,1.27,1.24,,,,1.02,1.01,1.14,0.67,0.9,0.7,0.52,1.15,1.04,,1.11,1.0,1.06
PRES_1_3,1.51,1.11,,,,,0.72,,,,,1.47,1.78,0.77,0.43,,1.59,1.33,1.08,0.94,1.08,1.02,0.71,0.7,0.79,,1.5,1.15,0.82
PRES_1_1,2.81,1.35,1.33,0.23,,,,0.58,,2.74,,2.68,1.31,,,,1.67,1.89,1.95,1.04,1.14,1.4,0.89,,1.41,,1.86,1.72,1.73
PRES_1_0,2.75,1.87,1.1,,,,,,0.58,0.86,,2.43,1.64,,,,2.19,1.39,1.51,1.23,3.01,1.34,0.86,,1.59,,2.07,1.48,1.65
PRES_0_0,2.86,2.36,1.45,,,8.19,,,1.08,0.53,,2.81,2.12,0.47,,,1.8,1.83,2.07,2.01,1.77,1.44,1.51,,,,2.94,1.5,1.21
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.01,0.79,,,,0.97,0.89,1.04,0.81,0.7,,0.93,,,,,0.84,0.86,0.79,0.58,0.8,0.61,0.45,0.83,0.84,,0.97,0.77,0.69
DEWP_0_1,1.9,,0.65,0.26,,1.65,1.85,0.9,0.96,0.93,,,0.71,,,,1.87,1.12,1.66,0.86,0.93,0.97,0.7,0.98,0.78,,1.43,1.27,1.1
DEWP_0_0,5.38,,,,,,,,,1.49,,,,0.28,,,3.02,,,,,,,,,,8.7,3.96,
DEWP_1_0,6.84,,,,,,,,,,,,,,0.28,,4.64,,,,,,,,,,,5.54,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.63,1.54,1.59,,,1.52,1.84,1.19,1.33,0.85,,1.62,2.02,0.46,0.29,,0.68,4.98,,5.25,,,1.54,,,,1.94,1.04,0.79
WSPM_0_1,1.73,1.55,1.17,,,1.64,1.64,1.58,0.96,0.9,,1.79,1.35,,,,5.19,0.7,4.71,1.66,1.95,1.24,0.73,,,,1.45,1.23,1.47
WSPM_0_2,2.03,1.36,1.86,,,1.98,1.55,1.7,1.28,1.04,,1.82,2.22,,,,,5.03,0.63,2.92,,1.84,1.44,,,,2.06,1.14,1.11
WSPM_0_0,2.33,1.88,1.44,,,1.96,2.23,1.54,1.55,2.07,,2.28,1.79,,,,4.54,2.56,3.56,0.63,2.02,0.92,0.53,,2.43,,1.75,2.17,2.08
WSPM_1_2,2.35,1.73,2.11,,,2.12,2.03,1.41,2.83,2.2,,2.51,1.66,,,,,3.1,,1.1,0.58,2.36,1.36,,,,1.71,3.56,
WSPM_1_1,2.78,2.18,1.85,,,2.29,2.56,2.19,2.05,1.87,,2.65,2.36,,,,,2.52,3.77,0.86,2.1,0.55,0.85,,,,2.06,3.08,3.33
WSPM_1_0,2.7,2.36,1.97,,,2.4,2.72,2.14,1.73,1.99,,2.7,2.33,,,,3.58,2.05,2.64,0.85,3.18,1.88,0.65,,,,2.17,2.54,2.77
WSPM_0_4,2.27,,,,,3.3,1.55,,,,,3.01,2.2,0.63,,,,,,,,,,0.49,,,4.85,1.6,1.1
WSPM_1_3,3.04,4.17,2.76,,,3.87,2.29,2.49,2.32,,,3.95,2.13,,,,,,,2.3,,,,,0.44,,2.54,5.18,3.51
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.14,1.04,0.96,0.29,,1.03,1.11,0.87,0.9,1.01,,1.19,0.98,,,,1.28,0.86,1.07,0.52,0.68,0.57,0.43,1.62,0.69,,0.89,1.23,2.98
PM10_1,1.56,1.22,1.17,,,1.52,1.37,1.27,0.95,0.71,,1.51,1.41,0.47,0.33,,1.04,1.25,0.97,1.46,1.54,1.21,0.88,0.81,1.5,,1.95,0.77,0.9
PM10_2,2.11,1.99,1.75,,,2.63,1.48,2.23,1.51,1.09,,2.14,2.03,,0.35,,1.36,2.08,1.66,2.29,,3.05,1.25,0.9,1.15,,4.04,1.63,0.61
